pix,flux
0,0.436077831547038
1,-2.1760488988056226
2,-1.34121511775283
3,-0.8093589089323314
4,-3.299279649149337
5,-3.3644337258301444
6,-2.407656070972019
7,-2.970271788251363
8,-0.6556513228808555
9,-0.1951175479947721
10,-2.504470709482362
11,2.605035661450686
12,-1.3842506325225978
13,-1.865301867851736
14,-1.9039660013628115
15,-1.1866394668623121
16,-1.7822423773383447
17,-1.0532167360760298
18,-3.040524847557084
19,2.9230082285601315
20,-1.9953863462539227
21,-3.4684214957194306
22,-1.6784764357525526
23,0.03179616579971491
24,0.6583175279015833
25,-2.124896561147157
26,-2.8459529336658624
27,-3.045834412423358
28,1.3758977526691287
29,-2.2921106978552244
30,-2.8646572962149706
31,-3.1147398280255976
32,1.4769265448069484
33,-3.543316562126703
34,-4.32934369131723
35,-1.8493364594671022
36,-0.1930078942679656
37,2.961994662873983
38,-1.651153641411256
39,-1.27809453745706
40,-2.453922325248916
41,-1.7881276741605698
42,-1.1865542276198817
43,-2.082885095777909
44,1.4262779428933183
45,-3.6774411119142143
46,-1.9291357099048163
47,-2.7691102747972978
48,-2.11097836585383
49,-2.1412948522584947
50,-3.264026595958234
51,-2.433845443121859
52,-1.6766862963372886
53,-2.9488214191968374
54,3.840172337546429
55,-3.8287166557544117
56,-1.6622639424669734
57,-2.2831430651489386
58,-1.980505142400406
59,2.496515532649013
60,-2.8777218679852865
61,1.449610392286253
62,-3.60086166149393
63,1.2098795672769367
64,-1.4426818755570034
65,2.7603875427629734
66,-1.5338212612630011
67,-2.5552474319238514
68,0.22232581653040812
69,3.566581052559433
70,3.0606190303542014
71,-2.6281887422021706
72,0.18146103888702322
73,-1.996381608192674
74,-0.9720347037338586
75,-1.485249305622196
76,-2.478151059695892
77,-1.9237597371237618
78,0.7246439489095805
79,1.6886761167867055
80,-1.3249468902304073
81,-3.435930550880205
82,-2.1105561915427633
83,-0.8192185536776384
84,-1.5687126550629706
85,-1.1746799143965563
86,-2.7277211530807413
87,1.4447671353784697
88,-2.251832877306757
89,-2.444441657338332
90,-2.4311945387120457
91,-1.0214832087642876
92,-0.5842549845728733
93,-3.1143746877144607
94,-0.8569208668707184
95,-1.3370705931193878
96,-2.2403219682179305
97,-1.1174756514939364
98,-2.85306639736653
99,0.8584534542929929
100,-1.7718525964033578
101,-2.6873591994554276
102,1.572708144423285
103,-2.0632365724876185
104,-3.766677536909772
105,-1.188729446371791
