pix,flux
0,0.6971400756379239
1,1.4165017553245354
2,0.7940815233189324
3,0.6019384737111693
4,-0.3690122385242245
5,-0.2506800201129192
6,0.3141007894585581
7,0.3796091817139199
8,-0.48735869742876975
9,-0.17072341084359324
10,0.06995033210881815
11,-0.17169873957359275
12,1.6720406692823258
13,-0.7180477537377006
14,-0.23945066337850077
15,-0.11034184379734456
16,0.5168822251725008
17,-0.7164149343379208
18,0.13299316703686018
19,0.08798977850095693
20,0.9797017220356214
21,1.0353263479780714
22,-0.8059437021380421
23,0.0036888758528886073
24,-0.6019362156420504
25,-1.4306285455298686
26,-0.2505011350917299
27,0.4555668729158555
28,0.5424857180265138
29,-1.3951942503416275
30,-0.15114099411048298
31,0.27584545733891574
32,0.7100130095129105
33,-0.9072039626981326
34,-0.23589450367400622
35,0.9208192635427794
36,-1.0679732652046185
37,-0.45493951779227965
38,-0.9316905118030766
39,0.7145480117044637
40,0.6544187491805742
41,0.26249696934771194
42,1.4457224532772803
43,-0.4953889316074426
44,0.36449672998745686
45,0.7776713999351281
46,-0.36385257600957177
47,-0.1364763697892088
48,-0.21113453806610732
49,2.1677003671117543
50,1.1120051453613604
51,-0.4562464938796083
52,2.130388618745886
53,0.1639976217787498
54,2.059268205361171
55,0.47731671460859026
56,0.7603751514528051
57,0.0209336878051028
58,-0.42359124917891594
59,0.3670249130510034
60,1.3876968393142337
61,-0.3471239893108241
62,-0.04928839978878837
63,-0.2313537623205819
64,-0.6104871897674532
65,0.7284550688235311
66,0.0863492404457087
67,-0.3712254764154529
68,0.6822967379787157
69,0.49050742129351765
70,0.20943370636787062
71,-0.51257158812335
72,0.6284428689856486
73,-0.693841524385489
74,-0.012874144196662902
75,-0.46890549649459395
76,-0.4596955519929584
77,0.4374644693545641
78,-0.16566840385909307
79,0.6338075474289492
80,-0.20242983174562784
81,0.24875765121178134
82,-0.5625621294243405
83,-0.5671508997087031
84,0.2420808340379325
85,0.6769935456602236
86,-0.4187599840819106
87,0.2936781238624878
88,-0.8253770500686932
89,-0.5451559635414849
90,-0.4560136975790594
91,0.15847112680775552
92,-0.6319471081284994
93,0.3996203276175144
94,0.8160307978145759
95,-0.7421377232501811
96,0.7468335641489187
97,0.07786841442673327
98,0.6452924053466192
99,0.5439358312849911
100,-0.09015643213918553
101,1.1438414286548348
102,0.8145179194692189
103,-0.7856217547854331
104,0.20151621637591546
105,-0.21173439644978467
106,-0.008813357097931726
107,-0.6427833341631323
108,1.4533984844537828
109,0.9773213477005169
110,1.098518874974454
111,-0.2868018595212919
112,-0.6990747169562772
113,-1.1541759126081166
114,-0.1413838930553284
115,-0.7655513276579274
116,-0.3452487844194153
117,-0.09267707886802415
118,1.618889189644546
119,1.0968536646360045
120,-0.037749102976675795
121,-0.11879591702249685
122,-0.9095062238969487
123,0.18038007069588977
124,0.23705678767160782
125,-1.4490347465374283
126,-2.1890100459158077
127,0.15700035873223442
128,-0.1733506799731043
129,-1.07614089726174
130,0.20219255083825552
131,0.1505002584947167
132,0.15795818075502027
133,-0.027155493501904222
134,-0.09106391832573932
135,0.23837995299836462
136,-1.1885071605051767
137,1.0725188049249597
138,2.28974573340267
139,0.44568890464289607
140,0.3271859162316738
141,0.28184621894180256
142,-0.9877326419316556
143,0.20912989517688152
144,1.0772777448735373
145,-0.3472827980445502
146,-0.9035131312899897
147,-0.07032638678549682
148,0.06105794094813798
149,-0.3021931936864315
150,-0.014621046914643655
151,1.9800241941828143
152,0.10968075309610034
153,1.0301578589737637
154,0.40240523860202654
155,0.4291338496187031
156,-1.3433878437388296
157,1.3345549235039893
158,0.4218395069846752
159,-0.1961332411219586
160,0.6658232659691045
161,1.0227861344990976
162,1.5423839693065649
163,0.4257806780322857
164,0.8287169165058687
165,0.5608010886630641
166,-0.143013645290494
167,-0.5632328023205583
168,1.3282175752533982
169,0.7084955626296292
170,0.7975562945379029
171,-0.002127062782825664
172,-0.35342323721595953
173,0.057833585523671044
174,0.21969840814673727
175,-0.7453259974494949
176,-1.8559196696319884
177,0.6153302190302903
178,0.8270378895891628
179,-0.14657785938210402
180,0.005527265727656809
