CONF FIE WVL CX_IDA CY_IDA CX_DET CY_DET MAG_Y RMS_X RMS_Y
22 1 5580.000 -0.000 0.015 -25.994 20.663 0.03441 4.58 5.23
22 2 5580.000 16.616 0.019 -25.409 20.641 0.03438 4.08 4.14
22 3 5580.000 -16.636 0.045 -26.577 20.681 0.03428 4.71 5.07
22 1 5590.000 -0.000 0.015 -25.994 20.910 0.03442 4.70 5.27
22 2 5590.000 16.616 0.019 -25.409 20.888 0.03438 4.21 4.19
22 3 5590.000 -16.636 0.045 -26.577 20.929 0.03428 4.79 5.07
22 1 5600.000 -0.000 0.015 -25.995 21.158 0.03442 4.82 5.31
22 2 5600.000 16.616 0.019 -25.410 21.136 0.03439 4.34 4.24
22 3 5600.000 -16.636 0.045 -26.578 21.176 0.03429 4.88 5.08
22 1 5610.000 -0.000 0.015 -25.995 21.406 0.03443 4.94 5.35
22 2 5610.000 16.616 0.019 -25.410 21.383 0.03440 4.48 4.29
22 3 5610.000 -16.636 0.045 -26.578 21.424 0.03430 4.97 5.08
22 1 5620.000 -0.000 0.015 -25.996 21.653 0.03444 5.06 5.39
22 2 5620.000 16.616 0.019 -25.411 21.631 0.03441 4.62 4.35
22 3 5620.000 -16.636 0.045 -26.578 21.672 0.03431 5.07 5.09
22 1 5630.000 -0.000 0.015 -25.996 21.901 0.03445 5.19 5.44
22 2 5630.000 16.616 0.019 -25.411 21.879 0.03441 4.77 4.40
22 3 5630.000 -16.636 0.045 -26.579 21.920 0.03432 5.17 5.10
22 1 5640.000 -0.000 0.015 -25.996 22.149 0.03446 5.33 5.48
22 2 5640.000 16.616 0.019 -25.411 22.127 0.03442 4.91 4.46
22 3 5640.000 -16.636 0.045 -26.579 22.167 0.03432 5.28 5.11
22 1 5650.000 -0.000 0.015 -25.997 22.397 0.03446 5.47 5.52
22 2 5650.000 16.616 0.019 -25.412 22.375 0.03443 5.07 4.51
22 3 5650.000 -16.636 0.045 -26.580 22.415 0.03433 5.39 5.11
22 1 5660.000 -0.000 0.015 -25.997 22.645 0.03447 5.61 5.57
22 2 5660.000 16.616 0.019 -25.412 22.622 0.03444 5.22 4.57
22 3 5660.000 -16.636 0.045 -26.580 22.663 0.03434 5.50 5.12
22 1 5670.000 -0.000 0.015 -25.998 22.893 0.03448 5.75 5.61
22 2 5670.000 16.616 0.019 -25.413 22.870 0.03444 5.38 4.63
22 3 5670.000 -16.636 0.045 -26.581 22.911 0.03435 5.62 5.13
22 1 5680.000 -0.000 0.015 -25.998 23.141 0.03449 5.90 5.66
22 2 5680.000 16.616 0.019 -25.413 23.119 0.03445 5.54 4.69
22 3 5680.000 -16.636 0.045 -26.581 23.159 0.03436 5.75 5.14
22 1 5690.000 -0.000 0.015 -25.999 23.389 0.03450 6.06 5.70
22 2 5690.000 16.616 0.019 -25.414 23.367 0.03446 5.71 4.75
22 3 5690.000 -16.636 0.045 -26.582 23.408 0.03436 5.88 5.15
22 1 5700.000 -0.000 0.015 -25.999 23.637 0.03450 6.22 5.75
22 2 5700.000 16.616 0.019 -25.414 23.615 0.03447 5.88 4.81
22 3 5700.000 -16.636 0.045 -26.582 23.656 0.03437 6.01 5.17
22 1 5710.000 -0.000 0.015 -26.000 23.886 0.03451 6.38 5.80
22 2 5710.000 16.616 0.019 -25.415 23.863 0.03448 6.06 4.88
22 3 5710.000 -16.636 0.045 -26.583 23.904 0.03438 6.15 5.18
22 1 5720.000 -0.000 0.015 -26.000 24.134 0.03452 6.54 5.85
22 2 5720.000 16.616 0.019 -25.415 24.112 0.03448 6.23 4.94
22 3 5720.000 -16.636 0.045 -26.583 24.153 0.03439 6.30 5.19
22 1 5730.000 -0.000 0.015 -26.001 24.382 0.03453 6.72 5.90
22 2 5730.000 16.616 0.019 -25.416 24.360 0.03449 6.42 5.00
22 3 5730.000 -16.636 0.045 -26.584 24.401 0.03440 6.45 5.20
22 1 5740.000 -0.000 0.015 -26.001 24.631 0.03454 6.89 5.95
22 2 5740.000 16.616 0.019 -25.416 24.608 0.03450 6.60 5.07
22 3 5740.000 -16.636 0.045 -26.584 24.649 0.03441 6.60 5.22
22 1 5750.000 -0.000 0.015 -26.002 24.879 0.03455 7.07 6.00
22 2 5750.000 16.616 0.019 -25.417 24.857 0.03451 6.79 5.13
22 3 5750.000 -16.636 0.045 -26.585 24.898 0.03442 6.76 5.24
22 1 5760.000 -0.000 0.015 -26.003 25.128 0.03456 7.25 6.05
22 2 5760.000 16.616 0.019 -25.417 25.106 0.03452 6.98 5.20
22 3 5760.000 -16.636 0.045 -26.586 25.147 0.03443 6.93 5.25
22 1 5770.000 -0.000 0.015 -26.003 25.377 0.03456 7.44 6.10
22 2 5770.000 16.616 0.019 -25.418 25.354 0.03452 7.18 5.27
22 3 5770.000 -16.636 0.045 -26.586 25.395 0.03443 7.10 5.27
22 1 5780.000 -0.000 0.015 -26.004 25.626 0.03457 7.63 6.15
22 2 5780.000 16.616 0.019 -25.418 25.603 0.03453 7.38 5.34
22 3 5780.000 -16.636 0.045 -26.587 25.644 0.03444 7.27 5.29
22 1 5790.000 -0.000 0.015 -26.004 25.874 0.03458 7.82 6.21
22 2 5790.000 16.616 0.019 -25.419 25.852 0.03454 7.59 5.41
22 3 5790.000 -16.636 0.045 -26.588 25.893 0.03445 7.45 5.31
22 1 5800.000 -0.000 0.015 -26.005 26.123 0.03459 8.02 6.26
22 2 5800.000 16.616 0.019 -25.419 26.101 0.03455 7.80 5.48
22 3 5800.000 -16.636 0.045 -26.588 26.142 0.03446 7.63 5.33
22 1 5810.000 -0.000 0.015 -26.006 26.372 0.03460 8.23 6.32
22 2 5810.000 16.616 0.019 -25.420 26.350 0.03456 8.01 5.55
22 3 5810.000 -16.636 0.045 -26.589 26.391 0.03447 7.82 5.36
22 1 5820.000 -0.000 0.015 -26.006 26.622 0.03461 8.44 6.37
22 2 5820.000 16.616 0.019 -25.421 26.599 0.03457 8.23 5.63
22 3 5820.000 -16.636 0.045 -26.589 26.640 0.03448 8.02 5.38
22 1 5830.000 -0.000 0.015 -26.007 26.871 0.03462 8.65 6.43
22 2 5830.000 16.616 0.019 -25.421 26.848 0.03458 8.45 5.70
22 3 5830.000 -16.636 0.045 -26.590 26.889 0.03449 8.22 5.41
22 1 5840.000 -0.000 0.015 -26.008 27.120 0.03463 8.87 6.49
22 2 5840.000 16.616 0.019 -25.422 27.097 0.03459 8.67 5.78
22 3 5840.000 -16.636 0.045 -26.591 27.139 0.03450 8.42 5.43
22 1 5850.000 -0.000 0.015 -26.008 27.369 0.03464 9.09 6.55
22 2 5850.000 16.616 0.019 -25.423 27.347 0.03459 8.90 5.85
22 3 5850.000 -16.636 0.045 -26.592 27.388 0.03451 8.63 5.46
22 1 5860.000 -0.000 0.015 -26.009 27.619 0.03465 9.31 6.61
22 2 5860.000 16.616 0.019 -25.423 27.596 0.03460 9.14 5.93
22 3 5860.000 -16.636 0.045 -26.592 27.637 0.03452 8.84 5.49
22 1 5870.000 -0.000 0.015 -26.010 27.868 0.03466 9.54 6.67
22 2 5870.000 16.616 0.019 -25.424 27.846 0.03461 9.38 6.01
22 3 5870.000 -16.636 0.045 -26.593 27.887 0.03453 9.06 5.53
22 1 5880.000 -0.000 0.015 -26.011 28.118 0.03467 9.78 6.73
22 2 5880.000 16.616 0.019 -25.425 28.095 0.03462 9.62 6.09
22 3 5880.000 -16.636 0.045 -26.594 28.137 0.03454 9.29 5.56
22 1 5890.000 -0.000 0.015 -26.011 28.367 0.03468 10.02 6.80
22 2 5890.000 16.616 0.019 -25.425 28.345 0.03463 9.87 6.17
22 3 5890.000 -16.636 0.045 -26.595 28.386 0.03455 9.52 5.60
22 1 5900.000 -0.000 0.015 -26.012 28.617 0.03469 10.27 6.86
22 2 5900.000 16.616 0.019 -25.426 28.594 0.03464 10.13 6.26
22 3 5900.000 -16.636 0.045 -26.595 28.636 0.03456 9.76 5.64
22 1 5910.000 -0.000 0.015 -26.013 28.867 0.03470 10.52 6.93
22 2 5910.000 16.616 0.019 -25.427 28.844 0.03465 10.38 6.34
22 3 5910.000 -16.636 0.045 -26.596 28.886 0.03457 10.00 5.68
22 1 5920.000 -0.000 0.015 -26.014 29.117 0.03471 10.77 7.00
22 2 5920.000 16.616 0.019 -25.427 29.094 0.03466 10.65 6.43
22 3 5920.000 -16.636 0.045 -26.597 29.136 0.03458 10.25 5.72
22 1 5930.000 -0.000 0.015 -26.014 29.367 0.03472 11.03 7.07
22 2 5930.000 16.616 0.019 -25.428 29.344 0.03467 10.92 6.52
22 3 5930.000 -16.636 0.045 -26.598 29.386 0.03459 10.50 5.77
22 1 5940.000 -0.000 0.015 -26.015 29.617 0.03473 11.30 7.14
22 2 5940.000 16.616 0.019 -25.429 29.594 0.03468 11.19 6.61
22 3 5940.000 -16.636 0.045 -26.599 29.636 0.03461 10.76 5.82
22 1 5950.000 -0.000 0.015 -26.016 29.867 0.03474 11.57 7.21
22 2 5950.000 16.616 0.019 -25.430 29.844 0.03469 11.47 6.70
22 3 5950.000 -16.636 0.045 -26.600 29.886 0.03462 11.02 5.87
22 1 5960.000 -0.000 0.015 -26.017 30.117 0.03475 11.85 7.29
22 2 5960.000 16.616 0.019 -25.430 30.094 0.03470 11.75 6.79
22 3 5960.000 -16.636 0.045 -26.600 30.136 0.03463 11.29 5.93
22 1 5970.000 -0.000 0.015 -26.018 30.367 0.03476 12.13 7.37
22 2 5970.000 16.616 0.019 -25.431 30.345 0.03471 12.04 6.89
22 3 5970.000 -16.636 0.045 -26.601 30.386 0.03464 11.57 5.99
22 1 5980.000 -0.000 0.015 -26.019 30.618 0.03477 12.41 7.45
22 2 5980.000 16.616 0.019 -25.432 30.595 0.03472 12.34 6.99
22 3 5980.000 -16.636 0.045 -26.602 30.637 0.03465 11.85 6.05
22 1 5990.000 -0.000 0.015 nan nan 0.03478 12.71 7.53
22 2 5990.000 16.616 0.019 nan nan 0.03473 12.64 7.09
22 3 5990.000 -16.636 0.045 nan nan 0.03466 12.14 6.12
22 1 6000.000 -0.000 0.015 nan nan 0.03479 13.01 7.61
22 2 6000.000 16.616 0.019 nan nan 0.03474 12.94 7.19
22 3 6000.000 -16.636 0.045 nan nan 0.03467 12.44 6.19
22 1 6010.000 -0.000 0.015 nan nan 0.03480 13.31 7.70
22 2 6010.000 16.616 0.019 nan nan 0.03475 13.25 7.30
22 3 6010.000 -16.636 0.045 nan nan 0.03468 12.74 6.26
22 1 6020.000 -0.000 0.015 nan nan 0.03481 13.62 7.79
22 2 6020.000 16.616 0.019 nan nan 0.03476 13.57 7.40
22 3 6020.000 -16.636 0.045 nan nan 0.03470 13.05 6.34
22 1 6030.000 -0.000 0.015 nan nan 0.03482 13.94 7.89
22 2 6030.000 16.616 0.019 nan nan 0.03477 13.90 7.51
22 3 6030.000 -16.636 0.045 nan nan 0.03471 13.37 6.42
22 1 6040.000 -0.000 0.015 nan nan 0.03484 14.26 7.98
22 2 6040.000 16.616 0.019 nan nan 0.03478 14.23 7.63
22 3 6040.000 -16.636 0.045 nan nan 0.03472 13.69 6.51
22 1 6050.000 -0.000 0.015 nan nan 0.03485 14.59 8.08
22 2 6050.000 16.616 0.019 nan nan 0.03479 14.57 7.74
22 3 6050.000 -16.636 0.045 nan nan 0.03473 14.02 6.61
23 1 3250.000 0.000 0.011 nan nan 0.03323 22.13 22.82
23 2 3250.000 16.625 0.029 nan nan 0.03327 22.35 23.98
23 3 3250.000 -16.621 0.024 nan nan 0.03321 23.04 23.67
23 1 3260.000 0.000 0.011 nan nan 0.03326 20.80 21.61
23 2 3260.000 16.625 0.029 nan nan 0.03328 21.03 22.77
23 3 3260.000 -16.621 0.024 nan nan 0.03323 21.67 22.45
23 1 3270.000 0.000 0.011 nan nan 0.03328 19.53 20.46
23 2 3270.000 16.625 0.029 nan nan 0.03330 19.76 21.62
23 3 3270.000 -16.621 0.024 nan nan 0.03325 20.38 21.29
23 1 3280.000 0.000 0.011 nan nan 0.03330 18.33 19.36
23 2 3280.000 16.625 0.029 nan nan 0.03331 18.56 20.51
23 3 3280.000 -16.621 0.024 nan nan 0.03327 19.14 20.18
23 1 3290.000 0.000 0.011 nan nan 0.03332 17.18 18.30
23 2 3290.000 16.625 0.029 nan nan 0.03333 17.42 19.46
23 3 3290.000 -16.621 0.024 nan nan 0.03328 17.96 19.11
23 1 3300.000 0.000 0.011 nan nan 0.03333 16.09 17.30
23 2 3300.000 16.625 0.029 nan nan 0.03334 16.33 18.45
23 3 3300.000 -16.621 0.024 nan nan 0.03330 16.85 18.10
23 1 3310.000 0.000 0.011 nan nan 0.03335 15.05 16.33
23 2 3310.000 16.625 0.029 nan nan 0.03335 15.29 17.49
23 3 3310.000 -16.621 0.024 nan nan 0.03332 15.78 17.13
23 1 3320.000 0.000 0.011 nan nan 0.03337 14.06 15.42
23 2 3320.000 16.625 0.029 nan nan 0.03337 14.31 16.57
23 3 3320.000 -16.621 0.024 nan nan 0.03333 14.77 16.20
23 1 3330.000 0.000 0.011 nan nan 0.03339 13.13 14.54
23 2 3330.000 16.625 0.029 nan nan 0.03338 13.37 15.69
23 3 3330.000 -16.621 0.024 nan nan 0.03335 13.82 15.32
23 1 3340.000 0.000 0.011 nan nan 0.03340 12.24 13.71
23 2 3340.000 16.625 0.029 nan nan 0.03339 12.49 14.85
23 3 3340.000 -16.621 0.024 nan nan 0.03336 12.91 14.48
23 1 3350.000 0.000 0.011 nan nan 0.03342 11.41 12.91
23 2 3350.000 16.625 0.029 nan nan 0.03340 11.65 14.05
23 3 3350.000 -16.621 0.024 nan nan 0.03337 12.06 13.68
23 1 3360.000 0.000 0.011 nan nan 0.03343 10.62 12.15
23 2 3360.000 16.625 0.029 nan nan 0.03341 10.86 13.29
23 3 3360.000 -16.621 0.024 nan nan 0.03339 11.25 12.91
23 1 3370.000 0.000 0.011 nan nan 0.03345 9.87 11.43
23 2 3370.000 16.625 0.029 nan nan 0.03342 10.11 12.57
23 3 3370.000 -16.621 0.024 nan nan 0.03340 10.49 12.19
23 1 3380.000 0.000 0.011 nan nan 0.03346 9.17 10.75
23 2 3380.000 16.625 0.029 nan nan 0.03343 9.41 11.88
23 3 3380.000 -16.621 0.024 nan nan 0.03341 9.78 11.50
23 1 3390.000 0.000 0.011 nan nan 0.03348 8.51 10.10
23 2 3390.000 16.625 0.029 nan nan 0.03344 8.74 11.23
23 3 3390.000 -16.621 0.024 nan nan 0.03342 9.11 10.85
23 1 3400.000 0.000 0.011 nan nan 0.03349 7.89 9.48
23 2 3400.000 16.625 0.029 nan nan 0.03345 8.12 10.61
23 3 3400.000 -16.621 0.024 nan nan 0.03343 8.48 10.23
23 1 3410.000 0.000 0.011 nan nan 0.03350 7.31 8.90
23 2 3410.000 16.625 0.029 nan nan 0.03346 7.54 10.02
23 3 3410.000 -16.621 0.024 nan nan 0.03345 7.90 9.64
23 1 3420.000 0.000 0.011 nan nan 0.03351 6.78 8.35
23 2 3420.000 16.625 0.029 nan nan 0.03347 6.99 9.46
23 3 3420.000 -16.621 0.024 nan nan 0.03346 7.36 9.09
23 1 3430.000 0.000 0.011 nan nan 0.03353 6.28 7.83
23 2 3430.000 16.625 0.029 nan nan 0.03348 6.48 8.94
23 3 3430.000 -16.621 0.024 nan nan 0.03347 6.86 8.57
23 1 3440.000 0.000 0.011 nan nan 0.03354 5.83 7.34
23 2 3440.000 16.625 0.029 nan nan 0.03349 6.01 8.44
23 3 3440.000 -16.621 0.024 nan nan 0.03348 6.40 8.08
23 1 3450.000 0.000 0.011 -22.134 -30.660 0.03355 5.41 6.88
23 2 3450.000 16.625 0.029 -21.554 -30.680 0.03350 5.58 7.97
23 3 3450.000 -16.621 0.024 -22.714 -30.643 0.03349 5.98 7.62
23 1 3460.000 0.000 0.011 -22.136 -30.433 0.03356 5.03 6.45
23 2 3460.000 16.625 0.029 -21.556 -30.452 0.03350 5.19 7.53
23 3 3460.000 -16.621 0.024 -22.716 -30.415 0.03350 5.61 7.18
23 1 3470.000 0.000 0.011 -22.138 -30.205 0.03357 4.69 6.05
23 2 3470.000 16.625 0.029 -21.558 -30.224 0.03351 4.83 7.11
23 3 3470.000 -16.621 0.024 -22.718 -30.188 0.03351 5.27 6.78
23 1 3480.000 0.000 0.011 -22.140 -29.977 0.03358 4.39 5.68
23 2 3480.000 16.625 0.029 -21.560 -29.996 0.03352 4.50 6.72
23 3 3480.000 -16.621 0.024 -22.720 -29.959 0.03352 4.98 6.40
23 1 3490.000 0.000 0.011 -22.141 -29.748 0.03359 4.13 5.33
23 2 3490.000 16.625 0.029 -21.562 -29.768 0.03353 4.21 6.36
23 3 3490.000 -16.621 0.024 -22.722 -29.731 0.03352 4.72 6.05
23 1 3500.000 0.000 0.011 -22.143 -29.519 0.03360 3.91 5.01
23 2 3500.000 16.625 0.029 -21.563 -29.539 0.03353 3.96 6.02
23 3 3500.000 -16.621 0.024 -22.724 -29.502 0.03353 4.50 5.73
23 1 3510.000 0.000 0.011 -22.145 -29.291 0.03361 3.72 4.72
23 2 3510.000 16.625 0.029 -21.565 -29.310 0.03354 3.74 5.70
23 3 3510.000 -16.621 0.024 -22.726 -29.274 0.03354 4.32 5.43
23 1 3520.000 0.000 0.011 -22.146 -29.061 0.03361 3.57 4.45
23 2 3520.000 16.625 0.029 -21.566 -29.081 0.03355 3.56 5.40
23 3 3520.000 -16.621 0.024 -22.727 -29.044 0.03355 4.17 5.15
23 1 3530.000 0.000 0.011 -22.148 -28.832 0.03362 3.45 4.21
23 2 3530.000 16.625 0.029 -21.568 -28.852 0.03355 3.40 5.13
23 3 3530.000 -16.621 0.024 -22.729 -28.815 0.03356 4.05 4.90
23 1 3540.000 0.000 0.011 -22.149 -28.602 0.03363 3.37 3.99
23 2 3540.000 16.625 0.029 -21.569 -28.622 0.03356 3.27 4.88
23 3 3540.000 -16.621 0.024 -22.730 -28.585 0.03356 3.97 4.67
23 1 3550.000 0.000 0.011 -22.151 -28.373 0.03364 3.30 3.80
23 2 3550.000 16.625 0.029 -21.571 -28.392 0.03357 3.18 4.65
23 3 3550.000 -16.621 0.024 -22.732 -28.356 0.03357 3.90 4.47
23 1 3560.000 0.000 0.011 -22.152 -28.142 0.03365 3.27 3.62
23 2 3560.000 16.625 0.029 -21.572 -28.162 0.03357 3.10 4.44
23 3 3560.000 -16.621 0.024 -22.733 -28.126 0.03358 3.86 4.28
23 1 3570.000 0.000 0.011 -22.154 -27.912 0.03365 3.25 3.47
23 2 3570.000 16.625 0.029 -21.573 -27.932 0.03358 3.05 4.24
23 3 3570.000 -16.621 0.024 -22.735 -27.895 0.03358 3.84 4.11
23 1 3580.000 0.000 0.011 -22.155 -27.682 0.03366 3.24 3.35
23 2 3580.000 16.625 0.029 -21.574 -27.701 0.03358 3.02 4.07
23 3 3580.000 -16.621 0.024 -22.736 -27.665 0.03359 3.83 3.97
23 1 3590.000 0.000 0.011 -22.156 -27.451 0.03367 3.25 3.24
23 2 3590.000 16.625 0.029 -21.576 -27.471 0.03359 3.00 3.91
23 3 3590.000 -16.621 0.024 -22.738 -27.434 0.03360 3.84 3.84
23 1 3600.000 0.000 0.011 -22.157 -27.220 0.03367 3.27 3.14
23 2 3600.000 16.625 0.029 -21.577 -27.240 0.03359 2.99 3.76
23 3 3600.000 -16.621 0.024 -22.739 -27.203 0.03360 3.85 3.72
23 1 3610.000 0.000 0.011 -22.159 -26.989 0.03368 3.30 3.07
23 2 3610.000 16.625 0.029 -21.578 -27.009 0.03360 2.99 3.63
23 3 3610.000 -16.621 0.024 -22.740 -26.972 0.03361 3.87 3.62
23 1 3620.000 0.000 0.011 -22.160 -26.757 0.03369 3.33 3.00
23 2 3620.000 16.625 0.029 -21.579 -26.777 0.03360 3.00 3.52
23 3 3620.000 -16.621 0.024 -22.741 -26.741 0.03362 3.90 3.54
23 1 3630.000 0.000 0.011 -22.161 -26.526 0.03369 3.36 2.96
23 2 3630.000 16.625 0.029 -21.580 -26.546 0.03361 3.02 3.41
23 3 3630.000 -16.621 0.024 -22.742 -26.509 0.03362 3.93 3.47
23 1 3640.000 0.000 0.011 -22.162 -26.294 0.03370 3.40 2.92
23 2 3640.000 16.625 0.029 -21.581 -26.314 0.03361 3.04 3.32
23 3 3640.000 -16.621 0.024 -22.744 -26.277 0.03363 3.96 3.40
23 1 3650.000 0.000 0.011 -22.163 -26.062 0.03370 3.43 2.89
23 2 3650.000 16.625 0.029 -21.582 -26.082 0.03362 3.05 3.24
23 3 3650.000 -16.621 0.024 -22.745 -26.045 0.03363 3.99 3.35
23 1 3660.000 0.000 0.011 -22.164 -25.830 0.03371 3.46 2.87
23 2 3660.000 16.625 0.029 -21.583 -25.850 0.03362 3.07 3.17
23 3 3660.000 -16.621 0.024 -22.746 -25.813 0.03364 4.02 3.30
23 1 3670.000 0.000 0.011 -22.165 -25.598 0.03371 3.49 2.85
23 2 3670.000 16.625 0.029 -21.584 -25.617 0.03363 3.09 3.10
23 3 3670.000 -16.621 0.024 -22.747 -25.581 0.03364 4.05 3.27
23 1 3680.000 0.000 0.011 -22.166 -25.365 0.03372 3.52 2.85
23 2 3680.000 16.625 0.029 -21.585 -25.385 0.03363 3.11 3.05
23 3 3680.000 -16.621 0.024 -22.748 -25.348 0.03365 4.07 3.23
23 1 3690.000 0.000 0.011 -22.166 -25.133 0.03372 3.54 2.84
23 2 3690.000 16.625 0.029 -21.585 -25.152 0.03364 3.12 2.99
23 3 3690.000 -16.621 0.024 -22.748 -25.116 0.03365 4.09 3.21
23 1 3700.000 0.000 0.011 -22.167 -24.900 0.03373 3.56 2.84
23 2 3700.000 16.625 0.029 -21.586 -24.919 0.03364 3.13 2.95
23 3 3700.000 -16.621 0.024 -22.749 -24.883 0.03366 4.11 3.18
23 1 3710.000 0.000 0.011 -22.168 -24.667 0.03373 3.57 2.84
23 2 3710.000 16.625 0.029 -21.587 -24.686 0.03364 3.14 2.91
23 3 3710.000 -16.621 0.024 -22.750 -24.650 0.03366 4.13 3.17
23 1 3720.000 0.000 0.011 -22.169 -24.433 0.03374 3.59 2.84
23 2 3720.000 16.625 0.029 -21.588 -24.453 0.03365 3.14 2.87
23 3 3720.000 -16.621 0.024 -22.751 -24.417 0.03367 4.14 3.15
23 1 3730.000 0.000 0.011 -22.170 -24.200 0.03374 3.59 2.84
23 2 3730.000 16.625 0.029 -21.588 -24.220 0.03365 3.14 2.84
23 3 3730.000 -16.621 0.024 -22.752 -24.183 0.03367 4.15 3.13
23 1 3740.000 0.000 0.011 -22.170 -23.966 0.03374 3.59 2.84
23 2 3740.000 16.625 0.029 -21.589 -23.986 0.03365 3.13 2.81
23 3 3740.000 -16.621 0.024 -22.752 -23.950 0.03367 4.15 3.12
23 1 3750.000 0.000 0.011 -22.171 -23.733 0.03375 3.59 2.84
23 2 3750.000 16.625 0.029 -21.590 -23.752 0.03366 3.13 2.78
23 3 3750.000 -16.621 0.024 -22.753 -23.716 0.03368 4.15 3.11
23 1 3760.000 0.000 0.011 -22.172 -23.499 0.03375 3.58 2.84
23 2 3760.000 16.625 0.029 -21.590 -23.519 0.03366 3.11 2.75
23 3 3760.000 -16.621 0.024 -22.754 -23.482 0.03368 4.14 3.10
23 1 3770.000 0.000 0.011 -22.172 -23.265 0.03376 3.57 2.84
23 2 3770.000 16.625 0.029 -21.591 -23.285 0.03366 3.10 2.73
23 3 3770.000 -16.621 0.024 -22.754 -23.248 0.03368 4.14 3.09
23 1 3780.000 0.000 0.011 -22.173 -23.031 0.03376 3.55 2.84
23 2 3780.000 16.625 0.029 -21.591 -23.050 0.03367 3.08 2.70
23 3 3780.000 -16.621 0.024 -22.755 -23.014 0.03369 4.12 3.08
23 1 3790.000 0.000 0.011 -22.173 -22.796 0.03376 3.53 2.84
23 2 3790.000 16.625 0.029 -21.592 -22.816 0.03367 3.05 2.68
23 3 3790.000 -16.621 0.024 -22.756 -22.780 0.03369 4.11 3.06
23 1 3800.000 0.000 0.011 -22.174 -22.562 0.03377 3.51 2.83
23 2 3800.000 16.625 0.029 -21.592 -22.582 0.03367 3.03 2.66
23 3 3800.000 -16.621 0.024 -22.756 -22.545 0.03370 4.09 3.05
23 1 3810.000 0.000 0.011 -22.174 -22.327 0.03377 3.48 2.83
23 2 3810.000 16.625 0.029 -21.593 -22.347 0.03368 2.99 2.63
23 3 3810.000 -16.621 0.024 -22.757 -22.311 0.03370 4.06 3.04
23 1 3820.000 0.000 0.011 -22.175 -22.092 0.03377 3.45 2.82
23 2 3820.000 16.625 0.029 -21.593 -22.112 0.03368 2.96 2.61
23 3 3820.000 -16.621 0.024 -22.757 -22.076 0.03370 4.04 3.03
23 1 3830.000 0.000 0.011 -22.175 -21.858 0.03378 3.42 2.81
23 2 3830.000 16.625 0.029 -21.594 -21.877 0.03368 2.92 2.59
23 3 3830.000 -16.621 0.024 -22.758 -21.841 0.03370 4.01 3.02
23 1 3840.000 0.000 0.011 -22.175 -21.622 0.03378 3.38 2.80
23 2 3840.000 16.625 0.029 -21.594 -21.642 0.03369 2.88 2.57
23 3 3840.000 -16.621 0.024 -22.758 -21.606 0.03371 3.98 3.01
23 1 3850.000 0.000 0.011 -22.176 -21.387 0.03378 3.34 2.79
23 2 3850.000 16.625 0.029 -21.594 -21.407 0.03369 2.84 2.55
23 3 3850.000 -16.621 0.024 -22.758 -21.371 0.03371 3.94 3.00
23 1 3860.000 0.000 0.011 -22.176 -21.152 0.03378 3.30 2.78
23 2 3860.000 16.625 0.029 -21.595 -21.172 0.03369 2.79 2.53
23 3 3860.000 -16.621 0.024 -22.759 -21.135 0.03371 3.91 2.99
23 1 3870.000 0.000 0.011 -22.177 -20.916 0.03379 3.25 2.77
23 2 3870.000 16.625 0.029 -21.595 -20.936 0.03369 2.75 2.51
23 3 3870.000 -16.621 0.024 -22.759 -20.900 0.03372 3.87 2.98
23 1 3880.000 0.000 0.011 -22.177 -20.681 0.03379 3.21 2.75
23 2 3880.000 16.625 0.029 -21.595 -20.700 0.03370 2.70 2.48
23 3 3880.000 -16.621 0.024 -22.759 -20.664 0.03372 3.83 2.96
23 1 3890.000 0.000 0.011 -22.177 -20.445 0.03379 3.16 2.74
23 2 3890.000 16.625 0.029 -21.596 -20.465 0.03370 2.64 2.46
23 3 3890.000 -16.621 0.024 -22.760 -20.429 0.03372 3.79 2.95
23 1 3900.000 0.000 0.011 -22.177 -20.209 0.03379 3.11 2.72
23 2 3900.000 16.625 0.029 -21.596 -20.229 0.03370 2.59 2.44
23 3 3900.000 -16.621 0.024 -22.760 -20.193 0.03372 3.74 2.94
23 1 3910.000 0.000 0.011 -22.178 -19.973 0.03380 3.05 2.71
23 2 3910.000 16.625 0.029 -21.596 -19.993 0.03370 2.54 2.42
23 3 3910.000 -16.621 0.024 -22.760 -19.957 0.03373 3.70 2.93
23 1 3920.000 0.000 0.011 -22.178 -19.737 0.03380 3.00 2.69
23 2 3920.000 16.625 0.029 -21.596 -19.757 0.03371 2.48 2.40
23 3 3920.000 -16.621 0.024 -22.760 -19.721 0.03373 3.65 2.92
23 1 3930.000 0.000 0.011 -22.178 -19.501 0.03380 2.94 2.67
23 2 3930.000 16.625 0.029 -21.596 -19.520 0.03371 2.42 2.38
23 3 3930.000 -16.621 0.024 -22.761 -19.484 0.03373 3.60 2.91
23 1 3940.000 0.000 0.011 -22.178 -19.265 0.03380 2.89 2.65
23 2 3940.000 16.625 0.029 -21.597 -19.284 0.03371 2.37 2.36
23 3 3940.000 -16.621 0.024 -22.761 -19.248 0.03373 3.56 2.90
23 1 3950.000 0.000 0.011 -22.178 -19.028 0.03380 2.83 2.64
23 2 3950.000 16.625 0.029 -21.597 -19.048 0.03371 2.31 2.34
23 3 3950.000 -16.621 0.024 -22.761 -19.012 0.03374 3.51 2.89
