CONF FIE WVL CX_IDA CY_IDA CX_DET CY_DET MAG_Y RMS_X RMS_Y
2 2 5800.000 16.621 0.063 -7.641 29.609 0.03413 2.73 2.69
2 3 5800.000 -16.625 0.076 -8.793 29.623 0.03414 2.66 2.99
2 1 5810.000 -0.000 0.029 -8.217 29.868 0.03419 1.80 1.06
2 2 5810.000 16.621 0.063 -7.642 29.859 0.03414 2.72 2.70
2 3 5810.000 -16.625 0.076 -8.793 29.873 0.03415 2.62 2.98
2 1 5820.000 -0.000 0.029 -8.218 30.118 0.03420 1.83 1.08
2 2 5820.000 16.621 0.063 -7.642 30.108 0.03414 2.72 2.72
2 3 5820.000 -16.625 0.076 -8.793 30.122 0.03416 2.60 2.97
2 1 5830.000 -0.000 0.029 -8.218 30.367 0.03421 1.88 1.10
2 2 5830.000 16.621 0.063 -7.642 30.358 0.03415 2.73 2.73
2 3 5830.000 -16.625 0.076 -8.793 30.372 0.03417 2.60 2.96
2 1 5840.000 -0.000 0.029 -8.218 30.617 0.03421 1.96 1.13
2 2 5840.000 16.621 0.063 -7.642 30.608 0.03416 2.77 2.75
2 3 5840.000 -16.625 0.076 -8.794 30.622 0.03418 2.61 2.95
2 1 5850.000 -0.000 0.029 nan nan 0.03422 2.06 1.16
2 2 5850.000 16.621 0.063 nan nan 0.03417 2.82 2.76
2 3 5850.000 -16.625 0.076 nan nan 0.03419 2.64 2.95
2 1 5860.000 -0.000 0.029 nan nan 0.03423 2.18 1.19
2 2 5860.000 16.621 0.063 nan nan 0.03418 2.89 2.79
2 3 5860.000 -16.625 0.076 nan nan 0.03419 2.68 2.94
2 1 5870.000 -0.000 0.029 nan nan 0.03424 2.33 1.22
2 2 5870.000 16.621 0.063 nan nan 0.03418 2.97 2.81
2 3 5870.000 -16.625 0.076 nan nan 0.03420 2.75 2.93
2 1 5880.000 -0.000 0.029 nan nan 0.03425 2.48 1.25
2 2 5880.000 16.621 0.063 nan nan 0.03419 3.08 2.83
2 3 5880.000 -16.625 0.076 nan nan 0.03421 2.84 2.93
2 1 5890.000 -0.000 0.029 nan nan 0.03426 2.66 1.28
2 2 5890.000 16.621 0.063 nan nan 0.03420 3.20 2.86
2 3 5890.000 -16.625 0.076 nan nan 0.03422 2.94 2.92
2 1 5900.000 -0.000 0.029 nan nan 0.03427 2.84 1.32
2 2 5900.000 16.621 0.063 nan nan 0.03421 3.33 2.89
2 3 5900.000 -16.625 0.076 nan nan 0.03423 3.06 2.92
2 1 5910.000 -0.000 0.029 nan nan 0.03428 3.05 1.36
2 2 5910.000 16.621 0.063 nan nan 0.03422 3.48 2.92
2 3 5910.000 -16.625 0.076 nan nan 0.03424 3.20 2.92
2 1 5920.000 -0.000 0.029 nan nan 0.03429 3.26 1.40
2 2 5920.000 16.621 0.063 nan nan 0.03423 3.65 2.95
2 3 5920.000 -16.625 0.076 nan nan 0.03425 3.35 2.92
2 1 5930.000 -0.000 0.029 nan nan 0.03430 3.48 1.43
2 2 5930.000 16.621 0.063 nan nan 0.03424 3.83 2.98
2 3 5930.000 -16.625 0.076 nan nan 0.03426 3.52 2.92
2 1 5940.000 -0.000 0.029 nan nan 0.03431 3.71 1.47
2 2 5940.000 16.621 0.063 nan nan 0.03425 4.02 3.02
2 3 5940.000 -16.625 0.076 nan nan 0.03427 3.70 2.92
2 1 5950.000 -0.000 0.029 nan nan 0.03432 3.95 1.51
2 2 5950.000 16.621 0.063 nan nan 0.03426 4.22 3.06
2 3 5950.000 -16.625 0.076 nan nan 0.03428 3.90 2.92
2 1 5960.000 -0.000 0.029 nan nan 0.03433 4.20 1.56
2 2 5960.000 16.621 0.063 nan nan 0.03427 4.43 3.09
2 3 5960.000 -16.625 0.076 nan nan 0.03429 4.11 2.92
2 1 5970.000 -0.000 0.029 nan nan 0.03434 4.46 1.60
2 2 5970.000 16.621 0.063 nan nan 0.03428 4.66 3.13
2 3 5970.000 -16.625 0.076 nan nan 0.03431 4.33 2.92
2 1 5980.000 -0.000 0.029 nan nan 0.03435 4.72 1.64
2 2 5980.000 16.621 0.063 nan nan 0.03429 4.89 3.18
2 3 5980.000 -16.625 0.076 nan nan 0.03432 4.56 2.92
2 1 5990.000 -0.000 0.029 nan nan 0.03436 5.00 1.68
2 2 5990.000 16.621 0.063 nan nan 0.03430 5.14 3.22
2 3 5990.000 -16.625 0.076 nan nan 0.03433 4.80 2.92
2 1 6000.000 -0.000 0.029 nan nan 0.03437 5.27 1.73
2 2 6000.000 16.621 0.063 nan nan 0.03431 5.39 3.26
2 3 6000.000 -16.625 0.076 nan nan 0.03434 5.05 2.93
2 1 6010.000 -0.000 0.029 nan nan 0.03438 5.56 1.77
2 2 6010.000 16.621 0.063 nan nan 0.03432 5.65 3.31
2 3 6010.000 -16.625 0.076 nan nan 0.03435 5.30 2.93
2 1 6020.000 -0.000 0.029 nan nan 0.03439 5.85 1.82
2 2 6020.000 16.621 0.063 nan nan 0.03433 5.92 3.35
2 3 6020.000 -16.625 0.076 nan nan 0.03436 5.57 2.94
2 1 6030.000 -0.000 0.029 nan nan 0.03440 6.15 1.86
2 2 6030.000 16.621 0.063 nan nan 0.03434 6.20 3.40
2 3 6030.000 -16.625 0.076 nan nan 0.03438 5.85 2.94
2 1 6040.000 -0.000 0.029 nan nan 0.03442 6.46 1.91
2 2 6040.000 16.621 0.063 nan nan 0.03435 6.49 3.45
2 3 6040.000 -16.625 0.076 nan nan 0.03439 6.13 2.95
2 1 6050.000 -0.000 0.029 nan nan 0.03443 6.77 1.95
2 2 6050.000 16.621 0.063 nan nan 0.03436 6.78 3.49
2 3 6050.000 -16.625 0.076 nan nan 0.03440 6.42 2.96
3 1 3250.000 0.000 0.030 nan nan 0.03324 21.79 15.00
3 2 3250.000 16.636 0.099 nan nan 0.03327 22.89 16.98
3 3 3250.000 -16.616 0.038 nan nan 0.03325 21.90 15.07
3 1 3260.000 0.000 0.030 nan nan 0.03324 20.47 13.93
3 2 3260.000 16.636 0.099 nan nan 0.03326 21.56 15.92
3 3 3260.000 -16.616 0.038 nan nan 0.03325 20.57 13.98
3 1 3270.000 0.000 0.030 nan nan 0.03323 19.22 12.91
3 2 3270.000 16.636 0.099 nan nan 0.03324 20.29 14.91
3 3 3270.000 -16.616 0.038 nan nan 0.03324 19.30 12.94
3 1 3280.000 0.000 0.030 nan nan 0.03322 18.02 11.94
3 2 3280.000 16.636 0.099 nan nan 0.03323 19.09 13.97
3 3 3280.000 -16.616 0.038 nan nan 0.03323 18.10 11.95
3 1 3290.000 0.000 0.030 nan nan 0.03322 16.88 11.03
3 2 3290.000 16.636 0.099 nan nan 0.03322 17.95 13.08
3 3 3290.000 -16.616 0.038 nan nan 0.03323 16.95 11.02
3 1 3300.000 0.000 0.030 -4.403 -30.540 0.03321 15.80 10.17
3 2 3300.000 16.636 0.099 -3.831 -30.546 0.03321 16.87 12.24
3 3 3300.000 -16.616 0.038 -4.976 -30.538 0.03322 15.86 10.14
3 1 3310.000 0.000 0.030 -4.403 -30.316 0.03321 14.78 9.37
3 2 3310.000 16.636 0.099 -3.832 -30.323 0.03320 15.84 11.45
3 3 3310.000 -16.616 0.038 -4.976 -30.314 0.03322 14.82 9.31
3 1 3320.000 0.000 0.030 -4.404 -30.092 0.03321 13.81 8.61
3 2 3320.000 16.636 0.099 -3.832 -30.098 0.03319 14.86 10.72
3 3 3320.000 -16.616 0.038 -4.977 -30.089 0.03321 13.84 8.52
3 1 3330.000 0.000 0.030 -4.405 -29.867 0.03320 12.88 7.91
3 2 3330.000 16.636 0.099 -3.833 -29.874 0.03318 13.94 10.03
3 3 3330.000 -16.616 0.038 -4.978 -29.865 0.03321 12.90 7.79
3 1 3340.000 0.000 0.030 -4.405 -29.642 0.03320 12.01 7.26
3 2 3340.000 16.636 0.099 -3.833 -29.649 0.03318 13.07 9.40
3 3 3340.000 -16.616 0.038 -4.978 -29.640 0.03320 12.01 7.10
3 1 3350.000 0.000 0.030 -4.406 -29.417 0.03320 11.18 6.66
3 2 3350.000 16.636 0.099 -3.834 -29.424 0.03317 12.25 8.81
3 3 3350.000 -16.616 0.038 -4.979 -29.414 0.03320 11.17 6.46
3 1 3360.000 0.000 0.030 -4.406 -29.191 0.03320 10.39 6.11
3 2 3360.000 16.636 0.099 -3.834 -29.198 0.03316 11.47 8.27
3 3 3360.000 -16.616 0.038 -4.980 -29.189 0.03320 10.37 5.86
3 1 3370.000 0.000 0.030 -4.407 -28.965 0.03319 9.65 5.61
3 2 3370.000 16.636 0.099 -3.835 -28.972 0.03316 10.74 7.77
3 3 3370.000 -16.616 0.038 -4.980 -28.963 0.03320 9.62 5.32
3 1 3380.000 0.000 0.030 -4.407 -28.739 0.03319 8.96 5.17
3 2 3380.000 16.636 0.099 -3.835 -28.746 0.03315 10.05 7.32
3 3 3380.000 -16.616 0.038 -4.981 -28.736 0.03319 8.90 4.82
3 1 3390.000 0.000 0.030 -4.407 -28.512 0.03319 8.30 4.79
3 2 3390.000 16.636 0.099 -3.836 -28.520 0.03315 9.41 6.92
3 3 3390.000 -16.616 0.038 -4.981 -28.510 0.03319 8.22 4.37
3 1 3400.000 0.000 0.030 -4.408 -28.286 0.03319 7.69 4.46
3 2 3400.000 16.636 0.099 -3.836 -28.293 0.03314 8.81 6.56
3 3 3400.000 -16.616 0.038 -4.982 -28.283 0.03319 7.59 3.99
3 1 3410.000 0.000 0.030 -4.408 -28.058 0.03319 7.11 4.20
3 2 3410.000 16.636 0.099 -3.836 -28.066 0.03314 8.25 6.25
3 3 3410.000 -16.616 0.038 -4.982 -28.056 0.03319 6.99 3.65
3 1 3420.000 0.000 0.030 -4.409 -27.831 0.03319 6.57 3.99
3 2 3420.000 16.636 0.099 -3.837 -27.838 0.03314 7.73 5.97
3 3 3420.000 -16.616 0.038 -4.983 -27.828 0.03319 6.42 3.38
3 1 3430.000 0.000 0.030 -4.409 -27.603 0.03319 6.07 3.84
3 2 3430.000 16.636 0.099 -3.837 -27.611 0.03313 7.25 5.74
3 3 3430.000 -16.616 0.038 -4.983 -27.601 0.03319 5.90 3.17
3 1 3440.000 0.000 0.030 -4.410 -27.375 0.03319 5.61 3.74
3 2 3440.000 16.636 0.099 -3.838 -27.383 0.03313 6.80 5.54
3 3 3440.000 -16.616 0.038 -4.984 -27.373 0.03319 5.40 3.03
3 1 3450.000 0.000 0.030 -4.410 -27.147 0.03319 5.18 3.70
3 2 3450.000 16.636 0.099 -3.838 -27.155 0.03313 6.40 5.39
3 3 3450.000 -16.616 0.038 -4.984 -27.145 0.03319 4.94 2.94
3 1 3460.000 0.000 0.030 -4.410 -26.918 0.03319 4.79 3.70
3 2 3460.000 16.636 0.099 -3.838 -26.926 0.03313 6.03 5.26
3 3 3460.000 -16.616 0.038 -4.985 -26.916 0.03319 4.52 2.91
3 1 3470.000 0.000 0.030 -4.411 -26.690 0.03319 4.44 3.73
3 2 3470.000 16.636 0.099 -3.839 -26.697 0.03313 5.70 5.16
3 3 3470.000 -16.616 0.038 -4.985 -26.687 0.03319 4.13 2.93
3 1 3480.000 0.000 0.030 -4.411 -26.461 0.03319 4.12 3.80
3 2 3480.000 16.636 0.099 -3.839 -26.468 0.03313 5.40 5.09
3 3 3480.000 -16.616 0.038 -4.985 -26.458 0.03319 3.77 2.99
3 1 3490.000 0.000 0.030 -4.411 -26.231 0.03320 3.84 3.88
3 2 3490.000 16.636 0.099 -3.839 -26.239 0.03313 5.14 5.05
3 3 3490.000 -16.616 0.038 -4.986 -26.229 0.03319 3.45 3.08
3 1 3500.000 0.000 0.030 -4.412 -26.002 0.03320 3.60 3.99
3 2 3500.000 16.636 0.099 -3.840 -26.010 0.03312 4.91 5.02
3 3 3500.000 -16.616 0.038 -4.986 -25.999 0.03319 3.16 3.19
3 1 3510.000 0.000 0.030 -4.412 -25.772 0.03320 3.39 4.10
3 2 3510.000 16.636 0.099 -3.840 -25.780 0.03312 4.71 5.02
3 3 3510.000 -16.616 0.038 -4.986 -25.770 0.03320 2.91 3.32
3 1 3520.000 0.000 0.030 -4.412 -25.542 0.03320 3.22 4.22
3 2 3520.000 16.636 0.099 -3.840 -25.550 0.03313 4.54 5.02
3 3 3520.000 -16.616 0.038 -4.987 -25.540 0.03320 2.69 3.46
3 1 3530.000 0.000 0.030 -4.412 -25.312 0.03320 3.08 4.35
3 2 3530.000 16.636 0.099 -3.840 -25.320 0.03313 4.40 5.04
3 3 3530.000 -16.616 0.038 -4.987 -25.310 0.03320 2.52 3.60
3 1 3540.000 0.000 0.030 -4.413 -25.081 0.03320 2.98 4.47
3 2 3540.000 16.636 0.099 -3.841 -25.089 0.03313 4.29 5.07
3 3 3540.000 -16.616 0.038 -4.987 -25.079 0.03320 2.37 3.74
3 1 3550.000 0.000 0.030 -4.413 -24.851 0.03321 2.90 4.60
3 2 3550.000 16.636 0.099 -3.841 -24.859 0.03313 4.20 5.10
3 3 3550.000 -16.616 0.038 -4.988 -24.848 0.03320 2.27 3.88
3 1 3560.000 0.000 0.030 -4.413 -24.620 0.03321 2.86 4.72
3 2 3560.000 16.636 0.099 -3.841 -24.628 0.03313 4.13 5.14
3 3 3560.000 -16.616 0.038 -4.988 -24.618 0.03320 2.20 4.01
3 1 3570.000 0.000 0.030 -4.413 -24.389 0.03321 2.83 4.84
3 2 3570.000 16.636 0.099 -3.841 -24.397 0.03313 4.08 5.18
3 3 3570.000 -16.616 0.038 -4.988 -24.387 0.03321 2.15 4.15
3 1 3580.000 0.000 0.030 -4.414 -24.158 0.03321 2.83 4.95
3 2 3580.000 16.636 0.099 -3.842 -24.166 0.03313 4.04 5.22
3 3 3580.000 -16.616 0.038 -4.989 -24.155 0.03321 2.14 4.27
3 1 3590.000 0.000 0.030 -4.414 -23.926 0.03322 2.84 5.06
3 2 3590.000 16.636 0.099 -3.842 -23.934 0.03313 4.02 5.27
3 3 3590.000 -16.616 0.038 -4.989 -23.924 0.03321 2.15 4.39
3 1 3600.000 0.000 0.030 -4.414 -23.694 0.03322 2.86 5.16
3 2 3600.000 16.636 0.099 -3.842 -23.703 0.03314 4.01 5.31
3 3 3600.000 -16.616 0.038 -4.989 -23.692 0.03321 2.18 4.51
3 1 3610.000 0.000 0.030 -4.414 -23.463 0.03322 2.90 5.25
3 2 3610.000 16.636 0.099 -3.842 -23.471 0.03314 4.01 5.35
3 3 3610.000 -16.616 0.038 -4.989 -23.460 0.03322 2.21 4.62
3 1 3620.000 0.000 0.030 -4.415 -23.230 0.03322 2.94 5.34
3 2 3620.000 16.636 0.099 -3.842 -23.239 0.03314 4.02 5.40
3 3 3620.000 -16.616 0.038 -4.990 -23.228 0.03322 2.26 4.72
3 1 3630.000 0.000 0.030 -4.415 -22.998 0.03323 2.98 5.43
3 2 3630.000 16.636 0.099 -3.843 -23.006 0.03314 4.03 5.44
3 3 3630.000 -16.616 0.038 -4.990 -22.996 0.03322 2.32 4.81
3 1 3640.000 0.000 0.030 -4.415 -22.766 0.03323 3.03 5.51
3 2 3640.000 16.636 0.099 -3.843 -22.774 0.03314 4.05 5.47
3 3 3640.000 -16.616 0.038 -4.990 -22.763 0.03322 2.38 4.90
3 1 3650.000 0.000 0.030 -4.415 -22.533 0.03323 3.08 5.58
3 2 3650.000 16.636 0.099 -3.843 -22.541 0.03315 4.07 5.51
3 3 3650.000 -16.616 0.038 -4.990 -22.531 0.03323 2.44 4.98
3 1 3660.000 0.000 0.030 -4.415 -22.300 0.03324 3.13 5.64
3 2 3660.000 16.636 0.099 -3.843 -22.309 0.03315 4.09 5.54
3 3 3660.000 -16.616 0.038 -4.991 -22.298 0.03323 2.50 5.05
3 1 3670.000 0.000 0.030 -4.415 -22.067 0.03324 3.18 5.70
3 2 3670.000 16.636 0.099 -3.843 -22.076 0.03315 4.11 5.57
3 3 3670.000 -16.616 0.038 -4.991 -22.065 0.03323 2.56 5.12
3 1 3680.000 0.000 0.030 -4.416 -21.834 0.03324 3.22 5.76
3 2 3680.000 16.636 0.099 -3.843 -21.842 0.03315 4.13 5.60
3 3 3680.000 -16.616 0.038 -4.991 -21.832 0.03323 2.62 5.18
3 1 3690.000 0.000 0.030 -4.416 -21.601 0.03324 3.26 5.81
3 2 3690.000 16.636 0.099 -3.843 -21.609 0.03316 4.16 5.63
3 3 3690.000 -16.616 0.038 -4.991 -21.598 0.03324 2.68 5.24
3 1 3700.000 0.000 0.030 -4.416 -21.367 0.03325 3.31 5.85
3 2 3700.000 16.636 0.099 -3.844 -21.376 0.03316 4.18 5.65
3 3 3700.000 -16.616 0.038 -4.991 -21.365 0.03324 2.73 5.29
3 1 3710.000 0.000 0.030 -4.416 -21.134 0.03325 3.34 5.89
3 2 3710.000 16.636 0.099 -3.844 -21.142 0.03316 4.20 5.67
3 3 3710.000 -16.616 0.038 -4.991 -21.131 0.03324 2.78 5.34
3 1 3720.000 0.000 0.030 -4.416 -20.900 0.03325 3.38 5.93
3 2 3720.000 16.636 0.099 -3.844 -20.908 0.03316 4.22 5.68
3 3 3720.000 -16.616 0.038 -4.992 -20.898 0.03325 2.82 5.38
3 1 3730.000 0.000 0.030 -4.416 -20.666 0.03326 3.41 5.96
3 2 3730.000 16.636 0.099 -3.844 -20.674 0.03317 4.23 5.70
3 3 3730.000 -16.616 0.038 -4.992 -20.664 0.03325 2.86 5.42
3 1 3740.000 0.000 0.030 -4.416 -20.432 0.03326 3.43 5.98
3 2 3740.000 16.636 0.099 -3.844 -20.440 0.03317 4.25 5.71
3 3 3740.000 -16.616 0.038 -4.992 -20.429 0.03325 2.90 5.45
3 1 3750.000 0.000 0.030 -4.417 -20.197 0.03326 3.46 6.00
3 2 3750.000 16.636 0.099 -3.844 -20.206 0.03317 4.26 5.72
3 3 3750.000 -16.616 0.038 -4.992 -20.195 0.03325 2.93 5.48
3 1 3760.000 0.000 0.030 -4.417 -19.963 0.03327 3.48 6.02
3 2 3760.000 16.636 0.099 -3.844 -19.971 0.03318 4.27 5.72
3 3 3760.000 -16.616 0.038 -4.992 -19.961 0.03326 2.96 5.50
3 1 3770.000 0.000 0.030 -4.417 -19.728 0.03327 3.49 6.04
3 2 3770.000 16.636 0.099 -3.844 -19.737 0.03318 4.28 5.73
3 3 3770.000 -16.616 0.038 -4.992 -19.726 0.03326 2.98 5.52
3 1 3780.000 0.000 0.030 -4.417 -19.494 0.03327 3.51 6.05
3 2 3780.000 16.636 0.099 -3.844 -19.502 0.03318 4.29 5.73
3 3 3780.000 -16.616 0.038 -4.992 -19.491 0.03326 3.00 5.54
3 1 3790.000 0.000 0.030 -4.417 -19.259 0.03327 3.52 6.06
3 2 3790.000 16.636 0.099 -3.845 -19.267 0.03318 4.29 5.73
3 3 3790.000 -16.616 0.038 -4.992 -19.256 0.03327 3.02 5.55
3 1 3800.000 0.000 0.030 -4.417 -19.024 0.03328 3.52 6.07
3 2 3800.000 16.636 0.099 -3.845 -19.032 0.03319 4.29 5.73
3 3 3800.000 -16.616 0.038 -4.993 -19.021 0.03327 3.03 5.56
3 1 3810.000 0.000 0.030 -4.417 -18.789 0.03328 3.53 6.07
3 2 3810.000 16.636 0.099 -3.845 -18.797 0.03319 4.29 5.72
3 3 3810.000 -16.616 0.038 -4.993 -18.786 0.03327 3.04 5.57
3 1 3820.000 0.000 0.030 -4.417 -18.553 0.03328 3.53 6.07
3 2 3820.000 16.636 0.099 -3.845 -18.562 0.03319 4.29 5.72
3 3 3820.000 -16.616 0.038 -4.993 -18.551 0.03327 3.05 5.58
3 1 3830.000 0.000 0.030 -4.417 -18.318 0.03329 3.53 6.07
3 2 3830.000 16.636 0.099 -3.845 -18.326 0.03320 4.29 5.71
3 3 3830.000 -16.616 0.038 -4.993 -18.316 0.03328 3.05 5.58
3 1 3840.000 0.000 0.030 -4.417 -18.082 0.03329 3.52 6.07
3 2 3840.000 16.636 0.099 -3.845 -18.091 0.03320 4.28 5.70
3 3 3840.000 -16.616 0.038 -4.993 -18.080 0.03328 3.05 5.58
3 1 3850.000 0.000 0.030 -4.417 -17.847 0.03329 3.51 6.06
3 2 3850.000 16.636 0.099 -3.845 -17.855 0.03320 4.28 5.69
3 3 3850.000 -16.616 0.038 -4.993 -17.844 0.03328 3.05 5.58
3 1 3860.000 0.000 0.030 -4.417 -17.611 0.03329 3.51 6.06
3 2 3860.000 16.636 0.099 -3.845 -17.619 0.03320 4.27 5.68
3 3 3860.000 -16.616 0.038 -4.993 -17.609 0.03329 3.05 5.58
3 1 3870.000 0.000 0.030 -4.417 -17.375 0.03330 3.49 6.05
3 2 3870.000 16.636 0.099 -3.845 -17.383 0.03321 4.26 5.67
3 3 3870.000 -16.616 0.038 -4.993 -17.373 0.03329 3.04 5.58
3 1 3880.000 0.000 0.030 -4.417 -17.139 0.03330 3.48 6.04
3 2 3880.000 16.636 0.099 -3.845 -17.147 0.03321 4.24 5.66
3 3 3880.000 -16.616 0.038 -4.993 -17.137 0.03329 3.03 5.57
3 1 3890.000 0.000 0.030 -4.417 -16.903 0.03330 3.47 6.03
3 2 3890.000 16.636 0.099 -3.845 -16.911 0.03321 4.23 5.64
3 3 3890.000 -16.616 0.038 -4.993 -16.900 0.03329 3.02 5.57
3 1 3900.000 0.000 0.030 -4.417 -16.666 0.03330 3.45 6.02
3 2 3900.000 16.636 0.099 -3.845 -16.675 0.03321 4.22 5.63
3 3 3900.000 -16.616 0.038 -4.993 -16.664 0.03330 3.01 5.56
3 1 3910.000 0.000 0.030 -4.418 -16.430 0.03331 3.43 6.00
3 2 3910.000 16.636 0.099 -3.845 -16.438 0.03322 4.20 5.61
3 3 3910.000 -16.616 0.038 -4.993 -16.428 0.03330 3.00 5.55
3 1 3920.000 0.000 0.030 -4.418 -16.193 0.03331 3.41 5.99
3 2 3920.000 16.636 0.099 -3.845 -16.202 0.03322 4.19 5.60
3 3 3920.000 -16.616 0.038 -4.993 -16.191 0.03330 2.98 5.54
3 1 3930.000 0.000 0.030 -4.418 -15.957 0.03331 3.39 5.98
3 2 3930.000 16.636 0.099 -3.845 -15.965 0.03322 4.17 5.58
3 3 3930.000 -16.616 0.038 -4.993 -15.955 0.03330 2.96 5.53
3 1 3940.000 0.000 0.030 -4.418 -15.720 0.03331 3.37 5.96
3 2 3940.000 16.636 0.099 -3.845 -15.728 0.03323 4.15 5.57
3 3 3940.000 -16.616 0.038 -4.993 -15.718 0.03331 2.95 5.52
3 1 3950.000 0.000 0.030 -4.418 -15.483 0.03332 3.35 5.95
3 2 3950.000 16.636 0.099 -3.845 -15.492 0.03323 4.13 5.55
3 3 3950.000 -16.616 0.038 -4.993 -15.481 0.03331 2.93 5.51
3 1 3960.000 0.000 0.030 -4.418 -15.246 0.03332 3.32 5.93
3 2 3960.000 16.636 0.099 -3.845 -15.255 0.03323 4.12 5.53
3 3 3960.000 -16.616 0.038 -4.993 -15.244 0.03331 2.91 5.50
3 1 3970.000 0.000 0.030 -4.418 -15.009 0.03332 3.30 5.91
3 2 3970.000 16.636 0.099 -3.845 -15.018 0.03323 4.10 5.51
3 3 3970.000 -16.616 0.038 -4.993 -15.007 0.03331 2.89 5.49
3 1 3980.000 0.000 0.030 -4.418 -14.772 0.03332 3.27 5.90
3 2 3980.000 16.636 0.099 -3.845 -14.780 0.03323 4.08 5.50
3 3 3980.000 -16.616 0.038 -4.993 -14.770 0.03331 2.87 5.47
3 1 3990.000 0.000 0.030 -4.418 -14.535 0.03333 3.25 5.88
3 2 3990.000 16.636 0.099 -3.845 -14.543 0.03324 4.06 5.48
3 3 3990.000 -16.616 0.038 -4.993 -14.532 0.03332 2.85 5.46
3 1 4000.000 0.000 0.030 -4.418 -14.297 0.03333 3.22 5.86
3 2 4000.000 16.636 0.099 -3.845 -14.306 0.03324 4.04 5.46
3 3 4000.000 -16.616 0.038 -4.993 -14.295 0.03332 2.82 5.45
3 1 4010.000 0.000 0.030 -4.418 -14.060 0.03333 3.19 5.85
3 2 4010.000 16.636 0.099 -3.845 -14.068 0.03324 4.02 5.44
3 3 4010.000 -16.616 0.038 -4.993 -14.057 0.03332 2.80 5.43
3 1 4020.000 0.000 0.030 -4.418 -13.822 0.03333 3.17 5.83
3 2 4020.000 16.636 0.099 -3.845 -13.831 0.03324 4.00 5.43
3 3 4020.000 -16.616 0.038 -4.993 -13.820 0.03332 2.78 5.42
3 1 4030.000 0.000 0.030 -4.418 -13.584 0.03333 3.14 5.81
3 2 4030.000 16.636 0.099 -3.845 -13.593 0.03325 3.98 5.41
3 3 4030.000 -16.616 0.038 -4.993 -13.582 0.03333 2.76 5.41
3 1 4040.000 0.000 0.030 -4.418 -13.347 0.03334 3.11 5.79
3 2 4040.000 16.636 0.099 -3.845 -13.355 0.03325 3.96 5.39
3 3 4040.000 -16.616 0.038 -4.993 -13.344 0.03333 2.73 5.39
3 1 4050.000 0.000 0.030 -4.418 -13.109 0.03334 3.08 5.78
3 2 4050.000 16.636 0.099 -3.845 -13.117 0.03325 3.94 5.37
3 3 4050.000 -16.616 0.038 -4.993 -13.107 0.03333 2.71 5.38
3 1 4060.000 0.000 0.030 -4.418 -12.871 0.03334 3.06 5.76
3 2 4060.000 16.636 0.099 -3.845 -12.879 0.03325 3.92 5.36
3 3 4060.000 -16.616 0.038 -4.993 -12.869 0.03333 2.69 5.36
3 1 4070.000 0.000 0.030 -4.418 -12.633 0.03334 3.03 5.74
3 2 4070.000 16.636 0.099 -3.845 -12.641 0.03325 3.90 5.34
3 3 4070.000 -16.616 0.038 -4.993 -12.631 0.03333 2.67 5.35
3 1 4080.000 0.000 0.030 -4.418 -12.395 0.03334 3.00 5.72
3 2 4080.000 16.636 0.099 -3.845 -12.403 0.03326 3.88 5.32
3 3 4080.000 -16.616 0.038 -4.993 -12.392 0.03334 2.65 5.33
3 1 4090.000 0.000 0.030 -4.417 -12.156 0.03335 2.98 5.71
3 2 4090.000 16.636 0.099 -3.845 -12.165 0.03326 3.86 5.30
3 3 4090.000 -16.616 0.038 -4.993 -12.154 0.03334 2.62 5.32
3 1 4100.000 0.000 0.030 -4.417 -11.918 0.03335 2.95 5.69
3 2 4100.000 16.636 0.099 -3.845 -11.926 0.03326 3.84 5.29
3 3 4100.000 -16.616 0.038 -4.993 -11.916 0.03334 2.60 5.31
3 1 4110.000 0.000 0.030 -4.417 -11.680 0.03335 2.93 5.67
3 2 4110.000 16.636 0.099 -3.845 -11.688 0.03326 3.82 5.27
3 3 4110.000 -16.616 0.038 -4.993 -11.677 0.03334 2.58 5.29
3 1 4120.000 0.000 0.030 -4.417 -11.441 0.03335 2.90 5.66
3 2 4120.000 16.636 0.099 -3.845 -11.450 0.03327 3.80 5.25
3 3 4120.000 -16.616 0.038 -4.993 -11.439 0.03334 2.56 5.28
3 1 4130.000 0.000 0.030 -4.417 -11.203 0.03335 2.88 5.64
3 2 4130.000 16.636 0.099 -3.845 -11.211 0.03327 3.79 5.23
3 3 4130.000 -16.616 0.038 -4.993 -11.200 0.03334 2.54 5.26
3 1 4140.000 0.000 0.030 -4.417 -10.964 0.03336 2.85 5.62
3 2 4140.000 16.636 0.099 -3.845 -10.972 0.03327 3.77 5.22
3 3 4140.000 -16.616 0.038 -4.993 -10.962 0.03335 2.53 5.25
3 1 4150.000 0.000 0.030 -4.417 -10.725 0.03336 2.83 5.61
3 2 4150.000 16.636 0.099 -3.845 -10.733 0.03327 3.75 5.20
3 3 4150.000 -16.616 0.038 -4.993 -10.723 0.03335 2.51 5.24
3 1 4160.000 0.000 0.030 -4.417 -10.486 0.03336 2.81 5.59
3 2 4160.000 16.636 0.099 -3.845 -10.495 0.03327 3.74 5.18
3 3 4160.000 -16.616 0.038 -4.993 -10.484 0.03335 2.49 5.22
3 1 4170.000 0.000 0.030 -4.417 -10.247 0.03336 2.78 5.57
3 2 4170.000 16.636 0.099 -3.845 -10.256 0.03327 3.72 5.17
