lambda,norm_amp
4046.565,0.32769292244783177
4077.837,0.018155157345826123
4339.2232,0.0021746355246701145
4347.4945,0.006232049804685295
4358.335,0.8592657293826983
4916.328,0.0022672896316927793
5460.75,0.01538064119334872
5460.75,1.0
5769.61,0.14404627400324785
5790.67,0.1507325608856422
6907.46,0.0005639959994165993
6965.431,0.0005780311239132328
