lambda,norm_amp
4292.8836,0.0003724320841312148
4629.8081,0.0028313767872277565
4680.1359,0.5600476875670715
4722.1569,0.9700536166839614
4810.5321,1.0
5181.9819,0.0018141730589028551
5772.1,0.0001885524380248958
5894.3607,0.0012778203487473119
6214.5778,0.00017902696494546475
6362.3458,0.18537015692110467
6928.316,0.00035926770659017534
