lambda,element,ion,note,intens_4MOST,intens_NIST,ritz_lambda,vacuum_sigma,ritz_sigma,obs-ritz
3270.977,Cs,1.0,NIST,,,3270.99702,0.005,3e-05,-0.02
3271.6278,Cs,2.0,NIST,,85000,3271.62817,0.0005,0.00016,-0.0004
3288.601,Cs,1.0,NIST,,,3288.6169,0.005,0.0003,-0.016
3289.286,Cs,1.0,NIST,,,3289.29769,0.005,3e-05,-0.012
3291.421,Cs,2.0,NIST,,310,3291.41547,0.004,0.00017,0.006
3313.121,Cs,1.0,NIST,,,3313.1384,0.005,0.0003,-0.017
3314.055,Cs,1.0,NIST,,,3314.07305,0.005,3e-05,-0.018
3324.477,Cs,2.0,NIST,,2100,3324.47509,0.0017,0.00018,0.0019
3329.4167,Cs,2.0,NIST,,350,3329.41627,0.0009,0.00014,0.0004
3345.657,Cs,2.0,NIST,,750,3345.65709,0.002,0.00016,-0.0001
3347.49,Cs,1.0,NIST,,,3347.5123,0.005,0.0003,-0.022
3348.82,Cs,1.0,NIST,,,3348.84823,0.005,3e-05,-0.028
3368.5691,Cs,2.0,NIST,,57000,3368.56949,0.0018,0.0002,-0.0004
3397.31,Cs,2.0,NIST,,350bl,3397.31728,0.12,0.00018,-0.01
3397.966,Cs,1.0,NIST,,,3397.9779,0.005,0.0003,-0.012
3399.979,Cs,1.0,NIST,,,3399.98885,0.005,3e-05,-0.01
3410.1151,Cs,2.0,NIST,,280,3410.11445,0.0016,0.00011,0.0007
3412.333,Cs,2.0,NIST,,400,3412.3382,0.005,0.0006,-0.005
3413.8308,Cs,2.0,NIST,,130,3413.83107,0.0008,0.00017,-0.0003
3427.997,Cs,2.0,NIST,,50,3428.0096,0.01,0.0008,-0.013
3431.46,Cs,2.0,NIST,,890,3431.46044,0.002,0.00019,-0.0004
3440.143,Cs,2.0,NIST,,50,3440.14429,0.01,0.00018,-0.001
3449.074,Cs,2.0,NIST,,180,3449.07583,0.003,0.00014,-0.002
3470.148,Cs,2.0,NIST,,90,3470.14705,0.002,0.00015,0.0009
3474.843,Cs,2.0,NIST,,300,3474.84474,0.002,0.00019,-0.0017
3475.988,Cs,2.0,NIST,,290,3475.98713,0.003,0.00018,0.001
3476.809,Cs,1.0,NIST,,,3476.82069,0.005,0.00013,-0.012
3480.06,Cs,1.0,NIST,,,3480.07222,0.005,6e-05,-0.012
3488.618,Cs,2.0,NIST,,440,3488.61688,0.0018,0.00015,0.0011
3514.047,Cs,2.0,NIST,,15000,3514.04625,0.002,0.0002,0.0008
3531.372,Cs,2.0,NIST,,6800,3531.37059,0.002,0.00017,0.0014
3532.4827,Cs,2.0,NIST,,40,3532.48472,0.002,0.00017,-0.002
3541.279,Cs,2.0,NIST,,110,3541.2755,0.003,0.001,0.004
3544.8,Cs,2.0,NIST,,390,3544.8016,0.002,0.00019,-0.0016
3546.3752,Cs,2.0,NIST,,42,3546.3782,0.0016,0.0006,-0.003
3551.1641,Cs,2.0,NIST,,280,3551.16524,0.002,0.00023,-0.0011
3566.144,Cs,2.0,NIST,,2700,3566.14369,0.002,0.00023,0.0003
3576.557,Cs,2.0,NIST,,41,3576.5574,0.002,0.0022,0.0
3595.535,Cs,2.0,NIST,,170,3595.53398,0.002,0.0002,0.001
3605.447,Cs,2.0,NIST,,5100,3605.44761,0.002,0.00019,-0.0006
3606.8347,Cs,2.0,NIST,,28,3606.8346,0.0012,0.0004,0.0001
3610.934,Cs,2.0,NIST,,4700,3610.93245,0.003,0.00019,0.002
3611.4714,Cs,1.0,NIST,,160,3611.46769,0.0019,0.00015,0.0037
3615.0112,Cs,2.0,NIST,,11000,3615.01076,0.0016,0.0002,0.0004
3617.3084,Cs,1.0,NIST,,32,3617.30663,0.0017,7e-05,0.0018
3617.81,Cs,2.0,NIST,,34,3617.805,0.005,0.005,0.005
3618.527,Cs,2.0,NIST,,6800,3618.52288,0.004,0.00019,0.004
3639.431,Cs,2.0,NIST,,69,3639.42631,0.008,0.00019,0.005
3655.426,Cs,2.0,NIST,,1900,3655.42363,0.002,0.00025,0.0024
3655.5491,Cs,2.0,NIST,,120,3655.5519,0.0017,0.0007,-0.0028
3656.122,Cs,2.0,NIST,,40,3656.1185,0.004,0.0011,0.004
3666.508,Cs,2.0,NIST,,28,3666.5011,0.003,0.0005,0.007
3674.17,Cs,2.0,NIST,,21bl,3674.1656,0.14,0.0007,0.0
3680.1096,Cs,2.0,NIST,,17000,3680.1094,0.0013,0.0003,0.0002
3682.4865,Cs,2.0,NIST,,1400,3682.48733,0.0011,0.00021,-0.0008
3687.626,Cs,2.0,NIST,,94,3687.6261,0.003,0.0023,0.0
3688.7143,Cs,2.0,NIST,,350,3688.71507,0.0017,0.00024,-0.0008
3694.7843,Cs,2.0,NIST,,40,3694.7817,0.0012,0.0003,0.0026
3717.6684,Cs,2.0,NIST,,45,3717.6684,0.0016,0.0022,0.0
3724.7567,Cs,2.0,NIST,,3400,3724.75659,0.0011,0.00019,0.0001
3730.238,Cs,2.0,NIST,,160,3730.235,0.003,0.003,0.003
3732.331,Cs,2.0,NIST,,76,3732.327,0.004,0.003,0.004
3732.5561,Cs,2.0,NIST,,13000,3732.55622,0.0008,0.00019,-0.0001
