lambda,element,ion,note,intens_4MOST,intens_NIST,ritz_lambda,vacuum_sigma,ritz_sigma,obs-ritz
3789.727,Hg,2.0,NIST,,5,3789.732,0.004,0.005,-0.005
3790.0,Hg,1.0,4MOST & NIST,23.54104423522949,80,3790.01,0.04,0.03,-0.01
3797.326,Hg,2.0,NIST,,6000c,3797.323,0.003,0.003,0.003
3801.6583,Hg,1.0,NIST,,50,3801.6582,0.001,0.001,0.0001
3805.98193359375,Hg,,4MOST,11.603816032409668,,,,,
3806.312,Hg,2.0,NIST,,50000,3806.3154,0.003,0.0021,-0.003
3815.8,Hg,1.0,NIST,,1,3815.815,0.2,0.003,-0.01
3820.4,Hg,1.0,4MOST & NIST,19.00369644165039,50,3820.37,0.04,0.03,0.03
3828.909,Hg,2.0,NIST,,1000,3828.9121,0.004,0.0025,-0.003
3839.259,Hg,2.0,4MOST & NIST,115.42619323730467,10000,3839.255,0.004,0.003,0.004
3844.358154296875,Hg,,4MOST,12.815333366394045,,,,,
3860.85,Hg,1.0,4MOST & NIST,18.70758819580078,30,3860.963,0.04,0.024,-0.11
3881.3955078125,Hg,,4MOST,24.828563690185547,,,,,
3883.183,Hg,2.0,NIST,,200,,0.004,,
3893.8994140625,Hg,,4MOST,10.996299743652344,,,,,
3901.868,Hg,1.0,4MOST & NIST,85.01943969726562,30,3901.87,0.008,0.005,-0.002
3903.638,Hg,1.0,NIST,,0.5,3903.636,0.02,0.003,0.002
3906.371,Hg,1.0,4MOST & NIST,323.0494384765625,40,3906.383,0.008,0.003,-0.012
3909.32,Hg,2.0,NIST,,400,,0.004,,
3913.367,Hg,2.0,NIST,,75,,0.004,,
3914.313,Hg,2.0,NIST,,5000,3914.3142,0.004,0.0025,-0.001
3919.264,Hg,2.0,NIST,,500D,3919.257,0.004,0.004,0.007
3940.369,Hg,2.0,NIST,,15G,3940.361,0.016,0.003,0.008
3945.673,Hg,2.0,NIST,,30,,0.004,,
3946.281,Hg,2.0,NIST,,75,,0.004,,
3956.319,Hg,2.0,NIST,,60,,0.004,,
3974.402,Hg,2.0,NIST,,500,,0.004,,
3983.92,Hg,1.0,NIST,,2,3983.96,0.05,0.03,-0.04
3983.9312,Hg,2.0,4MOST & NIST,103.99844360351562,2,3983.96,0.05,0.03,-0.04
4025.95,Hg,1.0,NIST,,4,4026.01,0.08,0.03,-0.06
4026.201,Hg,2.0,NIST,,15G,,0.016,,
4040.457,Hg,2.0,NIST,,4000c,4040.4621,0.01,0.0021,-0.005
4040.576,Hg,2.0,NIST,,500,,0.003,,
4046.565,Hg,1.0,4MOST & NIST,56231.7109375,12000,4046.5643,0.001,0.0008,0.0007
4047.74,Hg,2.0,NIST,,50,4047.742,0.004,0.003,-0.002
4077.837,Hg,1.0,4MOST & NIST,4842.53125,1000,4077.837,0.001,0.0008,0.0
4108.054,Hg,1.0,4MOST & NIST,166.57357788085938,70,4108.054,0.008,0.007,0.0
4120.44,Hg,2.0,NIST,,4000,4120.447,0.004,0.003,-0.007
4140.0,Hg,1.0,4MOST & NIST,10.370160102844238,0,4140.059,0.2,0.003,-0.06
4276.224,Hg,2.0,NIST,,100,,0.003,,
4277.995,Hg,2.0,NIST,,100w,4277.987,0.003,0.004,0.008
4298.06298828125,Hg,,4MOST,12.967893600463867,,,,,
4306.2412109375,Hg,,4MOST,14.54668140411377,,,,,
4313.89453125,Hg,,4MOST,23.0188217163086,,,,,
4337.097,Hg,2.0,NIST,,100c,4337.088,0.004,0.003,0.009
4337.097,Hg,2.0,NIST,,100c,4337.094,0.004,0.003,0.003
4339.2232,Hg,1.0,4MOST & NIST,1675.0892333984375,50,4339.2228,0.001,0.0009,0.0004
4343.634,Hg,1.0,NIST,,1.3,4343.632,0.02,0.004,0.002
4347.4945,Hg,1.0,4MOST & NIST,4954.15478515625,150,4347.4951,0.001,0.0009,-0.0006
4358.335,Hg,1.0,4MOST & NIST,68947.0546875,12000,4358.3363,0.001,0.0008,-0.0013
4382.549,Hg,2.0,NIST,,300u,4382.553,0.004,0.003,-0.004
4398.617,Hg,2.0,NIST,,40000,4398.623,0.003,0.004,-0.006
4404.854,Hg,2.0,NIST,,2h,4404.854,0.006,0.006,0.0
4425.22,Hg,2.0,NIST,,3300h,4425.223,0.004,0.003,-0.003
4454.395,Hg,2.0,NIST,,200h,4454.39,0.003,0.004,0.005
4455.486,Hg,2.0,NIST,,70h,4455.486,0.003,0.003,0.0
4459.053,Hg,2.0,NIST,,150h,,0.003,,
4463.878,Hg,2.0,NIST,,700c,4463.878,0.004,0.003,0.0
4491.552,Hg,2.0,NIST,,2000,,0.003,,
4492.831,Hg,2.0,NIST,,2800,4492.8309,0.003,0.0017,0.0
4657.32,Hg,2.0,NIST,,60h,4657.316,0.003,0.003,0.004
4660.219,Hg,2.0,NIST,,30000,4660.216,0.004,0.003,0.003
4670.831,Hg,1.0,NIST,,,4670.831,0.011,0.011,0.0
4671.717,Hg,1.0,NIST,,,4671.717,0.011,0.011,0.0
4672.918,Hg,1.0,NIST,,*,4672.92,0.011,0.022,-0.002
4672.918,Hg,1.0,NIST,,*,4672.92,0.011,0.013,-0.002
4683.819,Hg,1.0,NIST,,,4683.821,0.011,0.011,-0.002
4684.926,Hg,1.0,NIST,,,4684.925,0.011,0.011,0.001
4686.386,Hg,1.0,NIST,,*,4686.386,0.011,0.02,0.0
4686.386,Hg,1.0,NIST,,*,4686.386,0.011,0.013,0.0
4686.563,Hg,2.0,NIST,,60s,4686.561,0.003,0.004,0.002
4699.797,Hg,1.0,NIST,,,4699.796,0.011,0.011,0.001
4701.171,Hg,1.0,NIST,,,4701.171,0.011,0.011,0.0
4703.011,Hg,1.0,NIST,,,4703.011,0.011,0.011,0.0
4703.051,Hg,1.0,NIST,,,4703.051,0.011,0.011,0.0
4704.625,Hg,2.0,NIST,,300l,4704.625,0.003,0.003,0.0
4719.742,Hg,1.0,NIST,,,4719.744,0.011,0.011,-0.002
4720.1240234375,Hg,,4MOST,13.49156665802002,,,,,
4721.512,Hg,1.0,NIST,,,4721.511,0.011,0.011,0.001
4723.814,Hg,1.0,NIST,,,4723.814,0.011,0.011,0.0
4723.919,Hg,1.0,NIST,,,4723.917,0.011,0.011,0.002
4742.297,Hg,2.0,NIST,,300,4742.296,0.003,0.004,0.001
4745.148,Hg,1.0,NIST,,,4745.146,0.011,0.011,0.002
4747.458,Hg,1.0,NIST,,,4747.458,0.011,0.011,0.0
4750.393,Hg,1.0,NIST,,,4750.393,0.011,0.011,0.0
4750.56,Hg,1.0,NIST,,,4750.56,0.011,0.011,0.0
4762.266,Hg,2.0,NIST,,100h,4762.271,0.003,0.005,-0.005
4778.118,Hg,1.0,NIST,,,4778.117,0.011,0.011,0.001
4781.274,Hg,1.0,NIST,,,4781.273,0.011,0.011,0.001
4785.153,Hg,1.0,NIST,,,4785.155,0.011,0.011,-0.002
4785.354,Hg,1.0,NIST,,,4785.354,0.011,0.011,0.0
4793.64990234375,Hg,,4MOST,12.64167308807373,,,,,
4822.204,Hg,1.0,NIST,,,4822.206,0.012,0.012,-0.002
4825.566,Hg,2.0,NIST,,17000,4825.564,0.003,0.004,0.002
4826.594,Hg,1.0,NIST,,,4826.594,0.012,0.012,0.0
4827.732,Hg,2.0,NIST,,30w,4827.7261,0.003,0.0023,0.006
4831.878,Hg,1.0,NIST,,,4831.878,0.012,0.012,0.0
4832.238,Hg,1.0,NIST,,,4832.238,0.012,0.012,0.0
4854.927734375,Hg,,4MOST,13.868857383728027,,,,,
4855.584,Hg,2.0,NIST,,16000h,4855.586,0.004,0.004,-0.002
4876.02978515625,Hg,,4MOST,13.97286891937256,,,,,
4880.327,Hg,2.0,NIST,,4500c,,0.005,,
4882.999,Hg,1.0,NIST,,6,4883.001,0.005,0.003,-0.002
4889.1474609375,Hg,,4MOST,18.01010513305664,,,,,
4889.489,Hg,1.0,NIST,,,4889.489,0.012,0.012,0.0
4896.914,Hg,1.0,NIST,,,4896.909,0.012,0.012,0.005
4897.482,Hg,1.0,NIST,,,4897.482,0.012,0.012,0.0
4916.068,Hg,1.0,NIST,,20,4916.045,0.01,0.005,0.023
4916.328,Hg,2.0,4MOST & NIST,1380.21240234375,100w,,0.003,,
4934.00830078125,Hg,,4MOST,16.768352508544922,,,,,
4960.1,Hg,1.0,4MOST & NIST,133.2114715576172,100,4960.17,0.1,0.04,-0.07
4961.873,Hg,2.0,NIST,,18000c,4961.888,0.003,0.004,-0.015
4970.37,Hg,1.0,NIST,,6,4970.374,0.005,0.003,-0.004
4980.564,Hg,2.0,NIST,,9500l,4980.567,0.004,0.005,-0.003
4980.64,Hg,1.0,NIST,,6,4980.639,0.005,0.005,0.001
4991.601,Hg,1.0,NIST,,,4991.604,0.012,0.012,-0.003
4992.593,Hg,1.0,NIST,,,4992.596,0.012,0.012,-0.003
4997.1708984375,Hg,,4MOST,13.380784034729004,,,,,
5017.279,Hg,2.0,NIST,,100,,0.003,,
5025.6,Hg,1.0,NIST,,3,5025.6307,0.2,0.002,-0.03
5025.607,Hg,2.0,4MOST & NIST,36.69460678100586,3,5025.6307,0.2,0.002,-0.03
5036.63671875,Hg,,4MOST,14.147627830505373,,,,,
5045.8,Hg,1.0,4MOST & NIST,30.36789894104004,2,5045.69,0.2,0.04,0.11
5066.493,Hg,2.0,NIST,,1200,5066.497,0.005,0.006,-0.004
5081.1025390625,Hg,,4MOST,13.392183303833008,,,,,
5098.559,Hg,2.0,NIST,,60,5098.561,0.003,0.004,-0.002
5100.946,Hg,2.0,NIST,,100,5100.945,0.003,0.004,0.001
5102.2109375,Hg,,4MOST,17.918439865112305,,,,,
5102.705,Hg,1.0,NIST,,30,5102.704,0.005,0.003,0.001
5120.637,Hg,1.0,NIST,,70,5120.637,0.005,0.005,0.0
5121.57958984375,Hg,,4MOST,24.173593521118164,,,,,
5128.442,Hg,2.0,NIST,,120000c,5128.4538,0.003,0.0024,-0.012
5137.94,Hg,1.0,NIST,,30,5137.942,0.005,0.005,-0.002
5139.926,Hg,1.0,NIST,,,5139.928,0.013,0.013,-0.002
5140.736328125,Hg,,4MOST,15.805313110351562,,,,,
5146.289,Hg,2.0,NIST,,15000,5146.293,0.003,0.005,-0.004
5162.357,Hg,2.0,NIST,,25000c,5162.367,0.008,0.003,-0.01
5172.6953125,Hg,,4MOST,12.350921630859377,,,,,
5196.19,Hg,2.0,NIST,,18000c,5196.1884,0.008,0.0023,0.002
5204.768,Hg,2.0,NIST,,150000,5204.768,0.003,0.004,0.0
5205.868,Hg,2.0,NIST,,80h,5205.864,0.003,0.004,0.004
5214.912109375,Hg,,4MOST,12.658191680908203,,,,,
5216.382,Hg,2.0,NIST,,40000,5216.379,0.003,0.004,0.003
5218.9,Hg,1.0,NIST,,2,5219.44,0.2,0.014,-0.54
5222.922,Hg,2.0,NIST,,500h,5222.922,0.003,0.004,0.0
5232.64208984375,Hg,,4MOST,12.116044998168944,,,,,
5242.173,Hg,2.0,NIST,,35w,5242.172,0.003,0.003,0.001
5260.67578125,Hg,,4MOST,12.30290412902832,,,,,
5277.591,Hg,2.0,NIST,,18000,5277.593,0.003,0.004,-0.002
5278.91015625,Hg,,4MOST,12.504143714904783,,,,,
5280.146,Hg,2.0,NIST,,600h,5280.148,0.003,0.004,-0.002
5286.70263671875,Hg,,4MOST,11.968125343322754,,,,,
5290.74,Hg,1.0,NIST,,30,5290.738,0.005,0.004,0.002
5293.248,Hg,2.0,NIST,,200,,0.003,,
5294.177,Hg,2.0,NIST,,400h,5294.177,0.003,0.004,0.0
5316.067,Hg,2.0,NIST,,75c,5316.069,0.006,0.005,-0.002
5316.42236328125,Hg,,4MOST,21.265718460083008,,,,,
5316.776,Hg,1.0,NIST,,6,5316.776,0.005,0.003,0.0
5326.8505859375,Hg,,4MOST,10.420989990234377,,,,,
5354.034,Hg,1.0,NIST,,130,5354.036,0.014,0.014,-0.002
5355.1787109375,Hg,,4MOST,29.498823165893555,,,,,
5355.32421875,Hg,,4MOST,33.49185562133789,,,,,
5365.5,Hg,1.0,4MOST & NIST,26.414310455322266,12,5365.38,0.1,0.06,0.12
5365.5,Hg,1.0,4MOST & NIST,28.77231979370117,12,5365.38,0.1,0.06,0.12
5372.373,Hg,2.0,NIST,,40,5372.374,0.003,0.004,-0.001
5384.626,Hg,1.0,NIST,,50,5384.627,0.005,0.005,-0.001
5385.53662109375,Hg,,4MOST,12.038350105285645,,,,,
5385.56884765625,Hg,,4MOST,15.478758811950684,,,,,
5388.81,Hg,1.0,NIST,,,5388.81,0.005,0.005,0.0
5393.468,Hg,1.0,NIST,,,5393.465,0.005,0.004,0.003
5404.8,Hg,1.0,NIST,,3,5404.83,0.1,0.06,-0.03
5405.423828125,Hg,,4MOST,24.8641357421875,,,,,
5416.240234375,Hg,,4MOST,19.4492244720459,,,,,
5425.253,Hg,2.0,NIST,,8000000,5425.249,0.003,0.005,0.004
5460.75,Hg,1.0,4MOST & NIST,3295.8759765625,6000,5460.7498,0.001,0.0009,0.0002
5460.75,Hg,1.0,4MOST & NIST,70542.5,6000,5460.7498,0.001,0.0009,0.0002
5465.286,Hg,2.0,NIST,,250,,0.003,,
5475.935546875,Hg,,4MOST,17.276777267456055,,,,,
5480.6044921875,Hg,,4MOST,130.70411682128906,,,,,
5500.8916015625,Hg,,4MOST,37.13822937011719,,,,,
5548.83056640625,Hg,,4MOST,25.511913299560547,,,,,
5549.634,Hg,1.0,NIST,,50,5549.636,0.005,0.004,-0.002
5554.97607421875,Hg,,4MOST,19.406801223754883,,,,,
5563.61767578125,Hg,,4MOST,18.89548683166504,,,,,
5582.2509765625,Hg,,4MOST,17.472400665283203,,,,,
5588.560546875,Hg,,4MOST,16.713092803955078,,,,,
5595.268,Hg,2.0,NIST,,200000,5595.26,0.005,0.003,0.008
5600.72021484375,Hg,,4MOST,15.985651016235352,,,,,
5623.7275390625,Hg,,4MOST,16.039506912231445,,,,,
5655.34130859375,Hg,,4MOST,14.50177001953125,,,,,
5675.81,Hg,1.0,4MOST & NIST,131.74057006835938,600,5675.88,0.08,0.04,-0.07
5677.105,Hg,2.0,NIST,,20000000E,5677.102,0.003,0.003,0.003
5698.59,Hg,2.0,NIST,,1500c,5698.593,0.003,0.004,-0.003
5700.2353515625,Hg,,4MOST,16.7149715423584,,,,,
5716.6171875,Hg,,4MOST,20.69102096557617,,,,,
5730.24267578125,Hg,,4MOST,25.626415252685547,,,,,
5769.61,Hg,1.0,4MOST & NIST,62170.91796875,1000,5769.6095,0.001,0.001,0.0005
5789.69,Hg,1.0,NIST,,30,5789.6805,0.05,0.0023,0.01
5790.67,Hg,1.0,4MOST & NIST,60272.140625,900,5790.6705,0.001,0.001,-0.0005
5803.782,Hg,1.0,4MOST & NIST,421.61279296875,400,5803.783,0.005,0.004,-0.001
5818.3,Hg,1.0,4MOST & NIST,71.75079345703125,2,5818.32,0.1,0.07,-0.02
5829.2509765625,Hg,,4MOST,32.75792694091797,,,,,
5851.758,Hg,2.0,NIST,,1300c,5851.766,0.004,0.005,-0.008
5859.254,Hg,1.0,4MOST & NIST,73.3597183227539,130,5859.254,0.005,0.005,0.0
5870.899,Hg,2.0,NIST,,80p,,0.003,,
5871.279,Hg,2.0,NIST,,1200000,5871.2779,0.003,0.0025,0.001
5871.572,Hg,2.0,NIST,,50u,,0.003,,
5871.921,Hg,2.0,NIST,,600h,,0.003,,
5871.975,Hg,1.0,4MOST & NIST,32.5883674621582,600h,,0.003,,
5888.939,Hg,2.0,NIST,,2000000c,5888.947,0.003,0.006,-0.008
5890.2,Hg,1.0,4MOST & NIST,56.36690521240234,12,5890.17,0.1,0.07,0.03
5903.00830078125,Hg,,4MOST,14.160484313964844,,,,,
5918.496,Hg,2.0,NIST,,10w,5918.496,0.003,0.004,0.0
5947.68,Hg,2.0,NIST,,150,5947.682,0.003,0.005,-0.002
5961.509,Hg,2.0,NIST,,1500c,5961.52,0.006,0.01,-0.011
5962.38818359375,Hg,,4MOST,10.64426040649414,,,,,
5978.916,Hg,2.0,NIST,,180h,,0.003,,
6032.653,Hg,2.0,NIST,,60h,,0.003,,
6041.045,Hg,2.0,NIST,,180h,6041.047,0.003,0.005,-0.002
6072.64,Hg,1.0,4MOST & NIST,60.21768569946289,30,6072.66,0.1,0.06,-0.02
6089.794,Hg,2.0,NIST,,8000c,6089.8,0.004,0.004,-0.006
6100.096,Hg,2.0,NIST,,100,,0.003,,
6100.332,Hg,2.0,NIST,,5000c,6100.342,0.004,0.005,-0.01
6123.27,Hg,1.0,4MOST & NIST,80.52953338623047,3,6123.25,0.05,0.05,0.02
6141.773,Hg,2.0,NIST,,150,,0.003,,
6146.435,Hg,2.0,NIST,,1500000,,0.003,,
6146.845,Hg,2.0,NIST,,350w,,0.003,,
6149.475,Hg,2.0,NIST,,25000000c,6149.4726,0.001,0.0024,0.002
6152.002,Hg,2.0,NIST,,120,,0.003,,
6157.138,Hg,2.0,NIST,,120,,0.003,,
6158.303,Hg,2.0,NIST,,1000,,0.003,,
6194.289,Hg,2.0,NIST,,70h,,0.003,,
6196.409,Hg,2.0,NIST,,250c,6196.421,0.003,0.006,-0.012
6234.36,Hg,1.0,4MOST & NIST,113.49478149414062,50,6234.35,0.1,0.05,0.01
6242.222,Hg,2.0,NIST,,65000,,0.003,,
6288.8193359375,Hg,,4MOST,10.833513259887695,,,,,
6291.228,Hg,2.0,NIST,,65000,6291.23,0.003,0.004,-0.002
6331.72314453125,Hg,,4MOST,10.407045364379885,,,,,
6360.199,Hg,2.0,NIST,,150h,6360.199,0.003,0.005,0.0
6361.0966796875,Hg,,4MOST,10.5453462600708,,,,,
6394.89,Hg,2.0,NIST,,55000,6394.888,0.003,0.005,0.002
6401.0146484375,Hg,,4MOST,10.25056266784668,,,,,
6440.547,Hg,2.0,NIST,,30h,6440.548,0.003,0.005,-0.001
6521.092,Hg,2.0,NIST,,150000c,6521.095,0.003,0.004,-0.003
6701.6,Hg,1.0,NIST,,2,6702.1,0.3,0.13,-0.5
6702.03,Hg,2.0,NIST,,170h,6702.032,0.003,0.004,-0.002
6716.34,Hg,1.0,4MOST & NIST,73.92195129394531,600,6716.36,0.1,0.07,-0.02
6721.1,Hg,1.0,NIST,,5,,0.3,,
6725.2,Hg,1.0,NIST,,1,6724.78,0.3,0.14,0.4
6741.0,Hg,1.0,NIST,,0,6741.6,0.3,0.14,-0.6
6747.1,Hg,1.0,NIST,,2,,0.3,,
6750.9,Hg,1.0,NIST,,2,6751.39,0.3,0.18,-0.5
6773.2,Hg,1.0,NIST,,1,6772.57,0.3,0.14,0.6
6784.6,Hg,1.0,NIST,,4,6785.16,0.3,0.14,-0.6
