lambda,element,ion,note,intens_4MOST,intens_NIST,ritz_lambda,vacuum_sigma,ritz_sigma,obs-ritz
4406.88,Xe,2.0,NIST,,200H,4406.82+,,,0.06
4414.84,Xe,2.0,NIST,,300*,4414.75+,,,0.09
4414.84,Xe,2.0,NIST,,300*,4414.82+,,,0.02
4416.07,Xe,2.0,NIST,,150H,4416.03+,,,0.04
4427.52,Xe,2.0,NIST,,2h,4427.57+,,,-0.05
4440.95,Xe,2.0,NIST,,50H,4440.96+,,,-0.01
4448.13,Xe,2.0,NIST,,500H,4448.13+,,,0.0
4451.32,Xe,2.0,NIST,,1H,4451.30+,,,0.02
4462.19,Xe,2.0,NIST,,1000,4462.19+,,,0.0
4464.6,Xe,2.0,NIST,,1^,4464.63+,,,-0.03
4465.77,Xe,2.0,NIST,,,4465.64+,,,0.13
4470.9,Xe,2.0,NIST,,30,4470.89+,,,0.01
4480.86,Xe,2.0,NIST,,500H,4480.80+,,,0.06
4485.95,Xe,2.0,NIST,,20,4485.94+,,,0.01
4488.6,Xe,2.0,NIST,,4H,4488.50+,,,0.1
4488.97,Xe,2.0,NIST,,0,4489.02+,,,-0.05
4500.978,Xe,1.0,4MOST & NIST,355.5293273925781,,4500.979+,0.002,,-0.001
4507.11,Xe,2.0,NIST,,5h,4507.12+,,,-0.01
4508.97,Xe,2.0,NIST,,0a,4509.02+,,,-0.05
4521.86,Xe,2.0,NIST,,100h,4521.85+,,,0.01
4524.21,Xe,2.0,NIST,,200,4524.21+,,,0.0
4524.6805,Xe,1.0,4MOST & NIST,140.30712890625,,4524.681+,0.0005,,-0.001
4532.49,Xe,2.0,NIST,,200,4532.50+,,,-0.01
4535.09,Xe,2.0,NIST,,1h,4535.05+,,,0.04
4536.92,Xe,2.0,NIST,,80H*,4536.87+,,,0.05
4536.92,Xe,2.0,NIST,,80H*,4537.01+,,,-0.09
4540.89,Xe,2.0,NIST,,400h,4540.86+,,,0.03
4543.99,Xe,1.0,NIST,,6,4543.63+,0.2,,0.36
4545.23,Xe,2.0,NIST,,400H,4545.22+,,,0.01
4550.79,Xe,2.0,NIST,,10H,4550.78+,,,0.01
4550.91,Xe,2.0,NIST,,2bl,4550.95+,,,-0.04
4555.94,Xe,2.0,NIST,,200H,4555.88+,,,0.06
4563.0,Xe,2.0,NIST,,2H,4563.00+,,,0.0
4567.91,Xe,2.0,NIST,,,4567.96+,,,-0.05
4571.85,Xe,2.0,NIST,,30Hd,4571.84+,,,0.01
4577.06,Xe,2.0,NIST,,200H,4577.11+,,,-0.05
4580.7,Xe,2.0,NIST,,80Hl,4580.69+,,,0.01
4582.7472,Xe,1.0,4MOST & NIST,85.17893981933594,,4582.747+,0.0005,,0.0
4585.48,Xe,2.0,NIST,,500H,4585.47+,,,0.01
4591.8,Xe,2.0,NIST,,1,4591.76+,,,0.04
4592.05,Xe,2.0,NIST,,300H,4592.06+,,,-0.01
4593.7,Xe,2.0,NIST,,6,4593.70+,,,0.0
4596.3,Xe,2.0,NIST,,1,4596.39+,,,-0.09
4603.03,Xe,2.0,NIST,,600h,4603.04+,,,-0.01
4611.8882,Xe,1.0,4MOST & NIST,15.183989524841309,100,4611.890+,0.0005,,-0.002
4615.06,Xe,2.0,NIST,,100h,4615.10+,,,-0.04
4615.5,Xe,2.0,NIST,,200*,4615.45+,,,0.05
4615.5,Xe,2.0,NIST,,200*,4615.50+,,,0.0
4617.5,Xe,2.0,NIST,,90hl,4617.45+,,,0.05
4619.57,Xe,2.0,NIST,,1*,4619.59+,,,-0.02
4619.57,Xe,2.0,NIST,,1*,4619.42+,,,0.15
4624.2756,Xe,1.0,4MOST & NIST,1086.4276123046875,,4624.276+,0.0005,,0.0
4629.99,Xe,2.0,NIST,,5*,4630.00+,,,-0.01
4629.99,Xe,2.0,NIST,,5*,4630.03+,,,-0.04
4633.3,Xe,2.0,NIST,,50,4633.29+,,,0.01
4651.94,Xe,2.0,NIST,,200,4651.94+,,,0.0
4653.0,Xe,2.0,NIST,,40,4653.01+,,,-0.01
4655.33,Xe,2.0,NIST,,,4655.18+,,,0.15
4662.26,Xe,1.0,NIST,,6,4662.29+,0.2,,-0.03
4666.28,Xe,2.0,NIST,,40Hl,4666.25+,,,0.03
4668.49,Xe,2.0,NIST,,100,4668.49+,,,0.0
4671.2258,Xe,1.0,4MOST & NIST,2264.788330078125,,4671.226+,0.0005,,0.0
4672.2,Xe,2.0,NIST,,100H,4672.19+,,,0.01
4673.94,Xe,2.0,NIST,,1w,4674.07+,,,-0.13
4674.56,Xe,2.0,NIST,,40,4674.57+,,,-0.01
4675.42,Xe,2.0,NIST,,3,4675.38+,,,0.04
4676.46,Xe,2.0,NIST,,200H,4676.41+,,,0.05
4676.75,Xe,2.0,NIST,,2,4676.76+,,,-0.01
4678.31,Xe,2.0,NIST,,2h,4678.31+,,,0.0
4679.45,Xe,2.0,NIST,,3hl,4679.40+,,,0.05
4681.65,Xe,2.0,NIST,,1w,4681.69+,,,-0.04
4685.86,Xe,2.0,NIST,,0,4685.91+,,,-0.05
4688.2,Xe,2.0,NIST,,,4688.20+,,,0.0
4690.97,Xe,1.0,4MOST & NIST,71.43302154541016,100,4690.972+,0.002,,-0.002
4692.05,Xe,2.0,NIST,,1bl,4692.00+,,,0.05
4693.34,Xe,2.0,NIST,,15hl,4693.28+,,,0.06
4697.0208,Xe,1.0,4MOST & NIST,325.9410705566406,,4697.021+,0.0005,,0.0
4698.01,Xe,2.0,NIST,,300h,4698.04+,,,-0.03
4699.62,Xe,2.0,NIST,,3Hl,4699.62+,,,0.0
4704.67,Xe,2.0,NIST,,10Hl,4704.65+,,,0.02
4708.21,Xe,1.0,NIST,,5,4708.211+,0.01,,-0.001
4708.92,Xe,2.0,NIST,,8hl,4708.88+,,,0.04
4712.63,Xe,2.0,NIST,,40,4712.57+,,,0.06
4713.76,Xe,2.0,NIST,,0*,4713.83+,,,-0.07
4713.76,Xe,2.0,NIST,,0*,4713.87+,,,-0.11
4715.18,Xe,2.0,NIST,,100,4715.14+,,,0.04
4721.0,Xe,2.0,NIST,,2Hl,4721.00+,,,0.0
4731.19,Xe,2.0,NIST,,100h,4731.22+,,,-0.03
4732.51,Xe,2.0,NIST,,15Hl,4732.52+,,,-0.01
4734.1518,Xe,1.0,4MOST & NIST,573.3302001953125,600,4734.152+,0.0005,,0.0
4737.49,Xe,1.0,NIST,,6,4737.55+,0.2,,-0.06
4769.05,Xe,2.0,NIST,,150,4769.04+,,,0.01
4773.19,Xe,2.0,NIST,,80h,4773.19+,,,0.0
4775.18,Xe,2.0,NIST,,5Hl,4775.22+,,,-0.04
4775.76,Xe,2.0,NIST,,8Hl,4775.75+,,,0.01
4779.18,Xe,2.0,NIST,,80,4779.16+,,,0.02
4786.65,Xe,2.0,NIST,,10Hl,4786.66+,,,-0.01
4787.77,Xe,2.0,NIST,,100,4787.75+,,,0.02
4791.84,Xe,2.0,NIST,,2h^,4791.83+,,,0.01
4792.56,Xe,2.0,NIST,,40,4792.54+,,,0.02
4792.619,Xe,1.0,4MOST & NIST,48.45397186279297,40,4792.54+,,,0.02
4795.4,Xe,2.0,NIST,,3h^,4795.33+,,,0.07
4796.48,Xe,2.0,NIST,,6Hl,4796.45+,,,0.03
4798.35,Xe,2.0,NIST,,1a,4798.32+,,,0.03
4799.45,Xe,2.0,NIST,,15Hl,4799.42+,,,0.03
4802.1,Xe,2.0,NIST,,1,4802.02+,,,0.08
4807.019,Xe,1.0,4MOST & NIST,560.310302734375,500,4807.019+,0.0005,,0.0
4817.14,Xe,2.0,NIST,,40Hl,4817.16+,,,-0.02
4818.02,Xe,2.0,NIST,,200,4818.02+,,,0.0
4823.35,Xe,2.0,NIST,,300h,4823.36+,,,-0.01
4829.708,Xe,1.0,4MOST & NIST,346.9415283203125,400,4829.708+,0.002,,0.0
4830.25,Xe,2.0,NIST,,2H,4830.18+,,,0.07
4831.08,Xe,2.0,NIST,,2bl,4830.85+,,,0.23
4832.2,Xe,2.0,NIST,,2,4832.21+,,,-0.01
4840.87,Xe,2.0,NIST,,1*,4840.88+,,,-0.01
4840.87,Xe,2.0,NIST,,1*,4840.93+,,,-0.06
4841.85,Xe,2.0,NIST,,1bl,4841.64+,,,0.21
4843.2934,Xe,1.0,4MOST & NIST,280.5382385253906,300,4843.293+,0.0005,,0.001
4844.33,Xe,2.0,NIST,,2000,4844.32+,,,0.01
4847.82,Xe,2.0,NIST,,3,4847.55+,,,0.27
4850.2,Xe,2.0,NIST,,2h^*,4850.12+,,,0.1
4850.2,Xe,2.0,NIST,,2h^*,4850.23+,,,0.0
4853.77,Xe,2.0,NIST,,40,4853.76+,,,0.01
4862.45,Xe,2.0,NIST,,800h,4862.47+,,,-0.02
4868.87,Xe,2.0,NIST,,1h,4868.87+,,,0.0
4876.5,Xe,2.0,NIST,,500h,4876.49+,,,0.01
4883.53,Xe,2.0,NIST,,600h,4883.51+,,,0.02
4884.15,Xe,2.0,NIST,,100H,4884.18+,,,-0.03
4887.3,Xe,2.0,NIST,,300h,4887.29+,,,0.01
4890.09,Xe,2.0,NIST,,300h*,4890.06+,,,0.03
4890.09,Xe,2.0,NIST,,300h*,4890.01+,,,0.08
4892.18,Xe,2.0,NIST,,2^,4892.31+,,,-0.13
4899.9,Xe,2.0,NIST,,1^,4900.01+,,,-0.1
4905.2,Xe,2.0,NIST,,2H,4905.2+,,,0.0
4916.507,Xe,1.0,4MOST & NIST,349.3497009277344,500,4916.506+,0.002,,0.001
4919.66,Xe,2.0,NIST,,200,4919.64+,,,0.02
4921.48,Xe,2.0,NIST,,800,4921.47+,,,0.01
4923.152,Xe,1.0,4MOST & NIST,393.8419189453125,500,4923.151+,0.002,,0.001
4934.3,Xe,2.0,NIST,,1,4934.32+,,,0.0
4965.0,Xe,2.0,NIST,,4Hl,4964.98+,,,0.02
4971.71,Xe,2.0,NIST,,200H,4971.68+,,,0.03
4972.71,Xe,2.0,NIST,,400h,4972.70+,,,0.01
4974.41,Xe,2.0,NIST,,1^,4974.46+,,,-0.05
4974.87,Xe,2.0,NIST,,2h,4974.86+,,,0.01
4987.95,Xe,2.0,NIST,,0,4987.81+,,,0.14
4988.77,Xe,2.0,NIST,,300h,4988.78+,,,-0.01
4991.17,Xe,2.0,NIST,,100H,4991.15+,,,0.02
4993.03,Xe,2.0,NIST,,10,4993.03+,,,0.0
4993.93,Xe,2.0,NIST,,5Hl,4993.91+,,,0.02
5001.01,Xe,2.0,NIST,,3h,5001.00+,,,0.01
5012.83,Xe,2.0,NIST,,50Hl,5012.82+,,,0.01
5017.41,Xe,2.0,NIST,,1,5017.44+,,,-0.03
5018.75,Xe,2.0,NIST,,1^,5018.74+,,,0.01
5023.88,Xe,1.0,NIST,,3h,5023.86+,0.01,,0.02
5028.2794,Xe,1.0,4MOST & NIST,59.82522964477539,200,5028.279+,0.0005,,0.0
5036.15,Xe,2.0,NIST,,3Hl,5036.20+,,,-0.05
5040.06,Xe,2.0,NIST,,0bl,5040.1+,,,0.0
5044.92,Xe,2.0,NIST,,150h,5044.94+,,,-0.02
5052.54,Xe,2.0,NIST,,30h,5052.53+,,,0.01
5066.33,Xe,2.0,NIST,,3Hl,5066.40+,,,-0.07
5069.82,Xe,2.0,NIST,,10Hw,5069.82+,,,0.0
5073.8,Xe,2.0,NIST,,1h^,5073.80+,,,0.0
5080.62,Xe,2.0,NIST,,600h,5080.64+,,,-0.02
5081.07,Xe,2.0,NIST,,30,5081.10+,,,-0.03
5091.93,Xe,2.0,NIST,,60Hl,5091.97+,,,-0.04
5099.59,Xe,2.0,NIST,,5H,5099.57+,,,0.02
5104.0,Xe,2.0,NIST,,1Hw*,5103.86+,,,0.1
5104.0,Xe,2.0,NIST,,1Hw*,5103.97+,,,0.0
5108.58,Xe,2.0,NIST,,2h,5108.68+,,,-0.1
5116.46,Xe,1.0,NIST,,0,5116.4+,0.03,,0.0
5122.42,Xe,2.0,NIST,,200h,5122.43+,,,-0.01
5125.7,Xe,2.0,NIST,,30,5125.69+,,,0.01
5127.24,Xe,1.0,NIST,,6,5127.0+,0.2,,0.3
5162.711,Xe,1.0,NIST,,10,5162.702+,0.002,,0.009
5164.39,Xe,1.0,NIST,,1h,5164.419+,0.01,,-0.029
5164.7,Xe,2.0,NIST,,1H-,5164.70+,,,0.0
5167.3,Xe,1.0,NIST,,1h,5167.281+,0.01,,0.019
5178.82,Xe,2.0,NIST,,50h,5178.82+,,,0.0
5182.25,Xe,2.0,NIST,,0,5182.28+,,,-0.03
5184.48,Xe,2.0,NIST,,50,5184.49+,,,-0.01
5185.85,Xe,1.0,NIST,,2h*,5185.75+,0.01,,0.1
5185.85,Xe,1.0,NIST,,2h*,5185.93+,0.01,,-0.08
5188.04,Xe,2.0,NIST,,200,5188.08+,,,-0.04
5191.37,Xe,2.0,NIST,,300,5191.37+,,,0.0
5192.1,Xe,2.0,NIST,,80,5192.12+,,,-0.02
5194.92,Xe,2.0,NIST,,5H,5194.92+,,,0.0
5199.9,Xe,2.0,NIST,,1h^,5199.96+,,,-0.1
5201.42,Xe,2.0,NIST,,20,5201.42+,,,0.0
5201.88,Xe,2.0,NIST,,10H,5202.01+,,,-0.13
5206.07,Xe,1.0,NIST,,1,5206.07+,0.01,,0.0
5213.17,Xe,2.0,NIST,,1h,5213.17+,,,0.0
5218.2,Xe,2.0,NIST,,1H,5218.18+,,,0.02
5226.57,Xe,2.0,NIST,,20hl,5226.61+,,,-0.04
5226.9,Xe,2.0,NIST,,10hl,5226.84+,,,0.06
5245.27,Xe,1.0,NIST,,4h,5245.27+,0.01,,0.0
5247.75,Xe,2.0,NIST,,20h,5247.75+,,,0.0
5248.98,Xe,1.0,NIST,,4h,5248.98+,0.01,,0.0
5251.89,Xe,1.0,NIST,,2h,5251.89+,0.01,,0.0
5259.89,Xe,2.0,NIST,,30,5259.91+,,,-0.02
5260.44,Xe,2.0,NIST,,200,5260.44+,,,0.0
5261.95,Xe,2.0,NIST,,200,5261.98+,,,-0.03
5268.31,Xe,2.0,NIST,,50*,5268.31+,,,0.0
5268.31,Xe,2.0,NIST,,50*,5268.27+,,,0.04
5273.48,Xe,1.0,NIST,,1h,5273.46+,0.01,,0.02
5282.46,Xe,2.0,NIST,,2h,5282.48+,,,-0.02
5283.3,Xe,1.0,NIST,,2h,5283.29+,0.01,,0.01
5286.11,Xe,1.0,NIST,,4h,5286.10+,0.01,,0.01
5286.38,Xe,1.0,NIST,,3h,5286.40+,0.01,,-0.02
5291.3,Xe,2.0,NIST,,2h,5291.27+,,,0.0
5292.22,Xe,2.0,NIST,,1000,5292.21+,,,0.01
5306.37,Xe,1.0,NIST,,3,5306.36+,0.01,,0.01
5309.27,Xe,2.0,NIST,,200,5309.27+,,,0.0
5313.87,Xe,2.0,NIST,,800,5313.88+,,,-0.01
5319.83,Xe,2.0,NIST,,3^,5319.70+,,,0.13
5327.83,Xe,2.0,NIST,,3,5327.86+,,,-0.03
5335.91,Xe,1.0,NIST,,1h-,5335.872+,0.01,,0.038
5337.89,Xe,1.0,NIST,,2h,5337.915+,0.01,,-0.025
5339.33,Xe,2.0,NIST,,1000,5339.33+,,,0.0
5356.8,Xe,1.0,NIST,,1,5356.8+,0.01,,0.0
5362.244,Xe,1.0,NIST,,15,5362.241+,0.002,,0.003
5363.2,Xe,2.0,NIST,,150,5363.19+,,,0.01
5364.626,Xe,1.0,NIST,,30,5364.623+,0.002,,0.003
5367.03,Xe,1.0,NIST,,6,5367.03+,0.01,,0.0
5368.07,Xe,2.0,NIST,,100,5368.06+,,,0.01
5372.39,Xe,2.0,NIST,,300,5372.39+,,,0.0
5373.74,Xe,1.0,NIST,,1h-,5373.763+,0.01,,-0.023
5392.795,Xe,1.0,4MOST & NIST,12.752680778503418,100,5392.792+,0.002,,0.003
5394.738,Xe,1.0,NIST,,20,5394.735+,0.002,,0.003
5397.63,Xe,1.0,NIST,,1h,5397.628+,0.01,,0.002
5400.45,Xe,1.0,NIST,,4h,5400.455+,0.01,,-0.005
5415.36,Xe,2.0,NIST,,50H^,5415.43+,,,-0.07
5418.02,Xe,1.0,NIST,,5,5418.02+,0.01,,0.0
5419.15,Xe,2.0,NIST,,2000,5419.14+,,,0.01
5421.76,Xe,1.0,NIST,,2h,5421.773+,0.01,,-0.013
5428.07,Xe,2.0,NIST,,2hs^,5428.01+,,,0.06
5435.6,Xe,1.0,NIST,,5h,5435.59+,0.01,,0.01
5438.96,Xe,2.0,NIST,,400,5438.97+,,,-0.01
5439.923,Xe,1.0,4MOST & NIST,10.321529388427734,30,5439.923+,0.002,,0.0
5440.39,Xe,1.0,NIST,,15,5440.359+,0.01,,0.031
5444.87,Xe,1.0,NIST,,1h,5444.87+,0.01,,0.0
5445.45,Xe,2.0,NIST,,150,5445.46+,,,-0.01
5450.45,Xe,2.0,NIST,,100,5450.48+,,,-0.03
5450.9,Xe,2.0,NIST,,20,5450.93+,,,-0.03
5454.54,Xe,1.0,NIST,,1h,5454.461+,0.01,,0.079
5456.45,Xe,1.0,NIST,,2,5456.46+,0.01,,-0.01
5460.037,Xe,1.0,NIST,,15,5460.034+,0.002,,0.003
5460.39,Xe,2.0,NIST,,300,5460.38+,,,0.01
5469.54,Xe,2.0,NIST,,20h,5469.57+,,,-0.03
5472.61,Xe,2.0,NIST,,500,5472.61+,,,0.0
5479.12,Xe,1.0,NIST,,1h,5479.124+,0.01,,-0.004
5481.13,Xe,2.0,NIST,,1h,5481.07+,,,0.06
5481.33,Xe,1.0,NIST,,1h,5481.31+,0.01,,0.02
5484.16,Xe,1.0,NIST,,1h,5484.14+,0.01,,0.02
5484.46,Xe,1.0,NIST,,4h,5484.47+,0.01,,-0.01
5487.03,Xe,1.0,NIST,,6h,5487.055+,0.01,,-0.025
5488.02734375,Xe,,4MOST,10.126033782958984,,,,,
5488.555,Xe,1.0,NIST,,20h,5488.552+,0.002,,0.003
5506.361328125,Xe,,4MOST,16.221235275268555,,,,,
5507.46,Xe,2.0,NIST,,2h,5507.47+,,,-0.01
5518.56,Xe,2.0,NIST,,1,5518.57+,,,-0.01
5518.77,Xe,2.0,NIST,,1,5518.84+,,,-0.07
5523.05,Xe,1.0,NIST,,1,5523.02+,0.03,,0.03
5525.53,Xe,2.0,NIST,,50,5525.56+,,,-0.03
5531.07,Xe,2.0,NIST,,400,5531.06+,,,0.01
5532.78,Xe,1.0,4MOST & NIST,11.233144760131836,2h,5532.78+,0.01,,0.0
5540.38,Xe,1.0,NIST,,3h*,5540.30+,0.01,,0.08
5540.38,Xe,1.0,NIST,,3h*,5540.391+,0.01,,-0.011
5551.5,Xe,2.0,NIST,,4Hs^,5551.46+,,,0.04
5552.385,Xe,1.0,4MOST & NIST,15.959396362304688,80,5552.387+,0.002,,-0.002
5553.1,Xe,1.0,NIST,,3h,5553.10+,0.01,,0.0
5555.06,Xe,1.0,NIST,,1-,5555.06+,0.01,,0.0
5557.28,Xe,1.0,NIST,,2,5557.28+,0.01,,0.0
5563.5,Xe,1.0,NIST,,2,5563.49+,0.01,,0.01
5566.615,Xe,1.0,4MOST & NIST,21.19655990600586,100,5566.614+,0.002,,0.001
5567.77,Xe,1.0,NIST,,2h,5567.78+,0.01,,-0.01
5570.91,Xe,2.0,NIST,,1,5570.78+,,,0.13
5572.19,Xe,2.0,NIST,,50,5572.19+,,,0.0
5575.27,Xe,1.0,NIST,,2h,5575.256+,0.01,,0.014
5579.28,Xe,1.0,4MOST & NIST,13.275442123413086,40,5579.28+,0.01,,0.0
5581.784,Xe,1.0,4MOST & NIST,12.942334175109863,50,5581.787+,0.002,,-0.003
5583.5,Xe,2.0,NIST,,2H,5583.5+,,,0.0
5585.18,Xe,1.0,NIST,,1-,5585.156+,0.01,,0.024
5591.61,Xe,2.0,NIST,,2H,5591.60+,,,0.01
5594.37,Xe,1.0,NIST,,6,5594.36+,0.01,,0.01
5594.87,Xe,2.0,NIST,,15Hw,5594.87+,,,0.0
5607.99,Xe,1.0,NIST,,3,5607.980+,0.01,,0.01
5612.65,Xe,1.0,NIST,,15,5612.63+,0.01,,0.02
5612.89,Xe,2.0,NIST,,1h-,5612.94+,,,-0.05
5616.67,Xe,2.0,NIST,,150,5616.67+,,,0.0
5618.878,Xe,1.0,4MOST & NIST,19.10547065734864,80,5618.879+,0.002,,-0.001
5621.24,Xe,1.0,NIST,,1,5621.218+,0.01,,0.022
5624.78,Xe,2.0,NIST,,1Hl*,5624.81+,,,-0.03
5624.78,Xe,2.0,NIST,,1Hl*,5624.7+,,,0.1
5633.24,Xe,2.0,NIST,,3H,5633.27+,,,-0.03
5646.19,Xe,1.0,NIST,,5,5646.19+,0.01,,0.0
5650.53,Xe,2.0,NIST,,1h,5650.40+,,,0.13
5652.84,Xe,1.0,NIST,,2h,5652.853+,0.01,,-0.013
5654.31,Xe,1.0,NIST,,1h-,5654.288+,0.01,,0.022
5659.38,Xe,2.0,NIST,,150,5659.35+,,,0.03
5664.46,Xe,1.0,NIST,,1h,5664.447+,0.01,,0.013
5667.56,Xe,2.0,NIST,,300,5667.55+,,,0.01
5670.91,Xe,2.0,NIST,,50,5670.96+,,,-0.05
5675.15,Xe,2.0,NIST,,1,5675.15+,,,0.0
5681.87,Xe,2.0,NIST,,1h,5681.84+,,,0.03
5686.49,Xe,2.0,NIST,,2h,5686.51+,,,-0.02
5688.2,Xe,2.0,NIST,,2^,5688.15+,,,0.05
5688.373,Xe,1.0,NIST,,40,5688.356+,0.002,,0.017
5695.75,Xe,1.0,NIST,,100,5695.750+,0.002,,0.0
5696.477,Xe,1.0,4MOST & NIST,23.86460494995117,80,5696.477+,0.002,,0.0
5698.54,Xe,1.0,NIST,,8,5698.529+,0.01,,0.011
5699.61,Xe,2.0,NIST,,100,5699.59+,,,0.02
5703.34,Xe,1.0,NIST,,1,5703.33+,0.01,,0.01
5706.87,Xe,1.0,NIST,,3,5706.851+,0.01,,0.019
5709.8,Xe,1.0,NIST,,10h,5709.783+,0.01,,0.017
5712.21,Xe,1.0,NIST,,2,5712.198+,0.01,,0.012
5715.716,Xe,1.0,NIST,,70,5715.712+,0.002,,0.004
5716.1,Xe,2.0,4MOST & NIST,33.01833724975586,100H,5716.14+,,,-0.04
5716.252,Xe,1.0,NIST,,80,5716.251+,0.002,,0.001
5719.61,Xe,2.0,NIST,,200,5719.60+,,,0.01
5722.14,Xe,1.0,NIST,,15h,5722.13+,0.01,,0.01
5723.26,Xe,1.0,NIST,,1h,5723.25+,0.01,,0.01
5726.1,Xe,1.0,NIST,,4,5726.063+,0.01,,0.037
5726.91,Xe,2.0,NIST,,200,5726.88+,,,0.03
5730.56,Xe,2.0,NIST,,0,5730.4+,,,0.2
5733.48,Xe,1.0,NIST,,4h,5733.467+,0.01,,0.013
5740.17,Xe,1.0,NIST,,6,5740.148+,0.01,,0.022
5740.73,Xe,1.0,NIST,,1h,5740.732+,0.01,,-0.002
5744.2,Xe,2.0,NIST,,1^,5744.2+,,,0.0
5748.2,Xe,1.0,NIST,,8h,5748.18+,0.01,,0.02
5751.03,Xe,2.0,NIST,,200,5751.04+,,,-0.01
5752.56,Xe,2.0,NIST,,10,5752.55+,,,0.01
5754.6,Xe,1.0,NIST,,1h,5754.60+,0.01,,0.0
5758.65,Xe,2.0,NIST,,100,5758.67+,,,-0.02
5776.39,Xe,2.0,NIST,,100,5776.39+,,,0.0
5780.83,Xe,2.0,NIST,,1-,5780.82+,,,0.01
5791.88,Xe,2.0,NIST,,1hl,5791.97+,,,-0.09
5792.26,Xe,1.0,NIST,,1h,5792.25+,0.01,,0.01
5807.311,Xe,1.0,NIST,,15,5807.303+,0.002,,0.008
5809.5,Xe,2.0,NIST,,1Hw,5809.69+,,,-0.2
5814.505,Xe,1.0,4MOST & NIST,10.824131965637209,60,5814.505+,0.002,,0.0
5815.96,Xe,2.0,NIST,,50,5815.94+,,,0.02
5820.52,Xe,1.0,NIST,,25,5820.498+,0.01,,0.022
5821.57,Xe,2.0,NIST,,1-,5821.58+,,,-0.01
5823.89,Xe,1.0,4MOST & NIST,112.45655822753906,300,5823.887+,0.002,,0.003
5824.79,Xe,2.0,NIST,,1-,5824.59+,,,0.2
5824.8,Xe,1.0,NIST,,150,5824.801+,0.002,,-0.001
5827.72,Xe,1.0,NIST,,1,5827.719+,0.01,,0.001
5830.63,Xe,1.0,NIST,,20h,5830.62+,0.01,,0.01
5835.5,Xe,2.0,NIST,,5Hw,5835.5+,,,0.0
5840.83,Xe,1.0,NIST,,4h,5840.81+,0.01,,0.02
5843.43,Xe,1.0,NIST,,5,5843.393+,0.01,,0.037
5845.46,Xe,1.0,NIST,,1,5845.41+,0.01,,0.05
5846.21,Xe,1.0,NIST,,2,5846.18+,0.01,,0.03
5849.28,Xe,2.0,NIST,,0,5849.4+,,,-0.2
5849.85,Xe,1.0,NIST,,3h,5849.84+,0.01,,0.01
5855.47,Xe,2.0,NIST,,1,5855.53+,,,-0.06
5856.509,Xe,1.0,NIST,,15,5856.509+,0.002,,0.0
5859.47,Xe,2.0,NIST,,2H,5859.47+,,,0.0
5875.018,Xe,1.0,4MOST & NIST,48.670143127441406,100,5875.019+,0.002,,-0.001
5877.25,Xe,2.0,NIST,,1-,5877.25+,,,0.0
5878.92,Xe,1.0,NIST,,6,5878.93+,0.01,,-0.01
5889.12,Xe,1.0,NIST,,20,5889.12+,0.01,,0.0
5889.82,Xe,2.0,NIST,,4,5889.96+,,,-0.14
5890.26,Xe,2.0,NIST,,0,5890.46+,,,-0.2
5891.7,Xe,2.0,NIST,,4,5891.4+,,,0.3
5893.29,Xe,2.0,NIST,,150,5893.30+,,,-0.01
5894.988,Xe,1.0,4MOST & NIST,76.23650360107422,100,5894.989+,0.002,,-0.001
5895.62,Xe,1.0,NIST,,2h,5895.688+,0.01,,-0.068
5898.56,Xe,1.0,NIST,,8,5898.569+,0.01,,-0.009
5904.462,Xe,1.0,NIST,,20,5904.459+,0.002,,0.003
5905.13,Xe,2.0,NIST,,200,5905.13+,,,0.0
5906.76,Xe,1.0,NIST,,3,5906.74+,0.01,,0.02
5909.67,Xe,2.0,NIST,,30h,5909.64+,,,0.03
5911.9,Xe,1.0,NIST,,5*,5911.92+,0.01,,-0.02
5911.9,Xe,1.0,NIST,,5*,5911.903+,0.01,,-0.003
5912.8,Xe,2.0,NIST,,5h,5912.82+,,,-0.02
5913.32,Xe,2.0,NIST,,1,5913.3+,,,0.0
5916.65,Xe,1.0,NIST,,4,5916.66+,0.01,,-0.01
5917.44,Xe,2.0,NIST,,50,5917.44+,,,0.0
5921.5,Xe,2.0,NIST,,1,5921.55+,,,-0.05
5921.85,Xe,1.0,NIST,,10,5921.86+,0.01,,-0.01
5922.55,Xe,1.0,NIST,,20,5922.548+,0.002,,0.002
5925.56,Xe,1.0,NIST,,6,5925.565+,0.01,,-0.005
5928.15,Xe,2.0,NIST,,3H^,5928.18+,,,-0.03
5931.241,Xe,1.0,4MOST & NIST,34.683624267578125,80,5931.245+,0.002,,-0.004
5934.14,Xe,2.0,NIST,,2,5934.14+,,,0.0
5934.172,Xe,1.0,4MOST & NIST,64.9487075805664,100,5934.169+,0.002,,0.003
5934.55,Xe,2.0,NIST,,1H,5934.65+,,,-0.1
5934.99,Xe,2.0,NIST,,0,5935.24+,,,-0.25
5945.53,Xe,2.0,NIST,,300,5945.53+,,,0.0
5958.03,Xe,2.0,NIST,,50,5958.04+,,,-0.01
5963.28,Xe,1.0,NIST,,4,5963.18+,0.2,,0.1
5964.52,Xe,2.0,NIST,,1-,5964.37+,,,0.15
5971.13,Xe,2.0,NIST,,200,5971.17+,,,-0.04
5972.82,Xe,1.0,NIST,,1h,5972.8+,0.01,,0.0
5973.0,Xe,2.0,NIST,,1h,5973.20+,,,-0.2
