lambda,element,ion,note,intens_4MOST,intens_NIST,ritz_lambda,vacuum_sigma,ritz_sigma,obs-ritz
5513.303,Ar,2.0,NIST,,1,5513.305,0.008,0.0003,-0.002
5516.668,Ar,2.0,NIST,,2,5516.68386,0.008,0.00012,-0.016
5519.337,Ar,2.0,NIST,,4,5519.3427,0.008,0.0005,-0.006
5521.74,Ar,2.0,NIST,,1,5521.76121,0.008,0.00013,-0.021
5523.69,Ar,2.0,NIST,,2,5523.70621,0.008,0.00022,-0.016
5525.856,Ar,2.0,NIST,,2,5525.8839,0.008,0.0004,-0.028
5534.96,Ar,2.0,NIST,,0h,5534.98992,0.008,0.00019,-0.03
5535.51,Ar,2.0,NIST,,1h,5535.53408,0.008,0.00013,-0.024
5537.29,Ar,2.0,NIST,,5,5537.29354,0.008,0.00013,-0.004
5543.88,Ar,2.0,NIST,,1,5543.90429,0.008,0.00022,-0.024
5545.0492,Ar,2.0,NIST,,7,5545.0509,0.0019,0.00025,-0.0017
5549.634,Hg,1.0,NIST,,50,5549.636,0.005,0.004,-0.002
5554.0227,Ar,2.0,NIST,,29,5554.0221,0.0005,0.0003,0.0006
5554.146,Ar,2.0,NIST,,9,5554.1448,0.002,0.0004,0.0012
5558.702,Ar,1.0,NIST,,25,5558.7018,,,0.0
5563.196,Ar,2.0,NIST,,2,5563.223,0.008,0.004,-0.027
5572.541,Ar,1.0,NIST,,10,5572.5412,,,0.0
5577.6857,Ar,2.0,NIST,,9,5577.6854,0.0013,0.0005,0.0003
5578.521,Ar,2.0,NIST,,4,5578.5266,0.004,0.0012,-0.006
5582.61,Ar,2.0,NIST,,1,5582.6116,0.02,0.0012,-0.002
5588.1,Ar,2.0,NIST,,0.5,5588.1021,0.008,0.0007,-0.002
5592.2,Ar,2.0,NIST,,1,5592.21055,0.008,0.00013,-0.011
5593.52,Ar,2.0,NIST,,1,5593.525,0.02,0.009,-0.005
5595.268,Hg,2.0,NIST,,200000,5595.26,0.005,0.003,0.008
5602.62,Ar,2.0,NIST,,0.5,5602.65158,0.02,0.0001,-0.032
5603.9355,Ar,2.0,NIST,,3,5603.93621,0.0006,0.00013,-0.0007
5606.733,Ar,1.0,NIST,,35,5606.7329,,,0.0
5609.5799,Ar,2.0,NIST,,5,5609.58055,0.0006,0.00022,-0.0006
5611.667,Ar,2.0,NIST,,2,5611.67,0.008,0.004,-0.003
5617.26,Ar,2.0,NIST,,0,5617.261,0.008,0.006,-0.001
5621.51,Ar,2.0,NIST,,0*,5621.554,0.008,0.004,-0.044
5621.51,Ar,2.0,NIST,,0*,5621.515,0.008,0.006,-0.005
5624.005,Ar,2.0,NIST,,1,5624.021,0.008,0.0003,-0.016
5625.6764,Ar,2.0,NIST,,10,5625.6783,0.0013,0.0003,-0.0019
5631.1568,Ar,2.0,NIST,,8,5631.15698,0.0011,0.00019,-0.0002
5631.381,Ar,2.0,NIST,,1,5631.3984,0.008,0.0014,-0.017
5634.661,Ar,2.0,NIST,,2,5634.65684,0.008,0.00013,0.004
5635.8812,Ar,2.0,NIST,,13,5635.88127,0.0006,0.00013,-0.0001
5642.413,Ar,2.0,NIST,,2,5642.42831,0.008,0.00016,-0.015
5650.704,Ar,1.0,NIST,,20,5650.704,,,0.0
5653.68,Ar,2.0,NIST,,0,5653.6739,0.008,0.0003,0.006
5654.02,Ar,2.0,NIST,,2,5654.0233,0.008,0.0005,-0.003
5654.4555,Ar,2.0,NIST,,8,5654.45722,0.0014,0.00013,-0.0017
5655.236,Ar,2.0,NIST,,2,5655.2562,0.008,0.0005,-0.02
5667.29,Ar,2.0,NIST,,0,5667.3051,0.008,0.0004,-0.015
5669.96,Ar,2.0,NIST,,0,5669.99541,0.008,0.00016,-0.035
5672.9766,Ar,2.0,NIST,,6,5672.97723,0.0019,0.00013,-0.0006
5675.81,Hg,1.0,NIST,,600,5675.88,0.08,0.04,-0.07
5677.105,Hg,2.0,NIST,,20000000E,5677.102,0.003,0.003,0.003
5681.48,Ar,2.0,NIST,,2*,5681.5028,0.008,0.0003,-0.023
5681.48,Ar,2.0,NIST,,2*,5681.4551,0.008,0.0002,0.025
5691.663,Ar,2.0,NIST,,11,5691.6615,0.0016,0.0005,0.0015
5693.3,Ar,2.0,NIST,,0,5693.3157,0.008,0.00013,-0.016
5698.59,Hg,2.0,NIST,,1500c,5698.593,0.003,0.004,-0.003
5704.3766,Ar,2.0,NIST,,5,5704.3768,0.0007,0.0003,-0.0002
5707.215,Ar,2.0,NIST,,1,5707.22766,0.008,0.00017,-0.013
5708.616,Ar,2.0,NIST,,1,5708.6269,0.008,0.0006,-0.011
5711.453,Ar,2.0,NIST,,1,5711.462,0.008,0.0003,-0.009
5716.029,Ar,2.0,NIST,,1,5716.03421,0.008,0.0002,-0.005
5724.325,Ar,2.0,NIST,,5,5724.32524,0.008,0.00013,0.0
5732.21,Ar,2.0,NIST,,1,5732.21156,0.008,0.00013,-0.002
5732.694,Ar,2.0,NIST,,1,5732.7038,0.008,0.0004,-0.01
5739.52,Ar,1.0,NIST,,10,5739.5195,,,0.001
5743.2756,Ar,2.0,NIST,,4,5743.27652,0.0007,0.00014,-0.0009
5749.39,Ar,2.0,NIST,,0,5749.39612,0.008,0.00014,-0.006
5753.54,Ar,2.0,NIST,,1,5753.5512,0.008,0.0005,-0.011
5756.6,Ar,2.0,NIST,,3,5756.5986,0.008,0.0005,0.001
5766.542,Ar,2.0,NIST,,2*,5766.4977,0.008,0.0007,0.044
5766.542,Ar,2.0,NIST,,2*,5766.55457,0.008,0.00017,-0.013
5769.61,Hg,1.0,4MOST & NIST,9468.3427734375,1000,5769.6095,0.001,0.001,0.0005
5772.323,Ar,2.0,NIST,,9,5772.3212,0.0019,0.0003,0.0018
5773.18,Ar,2.0,NIST,,0h,5773.17612,0.008,0.00024,0.004
5774.697,Ar,2.0,NIST,,1,5774.7013,0.008,0.0005,-0.004
5776.374,Ar,2.0,NIST,,2,5776.38169,0.008,0.00014,-0.008
5781.268,Ar,2.0,NIST,,2,5781.2718,0.008,0.0003,-0.004
5782.35,Ar,2.0,NIST,,0.5,5782.3472,0.02,0.0007,0.003
5786.561,Ar,2.0,NIST,,4bl,5786.5558,0.008,0.0005,0.005
5788.58,Ar,2.0,NIST,,0,5788.58306,0.02,0.0001,-0.003
5789.69,Hg,1.0,NIST,,30,5789.6805,0.05,0.0023,0.01
5790.67,Hg,1.0,4MOST & NIST,9907.8408203125,900,5790.6705,0.001,0.001,-0.0005
5799.7401,Ar,2.0,NIST,,3,5799.73981,0.0007,0.00014,0.0003
5800.46,Ar,2.0,NIST,,1,5800.4683,0.02,0.0004,-0.008
5803.782,Hg,1.0,NIST,,400,5803.783,0.005,0.004,-0.001
5807.596,Ar,2.0,NIST,,1,5807.6126,0.008,0.001,-0.017
5812.7604,Ar,2.0,NIST,,9,5812.7594,0.0013,0.00024,0.001
5813.56,Ar,2.0,NIST,,0.5,5813.6054,0.02,0.0007,-0.045
5816.272,Ar,2.0,NIST,,2,5816.29122,0.008,0.00011,-0.019
5818.3,Hg,1.0,NIST,,2,5818.32,0.1,0.07,-0.02
5822.1291,Ar,2.0,NIST,,5,5822.12902,0.0007,0.00014,0.0001
5826.0549,Ar,2.0,NIST,,3,5826.05517,0.0007,0.00024,-0.0003
5828.059,Ar,2.0,NIST,,3,5828.0745,0.008,0.0006,-0.015
5834.263,Ar,1.0,NIST,,5,5834.2636,,,-0.001
5835.47,Ar,2.0,NIST,,0,5835.49828,0.02,0.00014,-0.028
5838.96,Ar,2.0,NIST,,1,5838.9753,0.02,0.0005,-0.015
5840.048,Ar,2.0,NIST,,1,5840.0691,0.008,0.0003,-0.021
5843.781,Ar,2.0,NIST,,7,5843.77764,0.008,0.00011,0.003
5846.11,Ar,2.0,NIST,,0.5p,5846.079,0.02,0.003,0.031
5851.758,Hg,2.0,NIST,,1300c,5851.766,0.004,0.005,-0.008
5852.74,Ar,2.0,NIST,,0,5852.77402,0.02,0.00021,-0.034
5853.1,Ar,2.0,NIST,,2,5853.10884,0.02,0.00014,-0.009
5854.2728,Ar,2.0,NIST,,4,5854.26667,0.0007,0.00014,0.0061
5859.254,Hg,1.0,NIST,,130,5859.254,0.005,0.005,0.0
5860.31,Ar,1.0,NIST,,10,5860.3102,,,0.0
5866.598,Ar,2.0,NIST,,2,5866.617,0.008,0.0004,-0.019
5870.443,Ar,2.0,NIST,,4,5870.4528,0.008,0.0003,-0.01
5870.899,Hg,2.0,NIST,,80p,,0.003,,
5871.279,Hg,2.0,NIST,,1200000,5871.2779,0.003,0.0025,0.001
5871.572,Hg,2.0,NIST,,50u,,0.003,,
5871.921,Hg,2.0,NIST,,600h,,0.003,,
5871.975,Hg,1.0,NIST,,30,5871.975,0.005,0.005,0.0
5882.624,Ar,1.0,NIST,,15,5882.624,,,0.0
5884.54,Ar,2.0,NIST,,0.5,5884.53611,0.02,0.00014,0.004
5886.088,Ar,2.0,NIST,,3,5886.0975,0.008,0.0003,-0.01
5888.584,Ar,1.0,NIST,,25,5888.5835,,,0.0
5888.939,Hg,2.0,NIST,,2000000c,5888.947,0.003,0.006,-0.008
5890.2,Hg,1.0,NIST,,12,5890.17,0.1,0.07,0.03
5894.16,Ar,2.0,NIST,,0h*,5894.2059,0.02,0.0007,-0.046
5894.16,Ar,2.0,NIST,,0h*,5894.1748,0.02,0.0007,-0.015
5901.78,Ar,2.0,NIST,,0,5901.8008,0.02,0.0007,-0.021
5901.78,Ar,2.0,NIST,,0,5901.8012,0.02,0.0007,-0.021
5904.291,Ar,2.0,NIST,,2p?,5904.3078,0.02,0.0004,-0.017
5908.674,Ar,2.0,NIST,,0.5,5908.67599,0.008,0.00014,-0.002
5912.085,Ar,1.0,NIST,,50,5912.085,,,0.0
5915.49,Ar,2.0,NIST,,0,5915.4796,0.02,0.0007,0.01
5918.496,Hg,2.0,NIST,,10w,5918.496,0.003,0.004,0.0
5923.08,Ar,2.0,NIST,,0*,5923.0988,0.02,0.0007,-0.019
5923.08,Ar,2.0,NIST,,0*,5923.0991,0.02,0.0007,-0.019
5926.77,Ar,2.0,NIST,,0.5,5926.74589,0.02,0.00018,0.024
5928.813,Ar,1.0,NIST,,15,5928.8125,,,0.001
5935.792,Ar,2.0,NIST,,2,5935.798,0.008,0.0005,-0.006
5936.309,Ar,2.0,NIST,,1,5936.301,0.008,0.011,0.008
5936.64,Ar,2.0,NIST,,1,5936.6402,0.02,0.00014,0.0
5941.825,Ar,2.0,NIST,,4,5941.8214,0.008,0.0005,0.004
5942.669,Ar,1.0,NIST,,5,5942.6682,,,0.001
5947.68,Hg,2.0,NIST,,150,5947.682,0.003,0.005,-0.002
5950.905,Ar,2.0,NIST,,6,5950.90327,0.008,0.00011,0.002
5953.8303,Ar,2.0,NIST,,5,5953.831,0.0007,0.0003,-0.0007
5961.37,Ar,2.0,NIST,,0,5961.38698,0.02,0.00015,-0.017
5961.509,Hg,2.0,NIST,,1500c,5961.52,0.006,0.01,-0.011
5962.744,Ar,2.0,NIST,,0.5,5962.75754,0.008,0.00015,-0.014
5965.031,Ar,2.0,NIST,,3,5965.0404,0.008,0.0005,-0.009
5973.314,Ar,2.0,NIST,,2,5973.318,0.008,0.0005,-0.004
5975.9622,Ar,2.0,NIST,,5,5975.953,0.0007,0.0008,0.0092
5977.995,Ar,2.0,NIST,,4,5978.0013,0.008,0.0003,-0.006
5978.916,Hg,2.0,NIST,,180h,,0.003,,
5984.454,Ar,2.0,NIST,,3,5984.4534,0.008,0.0003,0.001
5985.912,Ar,2.0,NIST,,1,5985.9137,0.014,0.0005,-0.002
5987.302,Ar,1.0,NIST,,7,5987.3013,,,0.001
5988.288,Ar,2.0,NIST,,3p?*,5988.3075,0.008,0.0005,-0.019
5988.288,Ar,2.0,NIST,,3p?*,5988.3153,0.008,0.0006,-0.027
5989.339,Ar,2.0,NIST,,8,5989.3377,0.008,0.0004,0.001
5991.46,Ar,2.0,NIST,,0.5,5991.44912,0.02,0.00011,0.011
5998.999,Ar,1.0,NIST,,5,5998.998,,,0.001
6003.17,Ar,2.0,NIST,,1,6003.1857,0.008,0.0006,-0.016
6019.493,Ar,2.0,NIST,,4,6019.4965,0.008,0.0005,-0.004
6025.15,Ar,1.0,NIST,,5,6025.15,,,0.0
6027.2513,Ar,2.0,NIST,,7,6027.2517,0.0007,0.0003,-0.0004
6028.22,Ar,2.0,NIST,,1,6028.23273,0.008,0.00015,-0.013
6030.844,Ar,2.0,NIST,,1l,6030.8278,0.008,0.0004,0.016
6032.127,Ar,1.0,NIST,,70,6032.127,,,0.0
6032.653,Hg,2.0,NIST,,60h,,0.003,,
6041.045,Hg,2.0,NIST,,180h,6041.047,0.003,0.005,-0.002
6043.223,Ar,1.0,NIST,,35,6043.2232,,,0.0
6044.468,Ar,2.0,NIST,,7,6044.4783,0.008,0.0009,-0.01
6046.8977,Ar,2.0,NIST,,10,6046.8967,0.0007,0.0005,0.001
6049.075,Ar,2.0,NIST,,7,6049.0749,0.0007,0.0003,0.0001
6050.01,Ar,2.0,NIST,,0.5h?*,6049.97388,0.02,0.00015,0.036
6050.01,Ar,2.0,NIST,,0.5h*,6050.00778,0.02,0.00015,0.002
6052.723,Ar,1.0,NIST,,10,6052.7226,,,0.0
6059.372,Ar,1.0,NIST,,20,6059.3723,,,0.0
6069.96,Ar,2.0,NIST,,0,6069.97684,0.02,0.00015,-0.017
6072.64,Hg,1.0,NIST,,30,6072.66,0.1,0.06,-0.02
6077.431,Ar,2.0,NIST,,6,6077.43032,0.008,0.00015,0.001
6083.875,Ar,2.0,NIST,,2,6083.877,0.008,0.0003,-0.002
6084.507,Ar,2.0,NIST,,2,6084.5152,0.008,0.0003,-0.008
6089.794,Hg,2.0,NIST,,8000c,6089.8,0.004,0.004,-0.006
6098.803,Ar,1.0,NIST,,7,6098.8031,,,0.0
6100.096,Hg,2.0,NIST,,100,,0.003,,
6100.332,Hg,2.0,NIST,,5000c,6100.342,0.004,0.005,-0.01
6101.9192,Ar,2.0,NIST,,4,6101.9188,0.0007,0.0005,0.0004
6102.765,Ar,2.0,NIST,,1,6102.74973,0.008,0.00012,0.015
6103.5397,Ar,2.0,NIST,,26,6103.53914,0.0005,0.00015,0.0006
6105.635,Ar,1.0,NIST,,10,6105.6348,,,0.0
6108.32,Ar,2.0,NIST,,0?,6108.3261,0.02,0.0006,-0.006
6109.15,Ar,2.0,NIST,,2p,6109.1548,0.02,0.0006,-0.005
6111.742,Ar,2.0,NIST,,2,6111.744,0.008,0.003,-0.002
6114.9232,Ar,2.0,NIST,,537,6114.92319,0.0001,0.00015,1e-05
6118.724,Ar,2.0,NIST,,4,6118.72214,0.008,0.00015,0.002
6120.0936,Ar,2.0,NIST,,6,6120.09384,0.0007,0.00019,-0.0002
6123.27,Hg,1.0,NIST,,3,6123.25,0.05,0.05,0.02
6123.3609,Ar,2.0,NIST,,20,6123.36163,0.0006,0.00015,-0.0007
6124.571,Ar,2.0,NIST,,3,6124.5831,0.008,0.0006,-0.012
6134.83,Ar,2.0,NIST,,0h?,6134.83796,0.02,0.00015,-0.008
6138.6551,Ar,2.0,NIST,,28,6138.65544,0.0005,0.00015,-0.0003
6141.773,Hg,2.0,NIST,,150,,0.003,,
6142.615,Ar,2.0,NIST,,2,6142.61098,0.008,0.00023,0.004
6145.441,Ar,1.0,NIST,,10,6145.4412,,,0.0
6146.435,Hg,2.0,NIST,,1500000,,0.003,,
6146.46,Ar,2.0,NIST,,0,6146.48409,0.02,0.00015,-0.024
6146.845,Hg,2.0,NIST,,350w,,0.003,,
6149.475,Hg,2.0,NIST,,25000000c,6149.4726,0.001,0.0024,0.002
6152.002,Hg,2.0,NIST,,120,,0.003,,
6157.138,Hg,2.0,NIST,,120,,0.003,,
6158.303,Hg,2.0,NIST,,1000,,0.003,,
6166.7835,Ar,2.0,NIST,,4,6166.7821,0.0008,0.001,0.0014
6167.6273,Ar,2.0,NIST,,4,6167.6267,0.0008,0.001,0.0006
6170.174,Ar,1.0,NIST,,7,6170.1738,,,0.0
6172.2775,Ar,2.0,NIST,,407,6172.27751,0.0001,0.00016,-1e-05
6173.096,Ar,1.0,NIST,,10,6173.096,,,0.0
6174.378,Ar,2.0,NIST,,3,6174.404,0.008,0.0007,-0.026
6183.024,Ar,2.0,NIST,,2,6183.0237,0.008,0.0004,0.0
6187.135,Ar,2.0,NIST,,9,6187.1348,0.0008,0.0005,0.0002
6192.301,Ar,2.0,NIST,,2,6192.2958,0.008,0.0006,0.005
6194.289,Hg,2.0,NIST,,70h,,0.003,,
6196.409,Hg,2.0,NIST,,250c,6196.421,0.003,0.006,-0.012
6201.1002,Ar,2.0,NIST,,9,6201.0994,0.0008,0.0007,0.0008
6206.463,Ar,2.0,NIST,,1,6206.45824,0.008,0.00016,0.005
6208.935,Ar,2.0,NIST,,2,6208.9316,0.008,0.0006,0.003
6210.42,Ar,2.0,NIST,,1,6210.4183,0.008,0.0006,0.002
6212.503,Ar,1.0,NIST,,10,6212.503,,,0.0
6215.938,Ar,1.0,NIST,,5,6215.9387,,,-0.001
6232.892,Ar,2.0,NIST,,2,6232.8888,0.008,0.0003,0.003
6234.36,Hg,1.0,NIST,,50,6234.35,0.1,0.05,0.01
6234.57,Ar,2.0,NIST,,1p,6234.5229,0.02,0.0003,0.047
6239.712,Ar,2.0,NIST,,8,6239.71198,0.0008,0.0002,0.0
6242.222,Hg,2.0,NIST,,65000,,0.003,,
6243.1199,Ar,2.0,NIST,,89,6243.11983,0.0001,0.00016,7e-05
6249.975,Ar,2.0,NIST,,1,6249.9859,0.008,0.0003,-0.011
6273.15,Ar,2.0,NIST,,0h,6273.1452,0.02,0.0006,0.005
6277.425,Ar,2.0,NIST,,2,6277.42657,0.008,0.00016,-0.002
6281.12,Ar,2.0,NIST,,0,6281.13036,0.02,0.0002,-0.01
6282.823,Ar,2.0,NIST,,1,6282.8252,0.008,0.0007,-0.002
6291.228,Hg,2.0,NIST,,65000,6291.23,0.003,0.004,-0.002
6294.5,Ar,2.0,NIST,,0.5,6294.4964,0.02,0.0008,0.004
6295.446,Ar,2.0,NIST,,2,6295.4312,0.008,0.0008,0.015
6296.872,Ar,1.0,NIST,,7,6296.8726,,,-0.001
6307.657,Ar,1.0,NIST,,15,6307.6569,,,0.0
6315.4,Ar,2.0,NIST,,1,6315.407,0.02,0.0016,-0.007
6323.735,Ar,2.0,NIST,,3,6323.7174,0.008,0.0012,0.018
6324.16,Ar,2.0,NIST,,1p*,6324.1631,0.02,0.0016,-0.003
6324.16,Ar,2.0,NIST,,1p*,6324.1887,0.02,0.0008,-0.029
6324.4151,Ar,2.0,NIST,,12,6324.4176,0.0012,0.0005,-0.0025
6326.117,Ar,2.0,NIST,,2*,6326.117,0.008,0.008,0.0
6326.117,Ar,2.0,NIST,,2*,6326.117,0.008,0.008,0.0
6328.474,Ar,2.0,NIST,,1,6328.4661,0.008,0.0016,0.008
6332.499,Ar,2.0,NIST,,5,6332.4966,0.008,0.0012,0.002
6332.832,Ar,2.0,NIST,,1,6332.8495,0.008,0.0006,-0.017
6333.147,Ar,2.0,NIST,,6,6333.1468,0.002,0.0006,0.0002
6337.13,Ar,2.0,NIST,,0,6337.1341,0.02,0.0006,-0.004
6339.897,Ar,2.0,NIST,,3,6339.8981,0.008,0.0008,-0.001
6348.2272,Ar,2.0,NIST,,7,6348.2281,0.0019,0.0004,-0.0009
6348.601,Ar,2.0,NIST,,2,6348.6248,0.008,0.0016,-0.024
6357.025,Ar,2.0,NIST,,7,6357.0229,0.003,0.0012,0.002
6357.6776,Ar,2.0,NIST,,8,6357.6782,0.0008,0.0006,-0.0006
6360.199,Hg,2.0,NIST,,150h,6360.199,0.003,0.005,0.0
6365.44,Ar,2.0,NIST,,1,6365.4546,0.008,0.0004,-0.015
6369.128,Ar,2.0,NIST,,2,6369.1233,0.008,0.0006,0.005
6369.575,Ar,1.0,NIST,,7,6369.5748,,,0.0
6373.19,Ar,2.0,NIST,,0,6373.1859,0.02,0.0007,0.004
6375.945,Ar,2.0,NIST,,3,6375.9543,0.008,0.0006,-0.009
6382.696,Ar,2.0,NIST,,3,6382.6931,0.008,0.0003,0.003
6383.0967,Ar,2.0,NIST,,5,6383.0994,0.0008,0.0017,-0.0027
6384.717,Ar,1.0,NIST,,20,6384.7167,,,0.0
6388.341,Ar,2.0,NIST,,5,6388.3417,0.003,0.0009,-0.001
6391.117,Ar,2.0,NIST,,2,6391.1273,0.008,0.0008,-0.01
6393.802,Ar,2.0,NIST,,7bl,6393.8006,0.006,0.0006,0.001
6394.729,Ar,2.0,NIST,,7,6394.7298,0.003,0.0009,-0.001
6394.89,Hg,2.0,NIST,,55000,6394.888,0.003,0.005,0.002
6396.6084,Ar,2.0,NIST,,11,6396.6112,0.0016,0.0005,-0.0028
6397.184,Ar,2.0,NIST,,2,6397.1951,0.008,0.0008,-0.011
6399.2085,Ar,2.0,NIST,,18,6399.20633,0.0008,0.00017,0.0022
6403.0123,Ar,2.0,NIST,,11,6403.0137,0.0015,0.0004,-0.0014
6408.909,Ar,2.0,NIST,,7,6408.9048,0.004,0.0017,0.004
6416.307,Ar,1.0,NIST,,70,6416.3067,,,0.0
6417.417,Ar,2.0,NIST,,1,6417.4436,0.008,0.0005,-0.027
6418.3696,Ar,2.0,NIST,,10,6418.3726,0.0019,0.0007,-0.003
6422.894,Ar,2.0,NIST,,7,6422.8983,0.003,0.0009,-0.004
6424.144,Ar,2.0,NIST,,1,6424.16486,0.008,0.00017,-0.021
6431.556,Ar,2.0,NIST,,6,6431.55902,0.002,0.00013,-0.003
6433.683,Ar,2.0,NIST,,1,6433.70035,0.008,0.00017,-0.017
6437.6013,Ar,2.0,NIST,,11,6437.60043,0.0011,0.00017,0.0009
6440.547,Hg,2.0,NIST,,30h,6440.548,0.003,0.005,-0.001
6441.8981,Ar,2.0,NIST,,12,6441.9002,0.0013,0.0004,-0.0021
6443.8591,Ar,2.0,NIST,,12,6443.863,0.0016,0.0004,-0.0039
6456.489,Ar,2.0,NIST,,3,6456.503,0.008,0.0005,-0.014
6457.71,Ar,2.0,NIST,,0*,6457.7246,0.02,0.0004,-0.015
6457.71,Ar,2.0,NIST,,0*,6457.7445,0.02,0.0013,-0.035
6458.403,Ar,2.0,NIST,,2,6458.4207,0.008,0.0006,-0.018
6468.047,Ar,2.0,NIST,,8,6468.0495,0.002,0.0009,-0.0025
6472.428,Ar,2.0,NIST,,6,6472.4304,0.004,0.0008,-0.002
6475.312,Ar,2.0,NIST,,4,6475.3233,0.008,0.0005,-0.011
6480.085,Ar,2.0,NIST,,2,6480.0885,0.008,0.0008,-0.004
6483.0825,Ar,2.0,NIST,,120,6483.08254,0.0001,0.00017,-4e-05
6487.444,Ar,2.0,NIST,,1*,6487.4712,0.008,0.0008,-0.027
6487.444,Ar,2.0,NIST,,1*,6487.4266,0.008,0.0006,0.017
6489.85,Ar,2.0,NIST,,0,6489.8852,0.02,0.0005,-0.035
6500.2151,Ar,2.0,NIST,,5,6500.21515,0.0008,0.00017,-0.0001
6501.3608,Ar,2.0,NIST,,6,6501.3587,0.0008,0.0017,0.0021
6502.157,Ar,2.0,NIST,,3,6502.1852,0.008,0.0008,-0.028
6506.138,Ar,2.0,NIST,,3,6506.1444,0.008,0.0006,-0.006
6508.174,Ar,2.0,NIST,,6,6508.1718,0.004,0.0007,0.002
6509.089,Ar,2.0,NIST,,6,6509.10014,0.008,0.00021,-0.011
6521.092,Hg,2.0,NIST,,150000c,6521.095,0.003,0.004,-0.003
6532.927,Ar,2.0,NIST,,2,6532.944,0.008,0.0003,-0.017
6538.0451,Ar,2.0,NIST,,20,6538.0452,0.0008,0.0004,-0.0001
6538.112,Ar,1.0,NIST,,15,6538.1117,,,0.0
6540.409,Ar,2.0,NIST,,2,6540.4307,0.008,0.0008,-0.022
6547.35,Ar,2.0,NIST,,3,6547.3537,0.008,0.0004,-0.004
6551.498,Ar,2.0,NIST,,3,6551.4996,0.008,0.0005,-0.002
6557.724,Ar,2.0,NIST,,2,6557.7347,0.008,0.0006,-0.011
6564.17,Ar,2.0,NIST,,3p,6564.1928,0.008,0.0004,-0.023
6604.853,Ar,1.0,NIST,,15,6604.8532,,,0.0
6608.26,Ar,2.0,NIST,,1bl?,6608.2726,0.04,0.001,-0.01
6611.196,Ar,2.0,NIST,,2,6611.1965,0.008,0.0004,-0.001
6614.349,Ar,2.0,NIST,,6,6614.347,0.004,0.0008,0.002
6620.965,Ar,2.0,NIST,,8,6620.9672,0.002,0.0007,-0.0022
6623.15,Ar,2.0,NIST,,0,6623.13378,0.02,0.00018,0.016
6636.2,Ar,2.0,NIST,,0h,6636.1923,0.02,0.0006,0.008
6638.2202,Ar,2.0,NIST,,151,6638.22027,0.0001,0.00018,-7e-05
6639.7403,Ar,2.0,NIST,,93,6639.7402,0.0002,0.0003,0.0001
6643.6973,Ar,2.0,NIST,,269,6643.69734,0.0001,0.00018,-4e-05
6653.583,Ar,2.0,NIST,,1,6653.6015,0.008,0.0009,-0.018
6657.499,Ar,2.0,NIST,,2bl,6657.5001,0.016,0.0007,-0.001
6660.676,Ar,1.0,NIST,,5,6660.677,,,-0.001
6664.051,Ar,1.0,NIST,,5,6664.0506,,,0.0
6666.3587,Ar,2.0,NIST,,117,6666.35878,0.0001,0.00018,-8e-05
6677.282,Ar,1.0,NIST,,100,6677.2811,,,0.001
6684.2924,Ar,2.0,NIST,,204,6684.29254,0.0001,0.00018,-0.00014
6695.71,Ar,2.0,NIST,,0.5,6695.709,0.02,0.005,0.001
6696.296,Ar,2.0,NIST,,4,6696.2931,0.008,0.0006,0.003
6701.6,Hg,1.0,NIST,,2,6702.1,0.3,0.13,-0.5
6702.03,Hg,2.0,NIST,,170h,6702.032,0.003,0.004,-0.002
6716.34,Hg,1.0,NIST,,600,6716.36,0.1,0.07,-0.02
6721.1,Hg,1.0,NIST,,5,,0.3,,
6725.2,Hg,1.0,NIST,,1,6724.78,0.3,0.14,0.4
6741.0,Hg,1.0,NIST,,0,6741.6,0.3,0.14,-0.6
6747.1,Hg,1.0,NIST,,2,,0.3,,
6750.9,Hg,1.0,NIST,,2,6751.39,0.3,0.18,-0.5
6752.834,Ar,1.0,NIST,,150,6752.8335,,,0.0
6756.163,Ar,1.0,NIST,,5,6756.163,,,0.0
6756.5522,Ar,2.0,NIST,,32,6756.5524,0.0005,0.0003,-0.0002
6766.612,Ar,1.0,NIST,,15,6766.6113,,,0.001
6773.2,Hg,1.0,NIST,,1,6772.57,0.3,0.14,0.6
6784.6,Hg,1.0,NIST,,4,6785.16,0.3,0.14,-0.6
6799.288,Ar,2.0,NIST,,3,6799.291,0.008,0.0007,-0.003
6808.5312,Ar,2.0,NIST,,15,6808.5313,0.0009,0.00019,-0.0001
6811.6,Hg,1.0,NIST,,2,6811.28,0.3,0.14,0.3
6818.371,Ar,2.0,NIST,,8,6818.3842,0.008,0.0004,-0.013
6827.0,Hg,1.0,NIST,,5,6827.15,0.3,0.19,-0.1
6832.91,Ar,2.0,NIST,,0,6832.897,0.02,0.0007,0.013
6839.584,Ar,2.0,NIST,,4,6839.5883,0.008,0.0008,-0.004
6846.54,Ar,2.0,NIST,,1,6846.55,0.008,0.0005,-0.01
6852.9,Hg,1.0,NIST,,0,,0.3,,
6856.06,Ar,2.0,NIST,,0.5h,6856.0748,0.02,0.0008,-0.015
6861.0,Hg,1.0,NIST,,3,6860.46,0.3,0.14,0.5
6861.2689,Ar,2.0,NIST,,112,6861.2688,0.0001,0.00019,0.0001
6863.5347,Ar,2.0,NIST,,35,6863.53469,0.0004,0.00019,0.0
6869.25,Ar,2.0,NIST,,0.5h?,6869.2354,0.02,0.001,0.015
6870.7,Hg,1.0,NIST,,4,,0.3,,
