lambda,element,ion,note,intens_4MOST,intens_NIST,ritz_lambda,vacuum_sigma,ritz_sigma,obs-ritz
3632.363,Hg,2.0,NIST,,8000,3632.3594,0.004,0.0023,0.004
3634.8119,Ar,2.0,NIST,,9,3634.8122,0.0008,6e-05,-0.0003
3635.1,Ar,2.0,NIST,,0h,3635.09952,0.02,8e-05,0.0
3635.636,Ar,2.0,NIST,,3,3635.63755,0.006,6e-05,-0.002
3637.0303,Ar,2.0,NIST,,19,3637.03094,0.0004,6e-05,-0.0006
3639.8324,Ar,2.0,NIST,,42,3639.83244,0.0002,6e-05,-4e-05
3643.293,Hg,2.0,NIST,,100h,3643.3005,0.004,0.002,-0.008
3643.293,Hg,2.0,NIST,,100h,3643.296,0.004,0.002,-0.003
3650.158,Hg,1.0,NIST,,9000,3650.1579,0.001,0.0009,0.0001
3650.8891,Ar,2.0,NIST,,8,3650.88923,0.0012,5e-05,-0.0001
3651.184,Ar,2.0,NIST,,0.5,3651.19395,0.006,0.00017,-0.01
3654.842,Hg,1.0,NIST,,3000,3654.8429,0.001,0.0007,-0.0009
3655.2775,Ar,2.0,NIST,,37,3655.27776,0.0002,5e-05,-0.00026
3656.0495,Ar,2.0,NIST,,27,3656.0494,0.0002,5e-05,0.0001
3657.216,Ar,2.0,NIST,,3,3657.21694,0.003,7e-05,-0.001
3660.4362,Ar,2.0,NIST,,28,3660.43646,0.0003,6e-05,-0.0003
3661.13,Ar,2.0,NIST,,0.5h,3661.132,0.02,0.012,-0.002
3662.887,Hg,1.0,NIST,,500,3662.8869,0.001,0.0008,0.0001
3663.284,Hg,1.0,NIST,,2000,3663.2831,0.001,0.0007,0.0009
3669.602,Ar,2.0,NIST,,26,3669.60196,0.0003,6e-05,0.0
3671.0045,Ar,2.0,NIST,,19,3671.00424,0.0003,8e-05,0.0003
3673.264,Ar,2.0,NIST,,22,3673.26401,0.0003,6e-05,0.0
3673.842,Ar,2.0,NIST,,0,3673.8429,0.006,6e-05,-0.001
3678.269,Ar,2.0,NIST,,17,3678.26948,0.0007,5e-05,-0.0005
3680.0607,Ar,2.0,NIST,,20,3680.0605,0.0004,7e-05,0.0002
3682.5439,Ar,2.0,NIST,,9,3682.5445,0.0008,7e-05,-0.0006
3692.126,Ar,2.0,NIST,,1,3692.1238,0.006,6e-05,0.002
3692.299,Ar,2.0,NIST,,1hl?,3692.28325,0.012,6e-05,0.016
3694.643,Ar,2.0,NIST,,2,3694.64208,0.006,6e-05,0.001
3701.442,Hg,1.0,NIST,,50,3701.448,0.02,0.016,-0.006
3702.005,Ar,2.0,NIST,,2,3702.00145,0.006,5e-05,0.004
3702.36,Hg,1.0,NIST,,1,3702.338,0.1,0.007,0.02
3703.55,Ar,2.0,NIST,,1,3703.55,0.006,0.005,0.0
3704.1655,Hg,1.0,NIST,,9,3704.1655,0.001,0.001,0.0
3706.9302,Ar,2.0,NIST,,7,3706.92967,0.0003,9e-05,0.0005
3709.9085,Ar,2.0,NIST,,11,3709.90842,0.0006,5e-05,0.0001
3713.019,Ar,2.0,NIST,,2,3713.01505,0.006,5e-05,0.004
3714.7332,Ar,2.0,NIST,,14,3714.73315,0.0004,6e-05,0.0
3717.1721,Ar,2.0,NIST,,6,3717.17101,0.0015,6e-05,0.0011
3718.2061,Ar,2.0,NIST,,93,3718.20606,0.0001,6e-05,4e-05
3720.4258,Ar,2.0,NIST,,12,3720.42586,0.0011,5e-05,-0.0001
3724.5156,Ar,2.0,NIST,,14,3724.51602,0.0005,6e-05,-0.0004
3729.3082,Ar,2.0,NIST,,234,3729.3081,0.0001,6e-05,0.0001
3733.37,Ar,2.0,NIST,,1hl,3733.35452,0.04,6e-05,0.02
3735.488,Ar,2.0,NIST,,4,3735.48761,0.0017,6e-05,0.0004
3737.8889,Ar,2.0,NIST,,126,3737.8889,0.0001,5e-05,0.0
3744.274,Ar,2.0,NIST,,1,3744.27089,0.006,0.00018,0.003
3746.4469,Ar,2.0,NIST,,275,3746.44703,0.0001,5e-05,-0.00013
3746.913,Ar,2.0,NIST,,7,3746.913,0.001,5e-05,0.0
3750.4801,Ar,2.0,NIST,,13,3750.47947,0.0005,9e-05,0.0006
3751.047,Ar,2.0,NIST,,2,3751.0522,0.006,6e-05,-0.005
3751.33,Ar,2.0,NIST,,1,3751.3259,0.006,0.0003,0.004
3751.759,Hg,2.0,NIST,,100h,,0.004,,
3752.856,Ar,2.0,NIST,,0.5,3752.85328,0.006,5e-05,0.003
3753.5172,Ar,2.0,NIST,,26,3753.51727,0.0003,6e-05,-0.0001
3754.0493,Ar,2.0,NIST,,11,3754.04927,0.0008,0.0001,0.0
3756.6701,Ar,2.0,NIST,,4,3756.669,0.002,5e-05,0.0011
3763.111,Ar,2.0,NIST,,2,3763.11028,0.006,5e-05,0.001
3763.5041,Ar,2.0,NIST,,17,3763.50501,0.0005,6e-05,-0.0009
3765.2697,Ar,2.0,NIST,,186,3765.26969,0.0001,5e-05,1e-05
3766.1182,Ar,2.0,NIST,,91,3766.11839,0.0001,6e-05,-0.00019
3770.369,Ar,1.0,NIST,,20,3770.3689,,,0.0
3770.5194,Ar,2.0,NIST,,33,3770.51925,0.0004,6e-05,0.0002
3774.522,Ar,2.0,NIST,,4,3774.51913,0.006,5e-05,0.003
3776.141,Hg,2.0,NIST,,6000h,3776.1416,0.003,0.0024,-0.001
3777.531,Ar,2.0,NIST,,5,3777.5311,0.0008,6e-05,-0.0001
3777.755,Hg,2.0,NIST,,900,3777.757,0.003,0.003,-0.002
3780.8394,Ar,2.0,NIST,,81,3780.83953,0.0001,6e-05,-0.00013
3786.3819,Ar,2.0,NIST,,20,3786.38198,0.0004,6e-05,-0.0001
3789.727,Hg,2.0,NIST,,5,3789.732,0.004,0.005,-0.005
3790.0,Hg,1.0,NIST,,80,3790.01,0.04,0.03,-0.01
3793.226,Ar,2.0,NIST,,1,3793.22798,0.006,6e-05,-0.002
3796.5931,Ar,2.0,NIST,,13,3796.59302,0.0006,6e-05,0.0001
3797.326,Hg,2.0,NIST,,6000c,3797.323,0.003,0.003,0.003
3799.3811,Ar,2.0,NIST,,12,3799.38187,0.0006,6e-05,-0.0008
3801.6583,Hg,1.0,NIST,,50,3801.6582,0.001,0.001,0.0001
3803.172,Ar,2.0,NIST,,69,3803.17205,0.0001,6e-05,-5e-05
3806.312,Hg,2.0,NIST,,50000,3806.3154,0.003,0.0021,-0.003
3808.5745,Ar,2.0,NIST,,14,3808.57439,0.0006,6e-05,0.0001
3809.4558,Ar,2.0,NIST,,91,3809.45576,0.0002,5e-05,4e-05
3811.212,Ar,2.0,NIST,,2,3811.21124,0.006,6e-05,0.001
3815.8,Hg,1.0,NIST,,1,3815.815,0.2,0.003,-0.01
3817.38,Ar,2.0,NIST,,1h,3817.38108,0.006,0.00018,-0.001
3819.015,Ar,2.0,NIST,,8,3819.01539,0.0009,6e-05,-0.0004
3820.4,Hg,1.0,NIST,,50,3820.37,0.04,0.03,0.03
3823.254,Ar,2.0,NIST,,3,3823.25375,0.006,5e-05,0.0
3825.6723,Ar,2.0,NIST,,19,3825.67243,0.0004,6e-05,-0.0001
3826.8067,Ar,2.0,NIST,,30,3826.80692,0.0003,6e-05,-0.0002
3828.909,Hg,2.0,NIST,,1000,3828.9121,0.004,0.0025,-0.003
3830.165,Ar,2.0,NIST,,1,3830.16452,0.006,5e-05,0.0
3830.3951,Ar,2.0,NIST,,6,3830.39372,0.0012,6e-05,0.0014
3830.5209,Ar,2.0,NIST,,7,3830.52004,0.0011,9e-05,0.0009
3834.679,Ar,1.0,NIST,,7,3834.6784,,,0.001
3838.239,Ar,2.0,NIST,,1,3838.239,0.006,0.004,0.0
3839.259,Hg,2.0,NIST,,10000,3839.255,0.004,0.003,0.004
3841.5186,Ar,2.0,NIST,,18,3841.51838,0.0005,0.00011,0.0002
3844.5622,Ar,2.0,NIST,,6,3844.56216,0.001,4e-05,0.0
3844.7306,Ar,2.0,NIST,,5,3844.73084,0.0017,6e-05,-0.0002
3845.4049,Ar,2.0,NIST,,32,3845.40506,0.0002,6e-05,-0.00016
3850.5808,Ar,2.0,NIST,,263,3850.58079,0.0001,5e-05,1e-05
3855.1603,Ar,2.0,NIST,,6,3855.16032,0.001,6e-05,0.0
3856.1374,Ar,2.0,NIST,,6,3856.13749,0.0017,9e-05,-0.0001
3860.85,Hg,1.0,NIST,,30,3860.963,0.04,0.024,-0.11
3861.348,Ar,2.0,NIST,,3,3861.34778,0.006,8e-05,0.0
3868.5281,Ar,2.0,NIST,,166,3868.52819,0.0001,6e-05,-9e-05
3869.614,Ar,2.0,NIST,,2h,3869.61963,0.006,5e-05,-0.006
3872.1361,Ar,2.0,NIST,,11,3872.13701,0.0007,6e-05,-0.0009
3875.2641,Ar,2.0,NIST,,78,3875.26405,0.0001,9e-05,5e-05
3880.3323,Ar,2.0,NIST,,15,3880.33288,0.0005,0.00011,-0.0006
3883.14,Ar,2.0,NIST,,0h,3883.14212,0.02,5e-05,-0.002
3883.183,Hg,2.0,NIST,,200,,0.004,,
3891.4011,Ar,2.0,NIST,,14,3891.40123,0.0006,0.00011,-0.0001
3891.9787,Ar,2.0,NIST,,50,3891.97869,0.0002,8e-05,1e-05
3895.2506,Ar,2.0,NIST,,5,3895.24947,0.0014,9e-05,0.0011
3900.6251,Ar,2.0,NIST,,8,3900.62636,0.001,6e-05,-0.0013
3901.868,Hg,1.0,NIST,,30,3901.87,0.008,0.005,-0.002
3903.638,Hg,1.0,NIST,,0.5,3903.636,0.02,0.003,0.002
3906.371,Hg,1.0,NIST,,40,3906.383,0.008,0.003,-0.012
3906.95,Ar,2.0,NIST,,0bl?,3906.93849,0.04,0.00014,0.01
3909.32,Hg,2.0,NIST,,400,,0.004,,
3911.5759,Ar,2.0,NIST,,6,3911.57587,0.0011,8e-05,0.0
3913.367,Hg,2.0,NIST,,75,,0.004,,
3914.313,Hg,2.0,NIST,,5000,3914.3142,0.004,0.0025,-0.001
3914.7674,Ar,2.0,NIST,,25,3914.76695,0.0004,8e-05,0.0004
3915.516,Ar,2.0,NIST,,1bl,3915.5287,0.012,0.0003,-0.013
3917.7669,Ar,2.0,NIST,,5,3917.76691,0.0013,7e-05,0.0
3919.264,Hg,2.0,NIST,,500D,3919.257,0.004,0.004,0.007
3922.359,Ar,2.0,NIST,,2,3922.35796,0.006,7e-05,0.001
3922.528,Ar,2.0,NIST,,1h,3922.52967,0.006,7e-05,-0.002
3923.556,Ar,2.0,NIST,,1,3923.555,0.006,0.006,0.001
3925.7186,Ar,2.0,NIST,,129,3925.71849,0.0001,7e-05,0.00011
3926.0451,Ar,2.0,NIST,,13,3926.04544,0.0006,5e-05,-0.0003
3928.6227,Ar,2.0,NIST,,191,3928.62282,0.0001,7e-05,-0.00012
3931.2353,Ar,2.0,NIST,,17,3931.23548,0.0006,0.00011,-0.0002
3932.5463,Ar,2.0,NIST,,91,3932.54638,0.0001,7e-05,-8e-05
3933.17,Ar,2.0,NIST,,2bl,3933.18691,0.04,4e-05,-0.02
3935.275,Ar,2.0,NIST,,1,3935.28178,0.006,0.00014,-0.007
3938.843,Ar,2.0,NIST,,1,3938.84385,0.006,7e-05,-0.001
3940.369,Hg,2.0,NIST,,15G,3940.361,0.016,0.003,0.008
3944.2712,Ar,2.0,NIST,,49,3944.27124,0.0002,7e-05,-4e-05
3945.673,Hg,2.0,NIST,,30,,0.004,,
3946.0969,Ar,2.0,NIST,,204,3946.09692,0.0001,5e-05,-2e-05
3946.281,Hg,2.0,NIST,,75,,0.004,,
3947.505,Ar,1.0,NIST,,7,3947.50472,,,0.0
3948.979,Ar,1.0,NIST,,35,3948.97881,,,0.0
3952.728,Ar,2.0,NIST,,16,3952.72882,0.0005,7e-05,-0.0008
3956.319,Hg,2.0,NIST,,60,,0.004,,
3958.379,Ar,2.0,NIST,,7,3958.37988,0.0012,7e-05,-0.0009
3968.3589,Ar,2.0,NIST,,59,3968.35887,0.0002,7e-05,3e-05
3974.402,Hg,2.0,NIST,,500,,0.004,,
3974.4764,Ar,2.0,NIST,,50,3974.47629,0.0002,4e-05,0.00011
3974.7582,Ar,2.0,NIST,,15,3974.75854,0.0006,7e-05,-0.0003
3979.3554,Ar,2.0,NIST,,87,3979.35543,0.0001,8e-05,-3e-05
3980.42,Ar,2.0,NIST,,0,3980.4335,0.02,0.0003,-0.014
3983.92,Hg,1.0,NIST,,2,3983.96,0.05,0.03,-0.04
3983.9312,Hg,2.0,NIST,,10000000c,3983.9312,0.0003,0.0006,0.0
3988.1573,Ar,2.0,NIST,,12,3988.15725,0.0006,7e-05,0.0
3992.0531,Ar,2.0,NIST,,21,3992.05304,0.0004,7e-05,0.0001
3994.7916,Ar,2.0,NIST,,58,3994.79193,0.0002,0.0001,-0.00033
3999.2518,Ar,2.0,NIST,,4,3999.25192,0.0003,0.00021,-0.0001
4001.1378,Ar,2.0,NIST,,3,4001.13759,0.0003,0.00013,0.0002
4005.362,Ar,2.0,NIST,,10,4005.3627,0.0009,0.0003,-0.0007
4007.632,Ar,2.0,NIST,,2,4007.62828,0.008,7e-05,0.004
4011.2084,Ar,2.0,NIST,,12,4011.20922,0.0006,5e-05,-0.0008
4013.8561,Ar,2.0,NIST,,145,4013.8561,0.0001,8e-05,0.0
4019.8434,Ar,2.0,NIST,,7,4019.8429,0.001,0.0003,0.0005
4025.95,Hg,1.0,NIST,,4,4026.01,0.08,0.03,-0.06
4026.201,Hg,2.0,NIST,,15G,,0.016,,
4031.3769,Ar,2.0,NIST,,6,4031.37797,0.0014,0.0001,-0.0011
4033.809,Ar,2.0,NIST,,95,4033.80915,0.0001,7e-05,-0.00015
4034.783,Ar,2.0,NIST,,1blG?,4034.77769,0.016,7e-05,0.005
4035.4595,Ar,2.0,NIST,,50,4035.45971,0.0002,5e-05,-0.00021
4038.8039,Ar,2.0,NIST,,18,4038.8038,0.0005,8e-05,0.0001
4040.457,Hg,2.0,NIST,,4000c,4040.4621,0.01,0.0021,-0.005
4040.576,Hg,2.0,NIST,,500,,0.003,,
4042.19,Ar,2.0,NIST,,3,4042.181,0.008,7e-05,0.009
4042.8934,Ar,2.0,NIST,,288,4042.89342,0.0001,5e-05,-2e-05
4044.418,Ar,1.0,NIST,,50,4044.41804,,,0.0
4045.6769,Ar,2.0,NIST,,8,4045.67613,0.0008,8e-05,0.0008
4046.565,Hg,1.0,4MOST & NIST,21539.66796875,12000,4046.5643,0.001,0.0008,0.0007
4047.4803,Ar,2.0,NIST,,10,4047.48081,0.0011,8e-05,-0.0005
4047.74,Hg,2.0,NIST,,50,4047.742,0.004,0.003,-0.002
4051.122,Ar,2.0,NIST,,5,4051.12055,0.002,0.0001,0.0015
4052.9206,Ar,2.0,NIST,,178,4052.92057,0.0001,0.0001,3e-05
4053.54,Ar,2.0,NIST,,1,4053.54732,0.008,7e-05,-0.007
4057.672,Ar,2.0,NIST,,1,4057.6753,0.008,7e-05,-0.003
4065.1114,Ar,2.0,NIST,,3,4065.1111,0.0003,7e-05,0.0003
4070.7837,Ar,2.0,NIST,,10,4070.7839,0.0008,0.0003,-0.0002
4072.0043,Ar,2.0,NIST,,708,4072.00431,0.0001,5e-05,-1e-05
4072.3843,Ar,2.0,NIST,,178,4072.38432,0.0001,5e-05,-2e-05
4076.6282,Ar,2.0,NIST,,85,4076.62819,0.0002,7e-05,1e-05
4076.9432,Ar,2.0,NIST,,47,4076.94294,0.0002,5e-05,0.00026
4077.837,Hg,1.0,4MOST & NIST,1193.361328125,1000,4077.837,0.001,0.0008,0.0
4079.5734,Ar,2.0,NIST,,100,4079.57339,0.0001,5e-05,1e-05
4080.6359,Ar,2.0,NIST,,85,4080.63589,0.0001,0.00013,1e-05
4080.7022,Ar,2.0,NIST,,40,4080.70213,0.0003,0.00018,0.0001
4082.3868,Ar,2.0,NIST,,76,4082.3868,0.0001,7e-05,0.0
4083.466,Ar,2.0,NIST,,1,4083.47624,0.008,0.00018,-0.01
4097.1351,Ar,2.0,NIST,,28,4097.13543,0.0003,0.00014,-0.0003
4097.2033,Ar,2.0,NIST,,12,4097.20221,0.0008,0.0002,0.0011
4099.4554,Ar,2.0,NIST,,11,4099.45565,0.0008,9e-05,-0.0002
4103.8323,Ar,2.0,NIST,,158,4103.83222,0.0001,4e-05,8e-05
4103.9118,Ar,2.0,NIST,,447,4103.91181,0.0001,7e-05,-1e-05
4108.054,Hg,1.0,NIST,,70,4108.054,0.008,0.007,0.0
4112.8151,Ar,2.0,NIST,,513bl,4112.81487,0.0003,4e-05,0.0002
4114.487,Ar,2.0,NIST,,2,4114.4885,0.008,0.0002,-0.001
4116.3756,Ar,2.0,NIST,,8,4116.37493,0.0012,0.00017,0.0007
4120.44,Hg,2.0,NIST,,4000,4120.447,0.004,0.003,-0.007
4124.058,Ar,2.0,NIST,,1,4124.0612,0.008,0.00014,-0.003
4128.6399,Ar,2.0,NIST,,18,4128.63985,0.0005,6e-05,0.0
4129.682,Ar,2.0,NIST,,12,4129.68211,0.0007,6e-05,-0.0001
4131.7232,Ar,2.0,NIST,,891,4131.72327,0.0001,7e-05,-7e-05
4140.0,Hg,1.0,NIST,,0,4140.059,0.2,0.003,-0.06
4144.245,Ar,2.0,NIST,,5,4144.2441,0.003,0.0003,0.001
4147.377,Ar,2.0,NIST,,2,4147.38177,0.008,7e-05,-0.005
4152.909,Ar,2.0,NIST,,0.5,4152.909,0.008,0.009,0.0
4156.0854,Ar,2.0,NIST,,60,4156.08541,0.0002,7e-05,-1e-05
4158.59,Ar,1.0,NIST,,400,4158.5907,,,-0.001
4162.51,Ar,2.0,NIST,,0,4162.5085,0.02,0.0003,0.001
4164.18,Ar,1.0,NIST,,50,4164.17952,,,0.0
4168.9696,Ar,2.0,NIST,,6,4168.96778,0.0018,0.00018,0.0018
4178.365,Ar,2.0,NIST,,13,4178.3653,0.0007,7e-05,-0.0003
4179.2972,Ar,2.0,NIST,,50,4179.29704,0.0003,6e-05,0.0002
4181.884,Ar,1.0,NIST,,50,4181.88354,,,0.0
4183.5909,Ar,2.0,NIST,,4,4183.5908,0.0004,0.0003,0.0001
4189.6507,Ar,2.0,NIST,,16,4189.651,0.0006,7e-05,-0.0003
4190.713,Ar,1.0,NIST,,100,4190.71294,,,0.0
4191.029,Ar,1.0,NIST,,50,4191.02932,,,0.0
4198.317,Ar,1.0,NIST,,200,4198.31729,,,0.0
4199.8887,Ar,2.0,NIST,,9,4199.889,0.0015,0.0003,-0.0003
4200.674,Ar,1.0,NIST,,400,4200.67472,,,-0.001
4201.5556,Ar,2.0,NIST,,10,4201.55428,0.0008,7e-05,0.0013
4201.9713,Ar,2.0,NIST,,59,4201.9712,0.0001,7e-05,0.0001
4203.4105,Ar,2.0,NIST,,18,4203.41075,0.0006,0.00016,-0.0002
4209.944,Ar,2.0,NIST,,1,4209.94575,0.008,7e-05,-0.002
4210.95,Ar,2.0,NIST,,1,4210.9588,0.008,0.00023,-0.009
4214.854,Ar,2.0,NIST,,2,4214.8618,0.008,0.0012,-0.008
4217.4306,Ar,2.0,NIST,,27,4217.43061,0.0004,7e-05,0.0
4218.6648,Ar,2.0,NIST,,59,4218.6648,0.0002,4e-05,0.0
4222.6369,Ar,2.0,NIST,,76,4222.63701,0.0001,6e-05,-0.00011
4226.6091,Ar,2.0,NIST,,16,4226.60846,0.0005,7e-05,0.0006
4226.9874,Ar,2.0,NIST,,89,4226.98745,0.0001,6e-05,-5e-05
4228.1577,Ar,2.0,NIST,,331,4228.15775,0.0001,4e-05,-5e-05
4229.8688,Ar,2.0,NIST,,26,4229.86872,0.0004,9e-05,0.0001
4237.2195,Ar,2.0,NIST,,269,4237.21956,0.0001,6e-05,-6e-05
4243.64,Ar,2.0,NIST,,2,4243.64424,0.008,8e-05,-0.004
4251.185,Ar,1.0,NIST,,25,4251.1849,,,0.0
4255.6027,Ar,2.0,NIST,,8,4255.60268,0.0009,6e-05,0.0
4256.663,Ar,2.0,NIST,,1,4256.6688,0.008,0.0003,-0.006
4259.362,Ar,1.0,NIST,,200,4259.3617,,,0.0
4266.286,Ar,1.0,NIST,,100,4266.2867,,,-0.001
4266.5265,Ar,2.0,NIST,,288,4266.52661,0.0001,8e-05,-0.00011
4267.49,Ar,2.0,NIST,,3,4267.49809,0.008,8e-05,-0.008
4267.73,Ar,2.0,NIST,,3h,4267.73622,0.008,0.00011,-0.006
4272.169,Ar,1.0,NIST,,150,4272.1689,,,0.0
4275.1592,Ar,2.0,NIST,,35,4275.15959,0.0003,4e-05,-0.0004
4276.224,Hg,2.0,NIST,,100,,0.003,,
4277.5279,Ar,2.0,NIST,,1995,4277.52786,0.0001,6e-05,4e-05
4277.995,Hg,2.0,NIST,,100w,4277.987,0.003,0.004,0.008
4282.8971,Ar,2.0,NIST,,68,4282.8972,0.0001,8e-05,-0.0001
4286.3567,Ar,2.0,NIST,,6,4286.3567,0.0004,0.0004,0.0
4297.9632,Ar,2.0,NIST,,15,4297.9645,0.0007,0.0003,-0.0013
4300.101,Ar,1.0,NIST,,100,4300.1009,,,0.0
4300.449,Ar,2.0,NIST,,2,4300.4543,0.008,0.0003,-0.005
4300.6493,Ar,2.0,NIST,,85,4300.64931,0.0001,6e-05,-1e-05
4309.0931,Ar,2.0,NIST,,93,4309.09312,0.0001,6e-05,-2e-05
4309.2385,Ar,2.0,NIST,,120,4309.23857,0.0001,8e-05,-7e-05
4327.3364,Ar,2.0,NIST,,3,4327.33647,0.0004,0.00011,-0.0001
4329.4385,Ar,2.0,NIST,,8,4329.4383,0.0011,0.0004,0.0002
4331.1992,Ar,2.0,NIST,,603,4331.19915,0.0001,6e-05,5e-05
4332.0295,Ar,2.0,NIST,,162,4332.02953,0.0001,0.0001,-3e-05
4333.561,Ar,1.0,NIST,,100,4333.5612,,,0.0
4335.338,Ar,1.0,NIST,,50,4335.3378,,,0.0
4337.0705,Ar,2.0,NIST,,54,4337.07046,0.0002,0.00011,4e-05
4337.097,Hg,2.0,NIST,,100c,4337.088,0.004,0.003,0.009
4337.097,Hg,2.0,NIST,,100c,4337.094,0.004,0.003,0.003
4338.2312,Ar,2.0,NIST,,6,4338.23078,0.002,0.00012,0.0004
4339.2232,Hg,1.0,4MOST & NIST,142.9415283203125,50,4339.2228,0.001,0.0009,0.0004
4343.634,Hg,1.0,NIST,,1.3,4343.632,0.02,0.004,0.002
4345.168,Ar,1.0,NIST,,25,4345.1679,,,0.0
4345.8968,Ar,2.0,NIST,,9,4345.89579,0.0014,0.0001,0.001
4347.4945,Hg,1.0,4MOST & NIST,409.6404724121094,150,4347.4951,0.001,0.0009,-0.0006
4348.0635,Ar,2.0,NIST,,1995,4348.06354,0.0001,8e-05,-4e-05
4352.2047,Ar,2.0,NIST,,200,4352.20472,0.0001,0.00013,-2e-05
4358.335,Hg,1.0,4MOST & NIST,56480.6171875,12000,4358.3363,0.001,0.0008,-0.0013
4358.4915,Ar,2.0,NIST,,3,4358.49124,0.0004,8e-05,0.0003
4362.066,Ar,2.0,NIST,,78,4362.06601,0.0001,6e-05,-1e-05
4367.8314,Ar,2.0,NIST,,129,4367.83141,0.0001,0.00012,-1e-05
4370.7529,Ar,2.0,NIST,,617,4370.75295,0.0001,6e-05,-5e-05
4371.3285,Ar,2.0,NIST,,355,4371.32854,0.0001,8e-05,-4e-05
4372.4888,Ar,2.0,NIST,,10,4372.48963,0.0012,6e-05,-0.0008
4374.8574,Ar,2.0,NIST,,30,4374.85779,0.0004,4e-05,-0.0004
4375.954,Ar,2.0,NIST,,209,4375.95402,0.0001,6e-05,-2e-05
4379.2128,Ar,2.0,NIST,,11,4379.21357,0.0017,6e-05,-0.0008
4379.6665,Ar,2.0,NIST,,550,4379.66649,0.0001,0.0001,1e-05
4379.8805,Ar,2.0,NIST,,794,4379.88058,0.0001,6e-05,-8e-05
4382.549,Hg,2.0,NIST,,300u,4382.553,0.004,0.003,-0.004
4382.93,Ar,2.0,NIST,,5,4382.9335,0.002,0.0019,-0.003
4383.7545,Ar,2.0,NIST,,14,4383.75303,0.0009,8e-05,0.0015
4385.0565,Ar,2.0,NIST,,117,4385.05653,0.0001,8e-05,-3e-05
4386.9656,Ar,2.0,NIST,,5,4386.9655,0.0004,0.0004,0.0001
4394.622,Ar,2.0,NIST,,3,4394.61986,0.008,8e-05,0.002
4397.798,Ar,2.0,NIST,,5,4397.7968,0.003,0.0004,0.001
4398.617,Hg,2.0,NIST,,40000,4398.623,0.003,0.004,-0.006
4400.0964,Ar,2.0,NIST,,257,4400.09637,0.0001,8e-05,3e-05
4400.986,Ar,2.0,NIST,,8710,4400.98598,0.0001,8e-05,2e-05
4401.744,Ar,2.0,NIST,,2bl?,4401.75478,0.016,6e-05,-0.011
4404.854,Hg,2.0,NIST,,2h,4404.854,0.006,0.006,0.0
4404.9019,Ar,2.0,NIST,,18,4404.9023,0.0006,0.0003,-0.0004
4406.4696,Ar,2.0,NIST,,10,4406.4698,0.0006,0.0006,-0.0002
4409.0,Ar,2.0,NIST,,0.5?,4409.0102,0.02,0.0004,-0.01
4412.9035,Ar,2.0,NIST,,3,4412.90323,0.0004,8e-05,0.0003
4420.9118,Ar,2.0,NIST,,47,4420.91205,0.0003,0.00012,-0.0003
4425.22,Hg,2.0,NIST,,3300h,4425.223,0.004,0.003,-0.003
4426.0008,Ar,2.0,NIST,,1514,4426.0008,0.0001,5e-05,0.0
4430.1885,Ar,2.0,NIST,,661,4430.18862,0.0001,8e-05,-0.00012
4430.9959,Ar,2.0,NIST,,251,4430.99589,0.0001,8e-05,1e-05
4433.8377,Ar,2.0,NIST,,120,4433.83789,0.0001,0.00018,-0.00019
4438.1173,Ar,2.0,NIST,,7,4438.11698,0.0004,0.0002,0.0003
4438.808,Ar,2.0,NIST,,1,4438.80939,0.008,0.00012,-0.001
4439.4611,Ar,2.0,NIST,,95,4439.4611,0.0001,8e-05,0.0
4439.8786,Ar,2.0,NIST,,22,4439.87923,0.0004,6e-05,-0.0006
4440.1213,Ar,2.0,NIST,,13,4440.1211,0.0009,6e-05,0.0002
4445.846,Ar,2.0,NIST,,5,4445.84791,0.002,0.00022,-0.0019
4448.4587,Ar,2.0,NIST,,14,4448.45934,0.0006,8e-05,-0.0006
4448.8791,Ar,2.0,NIST,,166,4448.87916,0.0001,6e-05,-6e-05
4449.521,Ar,2.0,NIST,,7,4449.5203,0.003,0.0003,0.001
4454.395,Hg,2.0,NIST,,200h,4454.39,0.003,0.004,0.005
4455.486,Hg,2.0,NIST,,70h,4455.486,0.003,0.003,0.0
4456.55,Ar,2.0,NIST,,1,4456.55075,0.02,0.00018,-0.001
4458.885,Ar,2.0,NIST,,1h,4458.87904,0.008,0.00014,0.006
4459.053,Hg,2.0,NIST,,150h,,0.003,,
4460.5558,Ar,2.0,NIST,,35,4460.55706,0.0004,8e-05,-0.0013
4463.878,Hg,2.0,NIST,,700c,4463.878,0.004,0.003,0.0
4474.7591,Ar,2.0,NIST,,347,4474.75916,0.0001,8e-05,-6e-05
4481.8104,Ar,2.0,NIST,,646,4481.81045,0.0001,6e-05,-5e-05
4490.9813,Ar,2.0,NIST,,48,4490.98136,0.0002,6e-05,-6e-05
4491.552,Hg,2.0,NIST,,2000,,0.003,,
4492.831,Hg,2.0,NIST,,2800,4492.8309,0.003,0.0017,0.0
4498.5374,Ar,2.0,NIST,,25,4498.5383,0.0005,0.0003,-0.0009
4502.9265,Ar,2.0,NIST,,42,4502.9272,0.0003,0.0004,-0.0007
4503.08,Ar,2.0,NIST,,1h,4503.0881,0.02,6e-05,-0.008
4509.957,Ar,2.0,NIST,,2,4509.9643,0.008,0.0003,-0.007
4510.733,Ar,1.0,NIST,,100,4510.7334,,,0.0
4516.095,Ar,2.0,NIST,,1h,4516.10273,0.008,7e-05,-0.008
