element,sp_num,obs_wl_air(A),unc_obs_wl,ritz_wl_air(A),unc_ritz_wl,obs-ritz,intens,Aki(s^-1),Acc,Type,
Cs,2,4890.7128,0.0005,4890.7121,0.0003,0.0007,3200,,,,
Cs,2,4892.686,0.003,4892.6869,0.0003,-0.001,260,,,,
Cs,2,4894.3771,0.0013,4894.3796,0.0004,-0.0025,270,,,,
Cs,2,4895.1382,0.0006,4895.1368,0.0003,0.0014,6500,,,,
Cs,2,4895.856,0.004,4895.8557,0.0003,0.000,84,,,,
Cs,2,4898.5587,0.0015,4898.5597,0.0003,-0.0010,2300,,,,
Cs,2,4907.1183,0.0019,4907.1174,0.0004,0.0009,14,,,,
Cs,2,4909.617,0.003,4909.6127,0.0004,0.004,11,,,,
Cs,2,4914.2382,0.0018,4914.2328,0.0004,0.0054,2800,,,,
Cs,2,4917.7575,0.0011,4917.7535,0.0004,0.0040,280,,,,
Cs,2,4922.7909,0.0011,4922.7919,0.0004,-0.0010,180,,,,
Cs,2,4924.114,0.004,4924.1187,0.0003,-0.005,22,,,,
Cs,2,4925.7001,0.0013,4925.6986,0.0003,0.0015,1700,,,,
Cs,2,4929.0584,0.0005,4929.0612,0.0005,-0.0028,2600,,,,
Cs,2,4930.8112,0.0019,4930.8096,0.0003,0.0016,730,,,,
Cs,2,4938.201,0.002,4938.2026,0.0004,-0.0016,110,,,,
Cs,2,4942.9435,0.0005,4942.9412,0.0004,0.0023,3400,,,,
Cs,2,4946.651,0.002,4946.6433,0.0006,0.0077,390,,,,
Cs,2,4952.8526,0.0005,4952.8523,0.0004,0.0003,3700000,,,,
Cs,2,4954.5774,0.0005,4954.5788,0.0003,-0.0014,11000,,,,
Cs,2,4961.2740,0.0014,4961.2730,0.0003,0.0010,370,,,,
Cs,2,4965.409,0.002,4965.4097,0.0003,-0.0007,190,,,,
Cs,2,4965.616,0.002,4965.6179,0.0003,-0.0019,120,,,,
Cs,2,4972.5965,0.0004,4972.5963,0.0003,0.0002,820000,,,,
Cs,2,4973.977,0.004,4973.9786,0.0004,-0.002,200,,,,
Cs,2,4980.569,0.002,4980.5712,0.0004,-0.0022,660,,,,
Cs,2,4981.6242,0.0004,4981.6234,0.0004,0.0008,26000,,,,
Cs,2,4984.719,0.002,4984.7199,0.0004,-0.0009,160,,,,
Cs,2,4989.777,0.004,4989.7848,0.0006,-0.008,82,,,,
Cs,2,4991.1314,0.0020,4991.1292,0.0004,0.0022,1600,,,,
Cs,2,4998.0855,0.0014,4998.0862,0.0003,-0.0007,110,,,,
Cs,2,5001.5799,0.0004,5001.5787,0.0003,0.0012,20000,,,,
Cs,2,5002.2936,0.0012,5002.2877,0.0010,0.0059,490,,,,
Cs,2,5013.0092,0.0009,5013.0094,0.0004,-0.0002,16000,,,,
Cs,2,5029.525,0.002,5029.5274,0.0004,-0.0024,1000,,,,
Cs,2,5035.817,0.003,5035.8149,0.0004,0.002,280,,,,
Cs,2,5041.9578,0.0004,5041.9577,0.0003,0.0001,21000,,,,
Cs,2,5043.8028,0.0004,5043.8026,0.0004,0.0002,2700000,,,,
Cs,2,5048.2220,0.0017,5048.2219,0.0003,0.0001,3900,,,,
Cs,2,5052.6900,0.0004,5052.6901,0.0003,-0.0001,92000,,,,
Cs,2,5059.8686,0.0007,5059.8690,0.0003,-0.0004,280000,,,,
Cs,2,5060.9363,0.0018,5060.9367,0.0003,-0.0004,210,,,,
Cs,2,5070.6777,0.0004,5070.6779,0.0003,-0.0002,6000,,,,
Cs,2,5074.4444,0.0015,5074.4432,0.0004,0.0012,1000,,,,
Cs,2,5080.1165,0.0004,5080.1171,0.0004,-0.0006,17000,,,,
Cs,2,5081.7700,0.0004,5081.7699,0.0003,0.0001,47000,,,,
Cs,2,5082.074,0.003,5082.0779,0.0004,-0.004,240,,,,
Cs,2,5083.255,0.003,5083.2601,0.0003,-0.005,680,,,,
Cs,2,5096.5974,0.0004,5096.5972,0.0003,0.0002,290000,,,,
Cs,2,5109.3258,0.0018,5109.3269,0.0004,-0.0011,130,,,,
Cs,2,5125.968,0.003,5125.9694,0.0003,-0.001,21,,,,
Cs,2,5139.397,0.002,5139.3961,0.0003,0.0009,310,,,,
Cs,2,5142.2340,0.0018,5142.2348,0.0004,-0.0008,61,,,,
Cs,1,5152.6813,0.0005,5152.68344,0.00014,-0.0021,,,,,
Cs,2,5159.441,0.002,5159.4499,0.0004,-0.0089,20,,,,
Cs,2,5159.5371,0.0016,5159.5434,0.0005,-0.0063,120,,,,
Cs,2,5173.689,0.003,5173.6890,0.0003,0.000,220,,,,
Cs,2,5181.879,0.003,5181.8789,0.0004,0.000,260,,,,
Cs,2,5182.3197,0.0018,5182.3227,0.0004,-0.0030,2900,,,,
Cs,1,5196.7343,0.0005,5196.73753,0.00014,-0.0032,,,,,
Cs,2,5200.8146,0.0005,5200.8143,0.0003,0.0003,4400,,,,
Cs,2,5205.876,0.002,5205.8744,0.0003,0.0016,150,,,,
Cs,2,5207.322,0.004,5207.3251,0.0004,-0.003,340,,,,
Cs,2,5209.5813,0.0004,5209.5813,0.0004,0.0000,650000,,,,
Cs,2,5219.867,0.005,5219.8655,0.0004,0.001,600,,,,
Cs,2,5221.505,0.003,5221.5030,0.0004,0.002,1000,,,,
Cs,2,5227.0362,0.0018,5227.0372,0.0005,-0.0010,7500000,,,,
Cs,2,5249.3850,0.0004,5249.3849,0.0004,0.0001,2900000,,,,
Cs,1,5256.5633,0.0005,5256.56738,0.00014,-0.0041,,,,,
Cs,2,5256.5942,0.0012,5256.5958,0.0004,-0.0016,4900,,,,
Cs,2,5258.217,0.003,5258.2229,0.0003,-0.006,640,,,,
Cs,2,5263.1804,0.0004,5263.1801,0.0005,0.0003,9400,,,,
Cs,2,5274.0540,0.0004,5274.0539,0.0005,0.0001,1100000,,,,
Cs,2,5275.402,0.004,5275.40176,0.00022,0.000,330,,,,
Cs,2,5284.858,0.002,5284.8614,0.0004,-0.0034,120,,,,
Cs,1,5301.40,0.02,5301.44916,0.00006,-0.049,,,,,
Cs,1,5303.7766,0.0005,5303.78353,0.00006,-0.0069,,,,,
Cs,2,5306.5954,0.0004,5306.5953,0.0003,0.0001,130000,,,,
Cs,2,5314.163,0.007,5314.1645,0.0004,-0.002,130,,,,
Cs,2,5315.2576,0.0005,5315.2583,0.0004,-0.0007,6300,,,,
Cs,2,5319.750,0.005,5319.7452,0.0003,0.005,40,,,,
Cs,2,5339.760,0.003,5339.7642,0.0003,-0.004,880,,,,
Cs,1,5340.9418,0.0005,5340.94508,0.00015,-0.0033,,,,,
Cs,2,5349.1315,0.0005,5349.1319,0.0004,-0.0004,1000000,,,,
Cs,1,5350.3512,0.0005,5350.35446,0.00006,-0.0033,,,,,
Cs,2,5358.4325,0.0004,5358.4326,0.0004,-0.0001,17000,,,,
Cs,2,5369.225,0.004,5369.2266,0.0003,-0.002,640,,,,
Cs,2,5370.9877,0.0004,5370.9876,0.0005,0.0001,2200000,,,,
Cs,2,5387.1793,0.0006,5387.1792,0.0003,0.0001,2000,,,,
Cs,2,5402.7847,0.0004,5402.7846,0.0004,0.0001,120000,,,,
Cs,1,5406.6672,0.0005,5406.66919,0.00006,-0.0020,,,,,
Cs,2,5407.1899,0.0004,5407.1900,0.0004,-0.0001,10000,,,,
Cs,2,5407.4374,0.0018,5407.4355,0.0005,0.0019,2000,,,,
Cs,1,5413.6145,0.0005,5413.62102,0.00006,-0.0065,,,,,
Cs,1,5414.28,0.02,5414.29592,0.00015,-0.016,,,,,
Cs,2,5419.6727,0.0004,5419.6727,0.0004,0.0000,290000,,,,
Cs,2,5420.461,0.004,5420.4626,0.0003,-0.002,760,,,,
Cs,2,5431.019,0.003,5431.0198,0.0004,-0.001,180,,,,
Cs,1,5461.9231,0.0005,5461.92371,0.00007,-0.0006,,,,,
Cs,2,5463.8,0.3,5463.8458,0.0003, 0.0,75bl,,,,
Cs,1,5465.9443,0.0005,5465.94378,0.00015,0.0005,bl,,,,
Cs,2,5485.4738,0.0018,5485.4729,0.0006,0.0009,1800,,,,
Cs,2,5487.694,0.005,5487.6937,0.0004,0.000,140,,,,
Cs,2,5492.691,0.005,5492.6914,0.0005, 0.000,54,,,,
Cs,2,5501.022,0.010,5501.0308,0.0004,-0.009,29,,,,
Cs,1,5502.8843,0.0005,5502.88485,0.00007,-0.0006,,,,,
Cs,1,5503.8524,0.0005,5503.85631,0.00015,-0.0039,,,,,
Cs,2,5507.1315,0.0004,5507.1314,0.0007,0.0001,30000,,,,
Cs,2,5551.217,0.003,5551.2134,0.0005,0.004,190,,,,
Cs,2,5563.0244,0.0005,5563.0240,0.0005,0.0004,3900000,,,,
Cs,1,5568.4078,0.0005,5568.41012,0.00007,-0.0023,,,,,
Cs,1,5573.6740,0.0005,5573.67718,0.00007,-0.0032,,,,,
Cs,2,5579.0285,0.0004,5579.0286,0.0004,-0.0001,28000,,,,
Cs,2,5583.902,0.007,5583.9021,0.0022, 0.000,25,,,,
Cs,2,5585.5670,0.0004,5585.5667,0.0006,0.0003,26000,,,,
Cs,2,5589.882,0.007,5589.8877,0.0004,-0.006,17,,,,
Cs,2,5609.373,0.004,5609.3793,0.0004,-0.006,770,,,,
Cs,2,5617.414,0.003,5617.4169,0.0005,-0.003,360,,,,
Cs,2,5628.1528,0.0016,5628.1520,0.0004,0.0008,340,,,,
Cs,2,5628.3536,0.0011,5628.3533,0.0006,0.0003,18000,,,,
Cs,1,5635.2123,0.0005,5635.21336,0.00007,-0.0011,,,,,
Cs,1,5636.67,0.02,5636.69149,0.00016,-0.021,,,,,
Cs,2,5649.9965,0.0014,5649.9967,0.0005,-0.0002,1700,,,,
Cs,2,5650.262,0.007,5650.2647,0.0006,-0.003,65,,,,
Cs,2,5650.671,0.006,5650.6664,0.0004,0.005,120,,,,
Cs,2,5655.260,0.005,5655.2622,0.0004,-0.002,79,,,,
Cs,2,5659.415,0.007,5659.4136,0.0004,0.001,82,,,,
Cs,1,5664.0183,0.0005,5664.01769,0.00016,0.0006,bl,,,,
Cs,2,5666.980,0.003,5666.9830,0.0006,-0.003,290,,,,
Cs,2,5688.664,0.004,5688.6655,0.0004,-0.002,2800,,,,
Cs,2,5693.777,0.006,5693.782,0.004,-0.005,29,,,,
Cs,2,5700.767,0.004,5700.7673,0.0005, 0.000,890,,,,
Cs,2,5725.506,0.003,5725.5067,0.0004,-0.001,530,,,,
Cs,2,5744.753,0.003,5744.7538,0.0020,-0.001,1100,,,,
Cs,1,5745.7244,0.0005,5745.72334,0.00007,0.0011,,,,,
Cs,2,5755.280,0.004,5755.2792,0.0004,0.001,500,,,,
Cs,2,5757.099,0.003,5757.1040,0.0004,-0.005,15,,,,
Cs,2,5766.744,0.007,5766.745,0.010,-0.001,24,,,,
Cs,2,5772.995,0.003,5772.9966,0.0004,-0.002,240,,,,
Cs,2,5783.222,0.009,5783.2112,0.0004,0.011,19,,,,
Cs,2,5793.653,0.005,5793.6565,0.0005,-0.003,55,,,,
Cs,2,5807.9538,0.0008,5807.9504,0.0005,0.0034,2000,,,,
Cs,2,5812.7507,0.0008,5812.7496,0.0005,0.0011,4100,,,,
Cs,2,5814.1640,0.0007,5814.1641,0.0005,-0.0001,450000,,,,
Cs,2,5831.1406,0.0007,5831.1404,0.0005,0.0002,2400000,,,,
Cs,2,5836.4,0.3,5836.3945,0.0005,0.0,270bl,,,,
Cs,1,5838.8347,0.0005,5838.83404,0.00017,0.0007,bl,,,,
Cs,1,5845.1410,0.0005,5845.14139,0.00007,-0.0004,,,,,
Cs,2,5845.8445,0.0006,5845.8445,0.0009, 0.0000,16000,,,,
Cs,2,5853.7895,0.0014,5853.7884,0.0004,0.0011,1400,,,,
Cs,2,5854.9482,0.0008,5854.9487,0.0004,-0.0005,3900,,,,
Cs,2,5863.6904,0.0006,5863.6903,0.0006,0.0001,41000,,,,
Cs,2,5867.186,0.007,5867.186,0.010,0.000,20,,,,
Cs,2,5869.0550,0.0019,5869.0554,0.0004,-0.0004,570,,,,
Cs,2,5871.796,0.008,5871.7957,0.0005,0.000,38,,,,
Cs,2,5877.707,0.005,5877.7134,0.0006,-0.006,61,,,,
Cs,2,5881.938,0.003,5881.9414,0.0005,-0.003,150i,,,,
Cs,2,5882.888,0.004,5882.8885,0.0004, 0.000,1400,,,,
Cs,2,5886.5083,0.0008,5886.5068,0.0006,0.0015,20000,,,,
Cs,2,5892.7572,0.0007,5892.7582,0.0005,-0.0010,1700,,,,
Cs,2,5894.821,0.003,5894.8202,0.0006,0.001,2400,,,,
Cs,2,5897.758,0.003,5897.7579,0.0004,0.000,2700,,,,
Cs,2,5911.334,0.003,5911.3374,0.0007,-0.003,430,,,,
Cs,2,5925.6311,0.0005,5925.6312,0.0008,-0.0001,5100000,,,,
Cs,2,5934.252,0.003,5934.2435,0.0005,0.009,740,,,,
Cs,2,5935.2833,0.0007,5935.2845,0.0004,-0.0012,11000,,,,
Cs,2,5958.0505,0.0005,5958.0502,0.0004,0.0003,8700,,,,
Cs,2,5977.1437,0.0005,5977.1440,0.0004,-0.0003,17000,,,,
Cs,2,5982.5375,0.0007,5982.5363,0.0005,0.0012,3500,,,,
Cs,2,5982.831,0.005,5982.8368,0.0006,-0.006,720,,,,
Cs,2,5983.318,0.005,5983.3165,0.0004,0.001,450,,,,
Cs,2,5984.3867,0.0004,5984.3867,0.0006, 0.0000,140000,,,,
Cs,2,5999.5120,0.0005,5999.5122,0.0006,-0.0002,3400,,,,
Cs,2,6009.4409,0.0013,6009.4403,0.0005,0.0006,3000,,,,
Cs,1,6010.4905,0.0005,6010.49010,0.00018,0.0004,bl,,,,
Cs,2,6028.1883,0.0005,6028.1898,0.0005,-0.0015,910,,,,
Cs,2,6032.422,0.005,6032.4211,0.0005,0.001,37,,,,
Cs,1,6034.0895,0.0005,6034.08916,0.00018,0.0003,,,,,
Cs,2,6039.542,0.005,6039.5358,0.0005,0.006,280,,,,
Cs,2,6039.846,0.006,6039.851,0.007,-0.005,160,,,,
Cs,2,6068.3918,0.0007,6068.3922,0.0005,-0.0004,900,,,,
Cs,2,6076.7224,0.0005,6076.7224,0.0005, 0.0000,76000,,,,
Cs,2,6077.809,0.003,6077.8023,0.0005,0.007,640,,,,
Cs,2,6078.8932,0.0009,6078.8943,0.0004,-0.0011,1900,,,,
Cs,2,6098.7502,0.0006,6098.7520,0.0005,-0.0018,18000,,,,
Cs,2,6099.943,0.009,6099.9445,0.0005,-0.001,56,,,,
Cs,2,6102.4093,0.0006,6102.4104,0.0005,-0.0011,900,,,,
Cs,2,6109.816,0.005,6109.8230,0.0015,-0.007,600,,,,
Cs,1,6116.52,0.02,6116.4877,0.0004,0.032,,,,,
Cs,2,6116.536,0.014,6116.496,0.007,0.040,220,,,,
Cs,2,6122.424,0.004,6122.4224,0.0006,0.002,77,,,,
Cs,2,6128.6069,0.0005,6128.6072,0.0006,-0.0003,980000,,,,
Cs,2,6132.5,0.4,6132.5320,0.0005, 0.0,400bl,,,,
Cs,2,6144.301,0.013,6144.334,0.005,-0.033,120,,,,
Cs,1,6150.38,0.02,6150.3846,0.0004,-0.005,,,,,
Cs,2,6151.1905,0.0005,6151.1882,0.0005,0.0023,6500,,,,
Cs,1,6153.2381,0.0005,6153.22982,0.00010,0.0083,,,,,
Cs,2,6163.887,0.003,6163.8847,0.0005,0.002,1400,,,,
Cs,2,6165.5035,0.0006,6165.5026,0.0005,0.0009,3300,,,,
Cs,2,6170.400,0.003,6170.3932,0.0005,0.007,42,,,,
Cs,2,6172.8803,0.0007,6172.8781,0.0005,0.0022,2100,,,,
Cs,2,6179.857,0.005,6179.8577,0.0006,-0.001,670,,,,
Cs,1,6187.5442,0.0005,6187.53739,0.00011,0.0068,,,,,
Cs,2,6190.895,0.002,6190.8873,0.0005,0.0077,640,,,,
Cs,2,6191.985,0.004,6191.9872,0.0005,-0.002,370,,,,
Cs,1,6193.6689,0.0005,6193.6649,0.0004,0.0040,,,,,
Cs,1,6213.0998,0.0005,6213.10009,0.00020,-0.0003,,,,,
Cs,2,6214.4722,0.0005,6214.4711,0.0005,0.0011,9900,,,,
Cs,1,6217.5986,0.0005,6217.59804,0.00020,0.0006,,,,,
Cs,2,6223.431,0.003,6223.4352,0.0005,-0.004,290,,,,
Cs,2,6227.740,0.004,6227.7440,0.0004,-0.004,230,,,,
Cs,1,6231.3490,0.0005,6231.34537,0.00011,0.0036,,,,,
Cs,2,6244.311,0.003,6244.3158,0.0005,-0.005,120,,,,
Cs,1,6250.2149,0.0005,6250.2126,0.0004,0.0023,D,,,,
Cs,2,6273.5076,0.0006,6273.5066,0.0005,0.0010,2800,,,,
Cs,2,6287.6120,0.0011,6287.6058,0.0005,0.0062,5300,,,,
Cs,1,6288.5927,0.0005,6288.58827,0.00011,0.0044,D,,,,
Cs,2,6298.068,0.005,6298.085,0.004,-0.017,33,,,,
Cs,2,6298.976,0.012,6299.002,0.004,-0.026,14,,,,
Cs,2,6308.0144,0.0015,6308.0148,0.0005,-0.0004,1300,,,,
Cs,2,6320.777,0.005,6320.7778,0.0005,-0.001,63,,,,
Cs,2,6321.505,0.006,6321.4917,0.0008,0.013,77,,,,
Cs,1,6326.2034,0.0005,6326.1997,0.0004,0.0037,D,,,,
Cs,2,6330.201,0.007,6330.201,0.010, 0.000,75,,,,
Cs,2,6333.618,0.007,6333.619,0.008,-0.001,510,,,,
Cs,2,6335.041,0.004,6335.040,0.006,0.001,210,,,,
Cs,2,6342.724,0.003,6342.7241,0.0005, 0.000,1200,,,,
Cs,2,6343.7639,0.0007,6343.7646,0.0005,-0.0007,2400,,,,
Cs,1,6354.5548,0.0005,6354.55455,0.00020,0.0002,bl,,,,
Cs,2,6357.8558,0.0008,6357.8567,0.0005,-0.0009,1300,,,,
Cs,1,6365.5226,0.0005,6365.51989,0.00011,0.0027,D,,,,
Cs,2,6367.088,0.006,6367.0745,0.0021,0.014,290,,,,
Cs,2,6399.671,0.004,6399.6701,0.0006,0.001,620,,,,
Cs,2,6408.451,0.005,6408.4583,0.0013,-0.007,340,,,,
Cs,2,6409.441,0.005,6409.443,0.007,-0.002,48,,,,
Cs,2,6414.1823,0.0008,6414.1816,0.0006,0.0007,850,,,,
Cs,2,6419.5247,0.0006,6419.5251,0.0007,-0.0004,200000,,,,
Cs,1,6431.9662,0.0005,6431.9630,0.0004,0.0032,,,,,
Cs,2,6438.172,0.003,6438.174,0.003,-0.002,290,,,,
Cs,2,6440.094,0.006,6440.101,0.005,-0.007,53,,,,
Cs,2,6440.853,0.003,6440.8581,0.0005,-0.005,1140,,,,
Cs,2,6442.650,0.008,6442.6525,0.0006,-0.003,21,,,,
Cs,2,6443.876,0.003,6443.8795,0.0005,-0.004,280,,,,
Cs,2,6470.4758,0.0006,6470.4746,0.0005,0.0012,6900,,,,
Cs,1,6472.6196,0.0005,6472.6172,0.0003,0.0024,,,,,
Cs,2,6477.647,0.003,6477.6487,0.0005,-0.002,280,,,,
Cs,2,6485.252,0.003,6485.250,0.004,0.002,190,,,,
Cs,2,6489.386,0.003,6489.3823,0.0005,0.004,810,,,,
Cs,2,6495.5326,0.0006,6495.5329,0.0007,-0.0003,830000,,,,
Cs,2,6497.988,0.002,6497.9896,0.0005,-0.0016,670,,,,
Cs,2,6516.028,0.003,6516.0307,0.0006,-0.003,240,,,,
Cs,2,6520.168,0.006,6520.172,0.008,-0.004,95,,,,
Cs,2,6524.495,0.005,6524.4909,0.0005,0.004,66,,,,
Cs,2,6526.576,0.019,6526.5746,0.0005,0.001,89,,,,
Cs,2,6532.305,0.005,6532.288,0.005,0.017,240,,,,
Cs,2,6536.4448,0.0008,6536.4450,0.0006,-0.0002,1000000,,,,
Cs,2,6548.078,0.003,6548.062,0.003,0.016,610,,,,
Cs,2,6552.361,0.006,6552.3694,0.0005,-0.008,49,,,,
Cs,2,6555.405,0.006,6555.401,0.004,0.004,80,,,,
Cs,2,6561.0458,0.0007,6561.0447,0.0005,0.0011,1440,,,,
Cs,2,6563.308,0.004,6563.318,0.004,-0.010,230,,,,
Cs,2,6569.174,0.003,6569.1722,0.0006,0.002,190,,,,
Cs,2,6570.445,0.007,6570.4478,0.0005,-0.003,170,,,,
Cs,2,6574.069,0.009,6574.075,0.010,-0.006,44,,,,
Cs,2,6574.515,0.010,6574.513,0.005,0.002,53,,,,
Cs,2,6575.509,0.004,6575.5193,0.0006,-0.010,200,,,,
Cs,1,6586.0216,0.0005,6586.0192,0.0004,0.0024,,,,,
Cs,1,6586.5096,0.0005,6586.50973,0.00022,-0.0001,,,,,
Cs,2,6598.802,0.007,6598.7980,0.0005,0.004,44,,,,
Cs,2,6599.530,0.003,6599.528,0.004,0.002,190,,,,
Cs,2,6601.833,0.004,6601.8414,0.0005,-0.008,210,,,,
Cs,2,6606.939,0.003,6606.939,0.004,0.000,180,,,,
Cs,2,6620.8581,0.0005,6620.8581,0.0006, 0.0000,12000,,,,
Cs,2,6628.0075,0.0005,6628.0074,0.0007,0.0001,53000,,,,
Cs,1,6628.6576,0.0005,6628.6569,0.0003,0.0007,,,,,
Cs,2,6638.249,0.004,6638.2447,0.0005,0.004,200,,,,
Cs,2,6646.5663,0.0005,6646.5663,0.0007, 0.0000,880000,,,,
Cs,2,6652.356,0.014,6652.377,0.005,-0.021,140,,,,
Cs,2,6663.8645,0.0007,6663.8645,0.0007, 0.0000,11000,,,,
Cs,2,6664.853,0.006,6664.853,0.004, 0.000,120,,,,
Cs,2,6668.001,0.004,6668.026,0.003,-0.025,380,,,,
Cs,2,6669.7766,0.0009,6669.7760,0.0005,0.0006,1200,,,,
Cs,2,6682.562,0.004,6682.563,0.005,-0.001,94,,,,
Cs,2,6690.631,0.007,6690.641,0.004,-0.010,38,,,,
Cs,2,6699.3713,0.0010,6699.3734,0.0005,-0.0021,960,,,,
Cs,2,6705.920,0.004,6705.9186,0.0023,0.001,330,,,,
Cs,1,6707.6859,0.0021,6707.6815,0.0005,0.0044,25,,,,
Cs,2,6708.7964,0.0006,6708.7948,0.0005,0.0016,2800,,,,
Cs,1,6723.2838,0.0009,6723.28979,0.00023,-0.0060,33000,,,,
Cs,2,6724.4656,0.0005,6724.4659,0.0007,-0.0003,960000,,,,
Cs,2,6728.781,0.004,6728.7805,0.0005,0.001,160,,,,
Cs,2,6735.0677,0.0006,6735.0675,0.0006,0.0002,1600,,,,
Cs,1,6743.969,0.003,6743.9643,0.0014,0.005,31,,,,
Cs,2,6746.111,0.006,6746.115,0.007,-0.004,32,,,,
Cs,2,6758.741,0.003,6758.7416,0.0006,-0.001,470,,,,
Cs,2,6766.065,0.004,6766.0717,0.0006,-0.007,35,,,,
Cs,2,6769.908,0.005,6769.889,0.003,0.019,29,,,,
Cs,2,6779.286,0.008,6779.287,0.009,-0.001,710,,,,
Cs,2,6779.554,0.006,6779.555,0.005,-0.001,990,,,,
Cs,2,6787.576,0.006,6787.553,0.005,0.023,70,,,,
Cs,2,6799.586,0.007,6799.596,0.009,-0.010,28,,,,
Cs,2,6801.563,0.005,6801.5666,0.0006,-0.004,49,,,,
Cs,1,6824.6513,0.0005,6824.6493,0.0005,0.0020,,,,,
Cs,2,6831.349,0.003,6831.351,0.004,-0.002,260,,,,
Cs,2,6850.1776,0.0019,6850.1777,0.0006,-0.0001,8700,,,,
Cs,2,6863.7174,0.0006,6863.7169,0.0006,0.0005,4700,,,,
Cs,1,6870.4544,0.0005,6870.45316,0.00017,0.0012,,,,,
Cs,2,6871.169,0.005,6871.1675,0.0006,0.002,15,,,,
Cs,2,6892.4173,0.0007,6892.4171,0.0006,0.0002,18000,,,,
Cs,2,6925.422,0.005,6925.4119,0.0015,0.010,1400,,,,
Cs,2,6946.6266,0.0009,6946.6286,0.0006,-0.0020,2700,,,,
Cs,2,6955.4998,0.0006,6955.4998,0.0008,0.0000,3700000,,,,
Cs,1,6973.2966,0.0005,6973.29642,0.00025,0.0002,,,,,
Cs,2,6979.6680,0.0006,6979.6684,0.0007,-0.0004,1600000,,,,
Cs,1,6983.4912,0.0005,6983.49607,0.00025,-0.0049,,,,,
Cs,2,6993.3350,0.0008,6993.3339,0.0010,0.0011,4400,,,,
Cs,2,7016.7131,0.0005,7016.7132,0.0007,-0.0001,11000,,,,
Cs,1,7026.6801,0.0011,7026.6766,0.0006,0.0035,100,,,,
Cs,1,7061.7815,0.0013,7061.7788,0.0006,0.0027,130,,,,
Cs,2,7085.6660,0.0008,7085.6663,0.0008,-0.0003,39000,,,,
Cs,2,7110.375,0.011,7110.383,0.004,-0.008,2700,,,,
Cs,2,7121.1697,0.0005,7121.1697,0.0007,0.0000,85000,,,,
Cs,2,7123.8696,0.0010,7123.8692,0.0007,0.0004,1200,,,,
Cs,2,7130.5399,0.0005,7130.5405,0.0008,-0.0006,230000,,,,
Cs,2,7135.873,0.003,7135.871,0.003,0.002,5700,,,,
Cs,2,7139.5249,0.0009,7139.5236,0.0006,0.0013,610,,,,
Cs,2,7149.5414,0.0005,7149.5415,0.0010,-0.0001,1300000,,,,
Cs,2,7160.8965,0.0005,7160.8965,0.0007,0.0000,160000,,,,
Cs,2,7188.3698,0.0005,7188.3692,0.0007,0.0006,63000,,,,
