element,sp_num,obs_wl_air(A),unc_obs_wl,ritz_wl_air(A),unc_ritz_wl,obs-ritz,intens,Aki(s^-1),Acc,Type,
Ar,2,3869.614,0.006,3869.61963,0.00005,-0.006,2h,6.e+05,C,,
Ar,2,3872.1361,0.0007,3872.13701,0.00006,-0.0009,11,1.5e+07,C,,
Ar,2,3875.2641,0.0001,3875.26405,0.00009,0.00005,78,8.2e+06,B,,
Ar,2,3880.3323,0.0005,3880.33288,0.00011,-0.0006,15,2.32e+07,B,,
Ar,2,3883.14,0.02,3883.14212,0.00005,-0.002,0h,,,,
Ar,2,3891.4011,0.0006,3891.40123,0.00011,-0.0001,14,4.3e+06,B,,
Ar,2,3891.9787,0.0002,3891.97869,0.00008,0.00001,50,6.3e+06,C,,
Ar,1,,,3894.6601,,,,5.7e+04,D,,
Ar,2,3895.2506,0.0014,3895.24947,0.00009,0.0011,5,,,,
Ar,2,3900.6251,0.0010,3900.62636,0.00006,-0.0013,8,7.2e+06,B,,
Ar,2,3906.95,0.04,3906.93849,0.00014,0.01,0bl?,,,,
Ar,2,3911.5759,0.0011,3911.57587,0.00008,0.0000,6,7.7e+06,C+,,
Ar,2,3914.7674,0.0004,3914.76695,0.00008,0.0004,25,3.7e+06,B,,
Ar,2,3915.516,0.012,3915.5287,0.0003,-0.013,1bl,,,,
Ar,2,3917.7669,0.0013,3917.76691,0.00007, 0.0000,5,1.e+05,C,,
Ar,2,3922.359,0.006,3922.35796,0.00007,0.001,2,3.e+05,C,,
Ar,2,3922.528,0.006,3922.52967,0.00007,-0.002,1h,,,,
Ar,2,3923.556,0.006,3923.555,0.006,0.001,1,,,,
Ar,2,3925.7186,0.0001,3925.71849,0.00007,0.00011,129,1.4e+08,D,,
Ar,2,3926.0451,0.0006,3926.04544,0.00005,-0.0003,13,,,,
Ar,2,3928.6227,0.0001,3928.62282,0.00007,-0.00012,191,2.44e+07,B,,
Ar,2,3931.2353,0.0006,3931.23548,0.00011,-0.0002,17,2.0e+06,B,,
Ar,2,3932.5463,0.0001,3932.54638,0.00007,-0.00008,91,9.3e+07,C,,
Ar,2,3933.17,0.04,3933.18691,0.00004,-0.02,2bl,,,,
Ar,2,3935.275,0.006,3935.28178,0.00014,-0.007,1,,,,
Ar,2,3938.843,0.006,3938.84385,0.00007,-0.001,1,,,,
Ar,2,3944.2712,0.0002,3944.27124,0.00007,-0.00004,49,4.1e+06,B,,
Ar,2,3946.0969,0.0001,3946.09692,0.00005,-0.00002,204,1.4e+08,D,,
Ar,1,3947.505,,3947.50472,,0.000,7,5.6e+04,C+,,
Ar,1,3948.979,,3948.97881,,0.000,35,4.6e+05,B,,
Ar,2,3952.7280,0.0005,3952.72882,0.00007,-0.0008,16,2.08e+07,B,,
Ar,2,3958.3790,0.0012,3958.37988,0.00007,-0.0009,7,3.8e+06,B,,
Ar,2,3968.3589,0.0002,3968.35887,0.00007,0.00003,59,4.8e+06,B,,
Ar,2,3974.4764,0.0002,3974.47629,0.00004,0.00011,50,2.0e+06,D,,
Ar,2,3974.7582,0.0006,3974.75854,0.00007,-0.0003,15,9.e+05,D,,
Ar,2,3979.3554,0.0001,3979.35543,0.00008,-0.00003,87,9.8e+07,C,,
Ar,2,3980.42,0.02,3980.4335,0.0003,-0.014,0,,,,
Ar,2,3988.1573,0.0006,3988.15725,0.00007,0.0000,12,4.1e+06,B,,
Ar,2,3992.0531,0.0004,3992.05304,0.00007,0.0001,21,1.6e+06,B,,
Ar,2,3994.7916,0.0002,3994.79193,0.00010,-0.00033,58,1.6e+08,E,,
Ar,2,3999.2518,0.0003,3999.25192,0.00021,-0.0001,4,,,,
Ar,2,4001.1378,0.0003,4001.13759,0.00013,0.0002,3,6.e+05,C,,
Ar,2,4005.3620,0.0009,4005.3627,0.0003,-0.0007,10,,,,
Ar,2,4007.632,0.008,4007.62828,0.00007,0.004,2,,,,
Ar,2,4011.2084,0.0006,4011.20922,0.00005,-0.0008,12,3.1e+06,D,,
Ar,2,4013.8561,0.0001,4013.85610,0.00008, 0.00000,145,1.05e+07,A,,
Ar,2,4019.8434,0.0010,4019.8429,0.0003,0.0005,7,,,,
Ar,2,4031.3769,0.0014,4031.37797,0.00010,-0.0011,6,7.5e+06,B,,
Ar,2,4033.8090,0.0001,4033.80915,0.00007,-0.00015,95,9.8e+07,D,,
Ar,2,4034.783,0.016,4034.77769,0.00007,0.005,1blG?,,,,
Ar,2,4035.4595,0.0002,4035.45971,0.00005,-0.00021,50,4.4e+06,B,,
Ar,2,4038.8039,0.0005,4038.80380,0.00008,0.0001,18,1.2e+06,B,,
Ar,2,4042.190,0.008,4042.18100,0.00007,0.009,3,4.e+05,C,,
Ar,2,4042.8934,0.0001,4042.89342,0.00005,-0.00002,288,4.06e+07,B,,
Ar,1,4044.418,,4044.41804,, 0.000,50,3.3e+05,B,,
Ar,2,4045.6769,0.0008,4045.67613,0.00008,0.0008,8,1.6e+06,C,,
Ar,1,,,4045.96541,,,,4.1e+04,B,,
Ar,2,4047.4803,0.0011,4047.48081,0.00008,-0.0005,10,,,,
Ar,2,4051.122,0.002,4051.12055,0.00010,0.0015,5,,,,
Ar,2,4052.9206,0.0001,4052.92057,0.00010,0.00003,178,6.7e+07,E,,
Ar,2,4053.540,0.008,4053.54732,0.00007,-0.007,1,,,,
Ar,1,,,4054.52576,,,,2.7e+04,C+,,
Ar,2,4057.672,0.008,4057.67530,0.00007,-0.003,1,2.e+04,E,,
Ar,2,,,4060.50290,,,,3.2e+03,E,,
Ar,2,4065.1114,0.0003,4065.11110,0.00007,0.0003,3,1.1e+06,C,,
Ar,2,4070.7837,0.0008,4070.7839,0.0003,-0.0002,10,,,,
Ar,2,4072.0043,0.0001,4072.00431,0.00005,-0.00001,708,5.8e+07,B,,
Ar,2,4072.3843,0.0001,4072.38432,0.00005,-0.00002,178,,,,
Ar,2,4076.6282,0.0002,4076.62819,0.00007,0.00001,85,8.e+07,D,,
Ar,2,4076.9432,0.0002,4076.94294,0.00005,0.00026,47,9.9e+07,D,,
Ar,2,4079.5734,0.0001,4079.57339,0.00005,0.00001,100,1.19e+07,B,,
Ar,2,4080.6359,0.0001,4080.63589,0.00013,0.00001,85,,,,
Ar,2,4080.7022,0.0003,4080.70213,0.00018,0.0001,40,,,,
Ar,2,4082.3868,0.0001,4082.38680,0.00007, 0.00000,76,2.9e+06,B+,,
Ar,2,4083.466,0.008,4083.47624,0.00018,-0.010,1,,,,
Ar,2,4097.1351,0.0003,4097.13543,0.00014,-0.0003,28,,,,
Ar,2,4097.2033,0.0008,4097.20221,0.00020,0.0011,12,,,,
Ar,2,4099.4554,0.0008,4099.45565,0.00009,-0.0002,11,,,,
Ar,2,4103.8323,0.0001,4103.83222,0.00004,0.00008,158,1.3e+08,D,,
Ar,2,4103.9118,0.0001,4103.91181,0.00007,-0.00001,447,1.2e+08,D,,
Ar,2,4112.8151,0.0003,4112.81487,0.00004,0.0002,513bl,1.1e+06,B,,
Ar,2,4114.487,0.008,4114.48850,0.00020,-0.001,2,,,,
Ar,2,4116.3756,0.0012,4116.37493,0.00017,0.0007,8,,,,
Ar,2,4124.058,0.008,4124.06120,0.00014,-0.003,1,,,,
Ar,2,4128.6399,0.0005,4128.63985,0.00006,0.0000,18,1.4e+06,B,,
Ar,2,4129.6820,0.0007,4129.68211,0.00006,-0.0001,12,,,,
Ar,2,4131.7232,0.0001,4131.72327,0.00007,-0.00007,891,8.5e+07,B,,
Ar,2,4144.245,0.003,4144.2441,0.0003,0.001,5,,,,
Ar,2,4147.377,0.008,4147.38177,0.00007,-0.005,2,1.8e+04,E,,
Ar,2,4152.909,0.008,4152.909,0.009,0.000,0.5,,,,
Ar,2,4156.0854,0.0002,4156.08541,0.00007,-0.00001,60,3.9e+07,D,,
Ar,1,4158.590,,4158.59070,,-0.001,400,1.40e+06,B,,
Ar,2,4162.51,0.02,4162.5085,0.0003,0.001,0,,,,
Ar,1,4164.180,,4164.17952,,0.000,50,2.9e+05,B,,
Ar,2,4168.9696,0.0018,4168.96778,0.00018,0.0018,6,,,,
Ar,2,4178.3650,0.0007,4178.36530,0.00007,-0.0003,13,1.2e+06,C+,,
Ar,2,4179.2972,0.0003,4179.29704,0.00006,0.0002,50,1.3e+07,D,,
Ar,1,4181.884,,4181.88354,,0.000,50,5.6e+05,B,,
Ar,2,4183.5909,0.0004,4183.5908,0.0003,0.0001,4,,,,
Ar,2,4189.6507,0.0006,4189.65100,0.00007,-0.0003,16,,,,
Ar,1,4190.713,,4190.71294,,0.000,100,2.80e+05,B,,
Ar,1,4191.029,,4191.02932,, 0.000,50,5.4e+05,C+,,
Ar,1,4198.317,,4198.31729,, 0.000,200,2.57e+06,B,,
Ar,2,4199.8887,0.0015,4199.8890,0.0003,-0.0003,9,,,,
Ar,1,4200.674,,4200.67472,,-0.001,400,9.7e+05,B+,,
Ar,2,4201.5556,0.0008,4201.55428,0.00007,0.0013,10,,,,
Ar,2,4201.9713,0.0001,4201.97120,0.00007,0.00010,59,2.1e+06,C,,
Ar,2,4203.4105,0.0006,4203.41075,0.00016,-0.0002,18,,,,
Ar,2,4209.944,0.008,4209.94575,0.00007,-0.002,1,1.8e+05,D,,
Ar,2,4210.950,0.008,4210.95880,0.00023,-0.009,1,,,,
Ar,2,4214.854,0.008,4214.8618,0.0012,-0.008,2,,,,
Ar,2,4217.4306,0.0004,4217.43061,0.00007, 0.0000,27,,,,
Ar,2,4218.6648,0.0002,4218.66480,0.00004, 0.00000,59,3.6e+07,D,,
Ar,2,4222.6369,0.0001,4222.63701,0.00006,-0.00011,76,6.9e+07,D,,
Ar,2,4226.6091,0.0005,4226.60846,0.00007,0.0006,16,,,,
Ar,2,4226.9874,0.0001,4226.98745,0.00006,-0.00005,89,4.1e+07,D,,
Ar,2,4228.1577,0.0001,4228.15775,0.00004,-0.00005,331,1.31e+07,A,,
Ar,2,4229.8688,0.0004,4229.86872,0.00009,0.0001,26,,,,
Ar,2,4237.2195,0.0001,4237.21956,0.00006,-0.00006,269,1.12e+07,B,,
Ar,2,4243.640,0.008,4243.64424,0.00008,-0.004,2,2.e+05,C,,
Ar,1,4251.185,,4251.1849,,0.000,25,1.11e+05,C+,,
Ar,2,4255.6027,0.0009,4255.60268,0.00006,0.0000,8,2.1e+06,D,,
Ar,2,4256.663,0.008,4256.6688,0.0003,-0.006,1,,,,
Ar,1,4259.362,,4259.3617,,0.000,200,3.98e+06,B+,,
Ar,1,4266.286,,4266.2867,,-0.001,100,3.1e+05,C+,,
Ar,2,4266.5265,0.0001,4266.52661,0.00008,-0.00011,288,1.64e+07,B,,
Ar,2,4267.490,0.008,4267.49809,0.00008,-0.008,3,,,,
Ar,2,4267.730,0.008,4267.73622,0.00011,-0.006,3h,,,,
Ar,1,4272.169,,4272.1689,,0.000,150,8.0e+05,B,,
Ar,2,4275.1592,0.0003,4275.15959,0.00004,-0.0004,35,2.6e+07,D,,
Ar,2,4277.5279,0.0001,4277.52786,0.00006,0.00004,1995,8.0e+07,B,,
Ar,2,4282.8971,0.0001,4282.89720,0.00008,-0.00010,68,1.32e+07,B,,
Ar,2,4286.3567,0.0004,4286.3567,0.0004,0.0000,6,,,,
Ar,2,4297.9632,0.0007,4297.9645,0.0003,-0.0013,15,,,,
Ar,1,4300.101,,4300.1009,,0.000,100,3.77e+05,B+,,
Ar,2,4300.449,0.008,4300.4543,0.0003,-0.005,2,,,,
Ar,2,4300.6493,0.0001,4300.64931,0.00006,-0.00001,85,5.7e+06,B,,
Ar,2,4309.0931,0.0001,4309.09312,0.00006,-0.00002,93,,,,
Ar,2,4309.2385,0.0001,4309.23857,0.00008,-0.00007,120,,,,
Ar,2,4327.3364,0.0004,4327.33647,0.00011,-0.0001,3,,,,
Ar,2,4329.4385,0.0011,4329.4383,0.0004,0.0002,8,,,,
Ar,2,4331.1992,0.0001,4331.19915,0.00006,0.00005,603,5.74e+07,A,,
Ar,2,4332.0295,0.0001,4332.02953,0.00010,-0.00003,162,1.92e+07,B+,,
Ar,1,4333.561,,4333.5612,, 0.000,100,5.7e+05,B+,,
Ar,1,4335.338,,4335.3378,,0.000,50,3.9e+05,C+,,
Ar,2,4337.0705,0.0002,4337.07046,0.00011,0.00004,54,3.4e+07,D,,
Ar,2,4338.2312,0.0020,4338.23078,0.00012,0.0004,6,,,,
Ar,1,4345.168,,4345.1679,,0.000,25,3.0e+05,B,,
Ar,2,4345.8968,0.0014,4345.89579,0.00010,0.0010,9,,,,
Ar,2,4348.0635,0.0001,4348.06354,0.00008,-0.00004,1995,1.171e+08,A,,
Ar,2,4352.2047,0.0001,4352.20472,0.00013,-0.00002,200,2.12e+07,B,,
Ar,2,4358.4915,0.0004,4358.49124,0.00008,0.0003,3,1.8e+05,D,,
Ar,2,4362.0660,0.0001,4362.06601,0.00006,-0.00001,78,5.5e+06,B,,
Ar,1,,,4363.7949,,,,1.20e+04,B,,
Ar,2,4367.8314,0.0001,4367.83141,0.00012,-0.00001,129,,,,
Ar,2,4370.7529,0.0001,4370.75295,0.00006,-0.00005,617,6.6e+07,B,,
Ar,2,4371.3285,0.0001,4371.32854,0.00008,-0.00004,355,2.21e+07,B,,
Ar,2,4372.4888,0.0012,4372.48963,0.00006,-0.0008,10,,,,
Ar,2,4374.8574,0.0004,4374.85779,0.00004,-0.0004,30,,,,
Ar,2,4375.9540,0.0001,4375.95402,0.00006,-0.00002,209,2.05e+07,B,,
Ar,2,4379.2128,0.0017,4379.21357,0.00006,-0.0008,11,,,,
Ar,2,4379.6665,0.0001,4379.66649,0.00010,0.00001,550,1.004e+08,A,,
Ar,2,4379.8805,0.0001,4379.88058,0.00006,-0.00008,794,,,,
Ar,2,4382.930,0.002,4382.9335,0.0019,-0.003,5,,,,
Ar,2,4383.7545,0.0009,4383.75303,0.00008,0.0015,14,1.1e+06,B,,
Ar,2,4385.0565,0.0001,4385.05653,0.00008,-0.00003,117,,,,
Ar,2,4386.9656,0.0004,4386.9655,0.0004,0.0001,5,,,,
Ar,2,4394.622,0.008,4394.61986,0.00008,0.002,3,6.e+05,C,,
Ar,2,4397.798,0.003,4397.7968,0.0004,0.001,5,,,,
Ar,2,4400.0964,0.0001,4400.09637,0.00008,0.00003,257,1.60e+07,B,,
Ar,2,4400.9860,0.0001,4400.98598,0.00008,0.00002,8710,3.04e+07,B,,
Ar,2,4401.744,0.016,4401.75478,0.00006,-0.011,2bl?,,,,
Ar,2,4404.9019,0.0006,4404.9023,0.0003,-0.0004,18,,,,
Ar,2,4406.4696,0.0006,4406.4698,0.0006,-0.0002,10,,,,
Ar,2,4409.00,0.02,4409.0102,0.0004,-0.010,0.5?,,,,
Ar,2,4412.9035,0.0004,4412.90323,0.00008,0.0003,3,6.1e+06,B,,
Ar,2,4420.9118,0.0003,4420.91205,0.00012,-0.0003,47,3.1e+06,B,,
Ar,1,,,4423.9944,,,,7.3e+03,C+,,
Ar,2,4426.0008,0.0001,4426.00080,0.00005, 0.00000,1514,8.17e+07,A,,
Ar,2,4430.1885,0.0001,4430.18862,0.00008,-0.00012,661,5.69e+07,A,,
Ar,2,4430.9959,0.0001,4430.99589,0.00008,0.00001,251,1.09e+07,B,,
Ar,2,4433.8377,0.0001,4433.83789,0.00018,-0.00019,120,,,,
Ar,2,4438.1173,0.0004,4438.11698,0.00020,0.0003,7,,,,
Ar,2,4438.808,0.008,4438.80939,0.00012,-0.001,1,,,,
Ar,2,4439.4611,0.0001,4439.46110,0.00008,0.00000,95,,,,
Ar,2,4439.8786,0.0004,4439.87923,0.00006,-0.0006,22,,,,
Ar,2,4440.1213,0.0009,4440.12110,0.00006,0.0002,13,,,,
Ar,2,4445.846,0.002,4445.84791,0.00022,-0.0019,5,,,,
Ar,2,4448.4587,0.0006,4448.45934,0.00008,-0.0006,14,,,,
Ar,2,4448.8791,0.0001,4448.87916,0.00006,-0.00006,166,6.5e+07,D,,
Ar,2,4449.521,0.003,4449.5203,0.0003,0.001,7,,,,
Ar,2,4456.55,0.02,4456.55075,0.00018,-0.001,1,,,,
Ar,2,4458.885,0.008,4458.87904,0.00014,0.006,1h,,,,
Ar,2,4460.5558,0.0004,4460.55706,0.00008,-0.0013,35,1.5e+06,B+,,
Ar,2,4474.7591,0.0001,4474.75916,0.00008,-0.00006,347,2.90e+07,B,,
Ar,2,4481.8104,0.0001,4481.81045,0.00006,-0.00005,646,4.55e+07,B,,
Ar,2,4490.9813,0.0002,4490.98136,0.00006,-0.00006,48,4.6e+06,B,,
Ar,2,4498.5374,0.0005,4498.5383,0.0003,-0.0009,25,,,,
Ar,2,4502.9265,0.0003,4502.9272,0.0004,-0.0007,42,,,,
Ar,2,4503.08,0.02,4503.08810,0.00006,-0.008,1h,,,,
Ar,2,4509.957,0.008,4509.9643,0.0003,-0.007,2,,,,
Ar,1,4510.733,,4510.7334,, 0.000,100,1.18e+06,B+,,
Ar,2,4516.095,0.008,4516.10273,0.00007,-0.008,1h,,,,
Ar,2,4517.5363,0.0004,4517.53542,0.00010,0.0009,4,,,,
Ar,1,4522.323,,4522.3234,, 0.000,20,9.0e+04,B,,
Ar,2,4530.5522,0.0001,4530.55209,0.00007,0.00011,63,2.1e+06,B,,
Ar,2,4535.4905,0.0004,4535.49051,0.00007, 0.0000,21,7.4e+06,D,,
Ar,2,4537.6409,0.0010,4537.6423,0.0003,-0.0014,13,,,,
Ar,2,4538.7102,0.0004,4538.71052,0.00013,-0.0003,4,,,,
Ar,2,4543.8702,0.0012,4543.86908,0.00005,0.0011,10,,,,
Ar,1,,,4544.746,,,,8.3e+04,E,,
Ar,2,4545.0516,0.0001,4545.05166,0.00007,-0.00006,1738,4.71e+07,B,,
Ar,2,4547.7582,0.0008,4547.75828,0.00007,-0.0001,20,7.7e+06,D,,
Ar,1,,,4554.324,,,,3.8e+04,E,,
Ar,2,4561.0124,0.0012,4561.01276,0.00017,-0.0004,7,,,,
Ar,2,4563.7423,0.0006,4563.7427,0.0003,-0.0004,37bl,,,,
Ar,2,4564.4055,0.0004,4564.40540,0.00009,0.0001,42,2.9e+07,D,,
Ar,2,4572.894,0.008,4572.89124,0.00007,0.003,2,,,,
Ar,2,4579.3493,0.0001,4579.34934,0.00007,-0.00004,871,8.0e+07,B,,
Ar,1,,,4584.956,,,,1.6e+05,E,,
Ar,1,,,4586.611,,,,2.3e+05,E,,
Ar,1,,,4587.209,,,,4.9e+05,E,,
Ar,2,4587.895,0.008,4587.89089,0.00009,0.004,3,3.e+05,C,,
Ar,1,,,4589.2893,,,,6.2e+03,C,,
Ar,2,4589.8976,0.0001,4589.89759,0.00007,0.00001,25704,6.64e+07,A,,
Ar,2,4593.4476,0.0004,4593.4483,0.0003,-0.0007,4,,,,
Ar,1,4596.097,,4596.0966,,0.000,15,9.5e+04,B,,
Ar,2,4598.7625,0.0001,4598.76258,0.00007,-0.00008,182,6.7e+06,B,,
Ar,2,4600.02,0.02,4600.01880,0.00009,0.001,1h,,,,
Ar,2,4609.5669,0.0001,4609.56692,0.00007,-0.00002,2291,7.89e+07,A,,
Ar,2,4611.2432,0.0016,4611.2444,0.0003,-0.0012,9,,,,
Ar,2,4614.10,0.02,4614.1106,0.0004,-0.011,1h,,,,
Ar,1,4628.441,,4628.4409,,0.000,7,3.83e+04,B+,,
Ar,2,4637.2324,0.0001,4637.23239,0.00007,0.00001,148,7.1e+06,A,,
Ar,1,,,4642.137,,,,9.6e+04,E,,
Ar,1,,,4647.489,,,,1.2e+05,E,,
Ar,2,4657.9009,0.0001,4657.90090,0.00007, 0.00000,1445,8.92e+07,B,,
Ar,2,4666.260,0.008,4666.26360,0.00020,-0.004,1,,,,
Ar,2,4681.4971,0.0004,4681.49686,0.00007,0.0002,5,,,,
Ar,2,4682.2759,0.0004,4682.27587,0.00007,0.0000,21,8.e+05,C+,,
Ar,1,4702.316,,4702.3164,, 0.000,15,1.09e+05,B,,
Ar,2,4703.3576,0.0008,4703.3571,0.0004,0.0005,15,,,,
Ar,2,4710.8230,0.0004,4710.82366,0.00007,-0.0007,14,5.e+05,C+,,
Ar,2,4721.5913,0.0005,4721.59064,0.00009,0.0007,32,1.5e+07,D,,
Ar,2,4726.8681,0.0001,4726.86807,0.00007,0.00003,23442,5.88e+07,A,,
Ar,2,4730.672,0.002,4730.67157,0.00007,0.0004,7,,,,
Ar,2,4732.0530,0.0001,4732.05302,0.00007,-0.00002,200,6.7e+06,B,,
Ar,2,4735.9055,0.0001,4735.90548,0.00009,0.00002,1000,5.80e+07,A,,
Ar,2,4743.19,0.02,4743.195,0.005,-0.005,0?,,,,
Ar,1,,,4746.821,,,,3.6e+05,E,,
Ar,1,,,4752.9388,,,,4.5e+05,E,,
Ar,2,4757.2197,0.0005,4757.21993,0.00009,-0.0002,5,,,,
Ar,2,4764.8644,0.0001,4764.86444,0.00007,-0.00004,2344,6.4e+07,B,,
Ar,1,,,4768.6729,,,,8.6e+05,D,,
Ar,2,4786.150,0.002,4786.1483,0.0004,0.0017,6,,,,
Ar,2,4792.0818,0.0006,4792.08185,0.00019,-0.0001,17,,,,
Ar,2,4792.59,0.02,4792.590,0.021,0.00,0h,,,,
Ar,2,4793.71,0.02,4793.711,0.021, 0.00,0h,,,,
Ar,1,,,4798.742,,,,8.8e+04,E,,
Ar,2,4806.0202,0.0001,4806.02014,0.00010,0.00006,1820,7.80e+07,A,,
Ar,1,,,4835.970,,,,9.3e+04,E,,
Ar,1,,,4836.697,,,,1.02e+05,C,,
Ar,2,4841.20,0.02,4841.197,0.007,0.003,0.5?,,,,
Ar,2,4847.8095,0.0001,4847.80955,0.00007,-0.00005,832,8.49e+07,B,,
Ar,2,4847.9991,0.0011,4847.9977,0.0004,0.0014,9,,,,
Ar,2,4856.156,0.008,4856.1557,0.0004,0.000,1,,,,
Ar,2,4865.9109,0.0002,4865.91056,0.00010,0.00034,83,1.5e+07,D,,
Ar,2,4867.5554,0.0006,4867.5560,0.0003,-0.0006,17,,,,
Ar,1,,,4876.2607,,,,7.8e+05,D,,
Ar,2,4877.120,0.005,4877.1202,0.0005, 0.000,4,,,,
Ar,2,4879.8634,0.0001,4879.86345,0.00008,-0.00005,2239,8.23e+07,A,,
Ar,2,4882.2424,0.0007,4882.2431,0.0005,-0.0007,21,,,,
Ar,1,,,4886.290,,,,1.2e+05,E,,
Ar,1,,,4887.9471,,,,1.3e+06,D,,
Ar,2,4888.2605,0.0015,4888.2611,0.0004,-0.0006,8,,,,
Ar,2,4889.0419,0.0001,4889.04194,0.00008,-0.00004,288,1.9e+07,C,,
Ar,1,,,4894.6909,,,,1.8e+06,D,,
Ar,2,4904.7514,0.0001,4904.75143,0.00008,-0.00003,107,3.7e+06,B+,,
Ar,2,4914.3151,0.0019,4914.31459,0.00015,0.0005,7,,,,
Ar,1,,,4921.034,,,,5.9e+04,E,,
Ar,2,4933.2089,0.0001,4933.20891,0.00005,-0.00001,251,1.44e+07,A,,
Ar,2,4936.083,0.008,4936.08555,0.00008,-0.003,3,7.e+05,C+,,
Ar,1,,,4937.720,,,,3.6e+04,E,,
Ar,2,4942.9210,0.0006,4942.9215,0.0003,-0.0005,19,,,,
Ar,2,4949.3999,0.0015,4949.39807,0.00020,0.0018,6,,,,
Ar,2,4952.924,0.008,4952.92311,0.00010,0.001,2,6.e+05,D,,
Ar,2,4955.1096,0.0017,4955.1112,0.0005,-0.0016,8,,,,
Ar,1,,,4956.750,,,,1.8e+05,E,,
Ar,2,4959.478,0.008,4959.48667,0.00020,-0.009,1,,,,
Ar,2,4965.0794,0.0001,4965.07942,0.00008,-0.00002,891,3.94e+07,A,,
Ar,2,4972.1599,0.0001,4972.15984,0.00010,0.00006,100,9.7e+06,B+,,
Ar,2,4980.025,0.008,4980.03313,0.00010,-0.008,0.5,,,,
Ar,1,,,4989.943,,,,1.1e+05,E,,
Ar,2,4990.72,0.02,4990.73652,0.00008,-0.017,0.5?,,,,
Ar,2,4993.45,0.02,4993.45575,0.00015,-0.006,0.5,,,,
Ar,2,4993.746,0.008,4993.7552,0.0004,-0.009,2,,,,
Ar,2,4996.782,0.008,4996.79301,0.00018,-0.011,2,,,,
Ar,2,5009.3342,0.0001,5009.33420,0.00006,0.00000,355,1.51e+07,B,,
Ar,2,5014.92,0.02,5014.932,0.004,-0.012,1h,,,,
Ar,2,5017.1626,0.0001,5017.16264,0.00008,-0.00004,7413,2.07e+07,B,,
Ar,2,5017.6337,0.0007,5017.63384,0.00010,-0.0001,14,1.1e+06,B,,
Ar,2,5024.778,0.008,5024.7938,0.0005,-0.016,1,,,,
Ar,2,5030.700,0.008,5030.6820,0.0010,0.018,1h,,,,
Ar,1,,,5032.024,,,,8.2e+04,E,,
Ar,2,5034.40,0.02,5034.40128,0.00015,-0.001,0.5,,,,
Ar,2,5037.77,0.04,5037.77036,0.00015, 0.00,0.5bl,,,,
Ar,2,5042.416,0.008,5042.41985,0.00010,-0.004,1,,,,
Ar,2,5045.11,0.04,5045.10468,0.00010,0.01,0.5wl,,,,
Ar,1,,,5048.811,,,,4.6e+05,D,,
Ar,1,,,5054.176,,,,4.5e+05,D,,
Ar,1,,,5056.529,,,,5.7e+05,D,,
Ar,1,,,5060.079,,,,3.7e+05,E,,
Ar,2,5062.0370,0.0001,5062.03703,0.00011,-0.00003,398,2.23e+07,B,,
Ar,1,,,5070.977,,,,2.6e+05,E,,
Ar,1,,,5073.076,,,,5.9e+04,D,,
Ar,1,,,5078.033,,,,4.7e+04,E,,
Ar,1,,,5087.084,,,,1.6e+05,E,,
Ar,2,5087.64,0.02,5087.63614,0.00011,0.004,0.5,,,,
Ar,2,5090.4948,0.0003,5090.4949,0.0003,-0.0001,45,,,,
Ar,2,5092.174,0.008,5092.18711,0.00023,-0.013,1,,,,
Ar,2,5095.845,0.008,5095.8581,0.0005,-0.013,2,,,,
Ar,2,5096.851,0.008,5096.8595,0.0005,-0.008,1,,,,
Ar,2,5100.45,0.02,5100.44206,0.00011,0.008,0.5,,,,
Ar,1,,,5104.729,,,,8.7e+04,E,,
Ar,1,,,5118.202,,,,2.7e+05,D+,,
Ar,2,5121.4804,0.0005,5121.4805,0.0006,-0.0001,5,,,,
Ar,2,5122.59,0.02,5122.59683,0.00008,-0.007,0.5*,,,,
Ar,2,5122.59,0.02,5122.60827,0.00011,-0.018,0.5*,,,,
Ar,2,5122.972,0.008,5122.9809,0.0003,-0.009,2,,,,
Ar,2,5125.7663,0.0007,5125.7660,0.0004,0.0003,17,,,,
Ar,1,,,5127.801,,,,3.3e+04,D,,
Ar,2,5129.083,0.008,5129.0918,0.0004,-0.009,2,,,,
Ar,2,5131.106,0.008,5131.09604,0.00011,0.010,1,,,,
Ar,2,5132.145,0.008,5132.14532,0.00011, 0.000,2,,,,
Ar,2,5141.7826,0.0001,5141.78260,0.00008,0.00000,224,8.1e+06,A,,
Ar,2,5145.3080,0.0001,5145.30815,0.00008,-0.00015,162,1.06e+07,B,,
Ar,1,5151.391,,5151.391,,0.000,5,2.39e+06,C,,
Ar,1,,,5152.3031,,,,1.1e+05,D,,
Ar,2,5152.8606,0.0005,5152.8606,0.0005,0.0000,5,,,,
Ar,2,5159.505,0.008,5159.51240,0.00006,-0.007,1,,,,
Ar,2,5160.81,0.04,5160.82641,0.00011,-0.02,0bl,,,,
Ar,1,5162.285,,5162.2845,,0.000,15,1.90e+06,C,,
Ar,2,5162.7467,0.0009,5162.7463,0.0005,0.0004,14,,,,
Ar,2,5165.7727,0.0002,5165.77292,0.00022,-0.0002,48,,,,
Ar,2,5175.426,0.008,5175.41477,0.00011,0.011,2,,,,
Ar,2,5176.2290,0.0004,5176.22902,0.00008, 0.0000,26,1.7e+06,B,,
Ar,1,,,5177.536,,,,2.4e+05,D,,
Ar,2,5179.24,0.02,5179.26198,0.00008,-0.022,0h,,,,
